cycle,instant_energy,cumulative_energy
159,-0.97,-1.244125
160,-1.02,-1.242732919
161,-0.98,-1.241111111
162,-0.94,-1.239263804
163,-1.05,-1.238109756
164,-1.09,-1.237212121
165,-1.11,-1.236445783
166,-1.08,-1.235508982
167,-1.14,-1.234940476
168,-1.19,-1.234674556
169,-1.22,-1.234588235
170,-1.06,-1.233567251
171,-1.26,-1.23372093
172,-1.24,-1.233757225
173,-1.23,-1.233735632
174,-1.2,-1.233542857
175,-1.14,-1.233011364
176,-1.3,-1.233389831
177,-1.05,-1.232359551
178,-1.08,-1.23150838
179,-0.96,-1.23
180,-1,-1.228729282
181,-1.1,-1.228021978
182,-1.09,-1.22726776
183,-1.11,-1.226630435
184,-1.08,-1.225837838
185,-1.04,-1.22483871
186,-1.1,-1.224171123
187,-1.16,-1.223829787
188,-1.14,-1.223386243
189,-1.16,-1.223052632
190,-1.17,-1.222774869
191,-1.18,-1.222552083
192,-1.16,-1.222227979
193,-1.18,-1.222010309
194,-1.14,-1.221589744
195,-1.03,-1.220612245
196,-1.22,-1.220609137
197,-1.1,-1.22
198,-1.05,-1.219145729
199,-1.12,-1.21865
200,-1.03,-1.217711443
201,-1.09,-1.217079208
202,-1.18,-1.216896552
203,-1.18,-1.216715686
204,-1.13,-1.216292683
205,-1.08,-1.215631068
206,-1.18,-1.215458937
207,-1.12,-1.215
208,-1.13,-1.214593301
209,-1.28,-1.214904762
210,-1.21,-1.214881517
211,-1.24,-1.215
212,-1.32,-1.215492958
213,-1.29,-1.215841121
214,-1.31,-1.21627907
215,-1.24,-1.216388889
216,-1.23,-1.216451613
217,-1.2,-1.216376147
218,-1.3,-1.216757991
219,-1.17,-1.216545455
220,-1.25,-1.216696833
221,-1.17,-1.216486486
222,-1.17,-1.216278027
223,-1.22,-1.216294643
224,-1.17,-1.216088889
225,-1.18,-1.215929204
226,-1.21,-1.215903084
227,-1.23,-1.215964912
228,-1.29,-1.21628821
229,-1.16,-1.216043478
230,-1.11,-1.215584416
231,-1.16,-1.215344828
232,-1.23,-1.215407725
233,-1.24,-1.215512821
234,-1.22,-1.215531915
235,-1.25,-1.215677966
236,-1.27,-1.215907173
237,-1.07,-1.215294118
238,-1.06,-1.214644351
239,-1.09,-1.214125
240,-1.15,-1.213858921
241,-1.21,-1.213842975
242,-1.22,-1.213868313
243,-1.26,-1.214057377
244,-1.27,-1.214285714
245,-1.22,-1.214308943
246,-1.11,-1.21388664
247,-1.21,-1.213870968
248,-1.13,-1.213534137
249,-1.24,-1.21364
250,-1.11,-1.213227092
251,-1.18,-1.213095238
252,-1.17,-1.212924901
253,-1.18,-1.212795276
254,-1.2,-1.212745098
255,-1.24,-1.212851563
256,-1.2,-1.212801556
257,-1.17,-1.212635659
258,-1.15,-1.212393822
259,-1.2,-1.212346154
260,-1.1,-1.211915709
261,-1.05,-1.21129771
262,-1.08,-1.210798479
263,-1.15,-1.210568182
264,-1.18,-1.21045283
265,-1.25,-1.210601504
266,-1.23,-1.210674157
267,-1.35,-1.21119403
268,-1.34,-1.211672862
269,-1.33,-1.212111111
270,-1.44,-1.21295203
271,-1.45,-1.213823529
272,-1.4,-1.214505495
273,-1.49,-1.215510949
274,-1.53,-1.216654545
275,-1.43,-1.217427536
276,-1.32,-1.217797834
277,-1.46,-1.218669065
278,-1.53,-1.219784946
279,-1.45,-1.220607143
280,-1.43,-1.221352313
281,-1.42,-1.222056738
282,-1.26,-1.222190813
283,-1.23,-1.22221831
284,-1.31,-1.222526316
285,-1.36,-1.223006993
286,-1.29,-1.223240418
287,-1.35,-1.223680556
288,-1.36,-1.224152249
289,-1.35,-1.224586207
290,-1.43,-1.225292096
291,-1.3,-1.225547945
292,-1.32,-1.225870307
293,-1.16,-1.225646259
294,-1.17,-1.225457627
295,-1.25,-1.225540541
296,-1.24,-1.225589226
297,-1.19,-1.225469799
298,-1.25,-1.225551839
299,-1.37,-1.226033333
300,-1.31,-1.226312292
301,-1.45,-1.22705298
302,-1.37,-1.227524752
303,-1.47,-1.228322368
304,-1.39,-1.228852459
305,-1.36,-1.229281046
306,-1.24,-1.229315961
307,-1.44,-1.23
308,-1.37,-1.230453074
309,-1.34,-1.230806452
310,-1.29,-1.230996785
311,-1.33,-1.231314103
312,-1.38,-1.231789137
313,-1.19,-1.231656051
314,-1.25,-1.231714286
315,-1.36,-1.232120253
316,-1.42,-1.232712934
317,-1.36,-1.233113208
318,-1.38,-1.233573668
319,-1.43,-1.2341875
320,-1.46,-1.234890966
321,-1.32,-1.23515528
322,-1.3,-1.235356037
323,-1.45,-1.236018519
324,-1.44,-1.236646154
325,-1.42,-1.237208589
326,-1.44,-1.237828746
327,-1.33,-1.238109756
328,-1.37,-1.238510638
329,-1.42,-1.239060606
330,-1.49,-1.239818731
331,-1.4,-1.240301205
332,-1.31,-1.240510511
333,-1.46,-1.241167665
334,-1.5,-1.241940299
335,-1.55,-1.242857143
336,-1.43,-1.243412463
337,-1.43,-1.243964497
338,-1.46,-1.24460177
339,-1.42,-1.245117647
340,-1.49,-1.245835777
341,-1.54,-1.246695906
342,-1.48,-1.247376093
343,-1.55,-1.248255814
344,-1.41,-1.248724638
345,-1.43,-1.249248555
346,-1.35,-1.249538905
347,-1.42,-1.250028736
348,-1.36,-1.25034384
349,-1.42,-1.250828571
350,-1.47,-1.251452991
351,-1.31,-1.251619318
352,-1.46,-1.252209632
353,-1.41,-1.252655367
354,-1.51,-1.253380282
355,-1.3,-1.253511236
356,-1.24,-1.253473389
357,-1.33,-1.253687151
358,-1.31,-1.253844011
359,-1.36,-1.254138889
360,-1.25,-1.254127424
361,-1.28,-1.254198895
362,-1.32,-1.254380165
363,-1.29,-1.254478022
364,-1.39,-1.254849315
365,-1.45,-1.255382514
366,-1.28,-1.255449591
367,-1.41,-1.255869565
368,-1.43,-1.256341463
369,-1.47,-1.256918919
370,-1.24,-1.256873315
371,-1.37,-1.257177419
372,-1.41,-1.257587131
373,-1.34,-1.257807487
374,-1.21,-1.25768
375,-1.15,-1.257393617
376,-1.31,-1.257533156
377,-1.2,-1.257380952
378,-1.3,-1.257493404
379,-1.18,-1.257289474
380,-1.25,-1.257270341
381,-1.31,-1.257408377
382,-1.34,-1.257624021
383,-1.29,-1.257708333
384,-1.2,-1.257558442
385,-1.28,-1.25761658
386,-1.35,-1.257855297
387,-1.31,-1.257989691
388,-1.31,-1.258123393
389,-1.33,-1.258307692
390,-1.38,-1.258618926
391,-1.44,-1.259081633
392,-1.46,-1.259592875
393,-1.5,-1.260203046
394,-1.52,-1.260860759
395,-1.36,-1.261111111
396,-1.42,-1.261511335
397,-1.45,-1.261984925
398,-1.48,-1.262531328
399,-1.38,-1.262825
400,-1.33,-1.262992519
401,-1.29,-1.263059701
402,-1.35,-1.263275434
403,-1.39,-1.263589109
404,-1.37,-1.263851852
405,-1.43,-1.264261084
406,-1.4,-1.264594595
407,-1.48,-1.265122549
408,-1.49,-1.265672372
409,-1.49,-1.266219512
410,-1.36,-1.266447689
411,-1.42,-1.266820388
412,-1.42,-1.267191283
413,-1.44,-1.267608696
414,-1.44,-1.268024096
415,-1.38,-1.268293269
416,-1.37,-1.26853717
417,-1.46,-1.268995215
418,-1.28,-1.26902148
419,-1.27,-1.26902381
420,-1.27,-1.269026128
421,-1.2,-1.268862559
422,-1.18,-1.268652482
423,-1.28,-1.268679245
424,-1.28,-1.268705882
425,-1.35,-1.268896714
426,-1.42,-1.269250585
427,-1.28,-1.269275701
428,-1.18,-1.269067599
429,-1.18,-1.268860465
430,-1.25,-1.268816705
431,-1.13,-1.26849537
432,-1.23,-1.268406467
433,-1.23,-1.268317972
434,-1.24,-1.268252874
435,-1.27,-1.268256881
436,-1.25,-1.268215103
437,-1.26,-1.268196347
438,-1.39,-1.268473804
439,-1.45,-1.268886364
440,-1.4,-1.269183673
441,-1.47,-1.269638009
442,-1.31,-1.26972912
443,-1.44,-1.270112613
444,-1.32,-1.270224719
445,-1.38,-1.270470852
446,-1.25,-1.270425056
447,-1.33,-1.270558036
448,-1.24,-1.270489978
449,-1.26,-1.270466667
450,-1.27,-1.270465632
451,-1.32,-1.270575221
452,-1.21,-1.270441501
453,-1.15,-1.270176211
454,-1.12,-1.269846154
455,-1,-1.269254386
456,-1.1,-1.268884026
457,-1.21,-1.268755459
458,-1.17,-1.268540305
459,-1.11,-1.268195652
460,-1.18,-1.268004338
461,-1.2,-1.267857143
462,-1.12,-1.267537797
463,-1.09,-1.267155172
464,-1.17,-1.266946237
465,-1.08,-1.266545064
466,-1.06,-1.266102784
467,-1.14,-1.265833333
468,-1.25,-1.265799574
469,-1.16,-1.265574468
470,-1.12,-1.265265393
471,-1.15,-1.265021186
472,-1.27,-1.265031712
473,-1.26,-1.265021097
474,-1.15,-1.264778947
475,-1.1,-1.264432773
476,-0.95,-1.263773585
477,-1.08,-1.263389121
478,-1.12,-1.26308977
479,-1.24,-1.263041667
480,-1.32,-1.263160083
481,-1.24,-1.263112033
482,-1.27,-1.263126294
483,-1.29,-1.263181818
484,-1.36,-1.263381443
485,-1.23,-1.263312757
486,-1.16,-1.263100616
487,-1.16,-1.262889344
488,-1.27,-1.262903885
489,-1.17,-1.262714286
490,-1.27,-1.262729124
491,-1.27,-1.262743902
492,-1.21,-1.262636917
493,-1.48,-1.263076923
494,-1.42,-1.263393939
495,-1.44,-1.26375
496,-1.35,-1.263923541
497,-1.27,-1.263935743
498,-1.33,-1.264068136
499,-1.37,-1.26428
500,-1.36,-1.264471058
501,-1.4,-1.264741036
502,-1.31,-1.264831014
503,-1.4,-1.265099206
504,-1.32,-1.265207921
505,-1.24,-1.265158103
506,-1.27,-1.265167653
507,-1.37,-1.265374016
508,-1.46,-1.265756385
509,-1.42,-1.266058824
510,-1.34,-1.266203523
511,-1.25,-1.266171875
512,-1.34,-1.266315789
513,-1.33,-1.266439689
514,-1.24,-1.26638835
515,-1.21,-1.26627907
516,-1.27,-1.266286267
517,-1.15,-1.266061776
518,-1.16,-1.265857418
519,-1.22,-1.265769231
520,-1.34,-1.265911708
521,-1.25,-1.265881226
522,-1.2,-1.265755258
523,-1.28,-1.265782443
524,-1.34,-1.26592381
525,-1.25,-1.265893536
526,-1.19,-1.265749526
527,-1.1,-1.265435606
528,-1.12,-1.265160681
529,-1.12,-1.264886792
530,-1.08,-1.264538606
531,-1.22,-1.264454887
532,-1.18,-1.264296435
533,-1.13,-1.264044944
534,-1.16,-1.263850467
535,-1.2,-1.263731343
536,-1.14,-1.263500931
537,-1.17,-1.263327138
538,-1.27,-1.263339518
539,-1.29,-1.263388889
540,-1.38,-1.263604436
541,-1.21,-1.263505535
542,-1.32,-1.263609576
543,-1.35,-1.263768382
544,-1.46,-1.26412844
545,-1.44,-1.264450549
546,-1.3,-1.264515539
547,-1.21,-1.264416058
548,-1.28,-1.264444444
549,-1.21,-1.264345455
550,-1.12,-1.264083485
551,-1.19,-1.263949275
552,-1.18,-1.263797468
553,-1.23,-1.263736462
554,-1.2,-1.263621622
555,-1.25,-1.263597122
556,-1.19,-1.263464991
557,-1.1,-1.263172043
558,-1.19,-1.263041145
559,-1.08,-1.262714286
560,-1.19,-1.26258467
561,-1.24,-1.262544484
562,-1.21,-1.262451155
563,-1.17,-1.262287234
564,-1.03,-1.261876106
565,-1,-1.261413428
566,-1.04,-1.261022928
567,-1.09,-1.260721831
568,-0.96,-1.260193322
569,-1.05,-1.259824561
570,-1.02,-1.259404553
571,-1.12,-1.259160839
572,-1.17,-1.259005236
573,-1.15,-1.258815331
574,-1.12,-1.258573913
575,-1.28,-1.258611111
576,-1.24,-1.258578856
577,-1.23,-1.258529412
578,-1.28,-1.258566494
579,-1.3,-1.258637931
580,-1.14,-1.258433735
581,-1.16,-1.258264605
582,-1.08,-1.257958834
583,-1.19,-1.257842466
584,-1.18,-1.257709402
585,-1.16,-1.257542662
586,-1.25,-1.257529813
587,-1.17,-1.257380952
588,-1.12,-1.257147708
589,-1.26,-1.257152542
590,-1.35,-1.257309645
591,-1.38,-1.257516892
592,-1.29,-1.257571669
593,-1.25,-1.257558923
594,-1.13,-1.257344538
595,-1.13,-1.257130872
596,-1.21,-1.257051926
597,-1.25,-1.257040134
598,-1.13,-1.256828047
599,-1.02,-1.256433333
600,-1.05,-1.25608985
601,-1.08,-1.255797342
602,-1.04,-1.255439469
603,-1.02,-1.255049669
604,-1.09,-1.25477686
605,-1.08,-1.254488449
606,-1.06,-1.25416804
607,-1.14,-1.253980263
608,-1.06,-1.253661741
609,-1.17,-1.25352459
610,-1.09,-1.253256956
611,-1.15,-1.253088235
612,-1.05,-1.252756933
613,-1.27,-1.252785016
614,-1.26,-1.252796748
615,-1.33,-1.252922078
616,-1.22,-1.25286872
617,-1.18,-1.252750809
618,-1.23,-1.252714055
619,-1.31,-1.252806452
620,-1.23,-1.252769726
621,-1.06,-1.252459807
622,-1.14,-1.252279294
623,-1.21,-1.252211538
624,-1.27,-1.25224
625,-1.29,-1.252300319
626,-1.44,-1.252599681
627,-1.25,-1.252595541
628,-1.3,-1.252670906
629,-1.23,-1.252634921
630,-1.31,-1.252725832
631,-1.3,-1.252800633
632,-1.35,-1.252954186
633,-1.35,-1.253107256
634,-1.42,-1.253370079
635,-1.35,-1.253522013
636,-1.57,-1.254018838
637,-1.56,-1.254498433
638,-1.42,-1.254757433
639,-1.5,-1.255140625
640,-1.35,-1.255288612
641,-1.38,-1.255482866
642,-1.33,-1.255598756
643,-1.37,-1.255776398
644,-1.41,-1.256015504
645,-1.41,-1.25625387
646,-1.47,-1.256584235
647,-1.52,-1.256990741
648,-1.47,-1.257318952
649,-1.41,-1.257553846
650,-1.48,-1.257895545
651,-1.39,-1.25809816
652,-1.44,-1.258376723
653,-1.33,-1.258486239
654,-1.3,-1.258549618
655,-1.33,-1.258658537
656,-1.27,-1.258675799
657,-1.22,-1.258617021
658,-1.34,-1.258740516
659,-1.39,-1.258939394
660,-1.41,-1.259167927
661,-1.31,-1.259244713
662,-1.17,-1.259110106
663,-1.21,-1.259036145
664,-1.25,-1.259022556
665,-1.3,-1.259084084
666,-1.26,-1.259085457
667,-1.2,-1.258997006
668,-1.37,-1.25916293
669,-1.37,-1.259328358
670,-1.43,-1.259582712
671,-1.43,-1.25983631
672,-1.43,-1.260089153
673,-1.48,-1.26041543
674,-1.36,-1.260562963
675,-1.35,-1.260695266
676,-1.46,-1.26098966
677,-1.58,-1.261460177
678,-1.52,-1.261840943
679,-1.49,-1.262176471
680,-1.37,-1.262334802
681,-1.39,-1.262521994
682,-1.28,-1.262547584
683,-1.38,-1.262719298
684,-1.42,-1.262948905
685,-1.46,-1.263236152
686,-1.56,-1.263668122
687,-1.59,-1.264142442
688,-1.51,-1.264499274
689,-1.51,-1.264855072
690,-1.33,-1.264949349
691,-1.23,-1.264898844
692,-1.27,-1.264906205
693,-1.24,-1.264870317
694,-1.2,-1.264776978
695,-1.41,-1.264985632
696,-1.32,-1.265064562
697,-1.32,-1.265143266
698,-1.23,-1.26509299
699,-1.31,-1.265157143
700,-1.39,-1.265335235
701,-1.38,-1.265498575
702,-1.38,-1.265661451
703,-1.21,-1.265582386
704,-1.43,-1.265815603
705,-1.41,-1.26601983
706,-1.57,-1.266449788
707,-1.41,-1.266652542
708,-1.42,-1.266868829
709,-1.47,-1.26715493
710,-1.48,-1.26745429
711,-1.49,-1.267766854
712,-1.56,-1.268176718
713,-1.48,-1.268473389
714,-1.57,-1.268895105
715,-1.43,-1.269120112
716,-1.54,-1.269497908
717,-1.51,-1.269832869
718,-1.55,-1.270222531
719,-1.45,-1.270472222
720,-1.37,-1.270610264
721,-1.41,-1.270803324
722,-1.46,-1.271065007
723,-1.48,-1.271353591
724,-1.43,-1.271572414
725,-1.47,-1.27184573
726,-1.49,-1.272145805
727,-1.47,-1.272417582
728,-1.31,-1.272469136
729,-1.41,-1.272657534
730,-1.4,-1.272831737
731,-1.38,-1.272978142
732,-1.33,-1.273055935
733,-1.32,-1.273119891
734,-1.31,-1.273170068
735,-1.37,-1.27330163
736,-1.34,-1.27339213
737,-1.4,-1.273563686
738,-1.46,-1.273815968
739,-1.49,-1.274108108
740,-1.51,-1.274426451
741,-1.39,-1.27458221
742,-1.38,-1.274724092
743,-1.51,-1.275040323
744,-1.62,-1.275503356
745,-1.53,-1.275844504
746,-1.6,-1.276278447
747,-1.64,-1.276764706
748,-1.53,-1.277102804
749,-1.48,-1.277373333
750,-1.58,-1.277776298
751,-1.57,-1.278164894
752,-1.55,-1.278525896
753,-1.61,-1.278965517
754,-1.5,-1.279258278
755,-1.45,-1.279484127
756,-1.49,-1.279762219
757,-1.51,-1.280065963
758,-1.46,-1.28030303
759,-1.34,-1.280381579
760,-1.34,-1.280459921
761,-1.42,-1.280643045
762,-1.41,-1.280812582
763,-1.55,-1.281164921
764,-1.5,-1.28145098
765,-1.3,-1.281475196
766,-1.28,-1.281473272
767,-1.4,-1.281627604
768,-1.43,-1.281820546
769,-1.49,-1.282090909
770,-1.44,-1.28229572
771,-1.48,-1.282551813
772,-1.5,-1.282833118
773,-1.46,-1.283062016
774,-1.39,-1.2832
775,-1.42,-1.283376289
776,-1.56,-1.283732304
777,-1.56,-1.284087404
778,-1.56,-1.284441592
779,-1.6,-1.284846154
780,-1.53,-1.285160051
781,-1.48,-1.285409207
782,-1.48,-1.285657727
783,-1.47,-1.285892857
784,-1.35,-1.285974522
785,-1.28,-1.285966921
786,-1.51,-1.286251588
787,-1.56,-1.286598985
788,-1.52,-1.286894804
789,-1.5,-1.287164557
790,-1.4,-1.287307206
791,-1.46,-1.287525253
792,-1.35,-1.287604035
793,-1.34,-1.287670025
794,-1.24,-1.287610063
795,-1.35,-1.287688442
796,-1.44,-1.287879548
797,-1.37,-1.287982456
798,-1.38,-1.288097622
799,-1.39,-1.288225
800,-1.29,-1.288227216
801,-1.21,-1.288129676
802,-1.28,-1.288119552
803,-1.28,-1.288109453
804,-1.19,-1.287987578
805,-1.22,-1.287903226
806,-1.36,-1.287992565
807,-1.37,-1.288094059
808,-1.19,-1.287972806
809,-1.11,-1.287753086
810,-1.2,-1.287644883
811,-1.27,-1.287623153
812,-1.29,-1.287626076
813,-1.38,-1.287739558
814,-1.37,-1.287840491
815,-1.48,-1.28807598
816,-1.35,-1.288151775
817,-1.33,-1.288202934
818,-1.3,-1.288217338
819,-1.36,-1.288304878
820,-1.32,-1.288343484
821,-1.33,-1.288394161
822,-1.33,-1.288444714
823,-1.39,-1.288567961
824,-1.37,-1.288666667
825,-1.37,-1.288765133
826,-1.43,-1.288935913
827,-1.4,-1.289070048
828,-1.37,-1.289167672
829,-1.2,-1.289060241
830,-1.09,-1.288820698
831,-1.29,-1.288822115
832,-1.29,-1.288823529
833,-1.22,-1.288741007
834,-1.32,-1.288778443
835,-1.41,-1.288923445
836,-1.26,-1.288888889
837,-1.32,-1.288926014
838,-1.46,-1.289129917
839,-1.43,-1.289297619
840,-1.3,-1.289310345
841,-1.38,-1.289418052
842,-1.32,-1.28945433
843,-1.36,-1.289537915
844,-1.34,-1.289597633
845,-1.26,-1.289562648
846,-1.31,-1.289586777
847,-1.4,-1.289716981
848,-1.3,-1.289729093
849,-1.27,-1.289705882
850,-1.28,-1.289694477
851,-1.21,-1.289600939
852,-1.03,-1.2892966
853,-1.06,-1.289028103
854,-1.18,-1.288900585
855,-1.22,-1.288820093
856,-1.24,-1.288763127
857,-1.25,-1.288717949
858,-1.26,-1.288684517
859,-1.17,-1.288546512
860,-1.14,-1.288373984
861,-1.11,-1.288167053
862,-1.14,-1.287995365
863,-1.16,-1.287847222
864,-1.1,-1.287630058
865,-1.14,-1.287459584
866,-1.09,-1.287231834
867,-1.01,-1.286912442
868,-1.06,-1.286651323
869,-1.07,-1.286402299
870,-0.98,-1.286050517
871,-1.09,-1.285825688
872,-1.03,-1.285532646
873,-1.13,-1.285354691
874,-1.13,-1.285177143
875,-1.18,-1.285057078
876,-1.16,-1.284914481
877,-1.18,-1.284794989
878,-1.2,-1.284698521
879,-1.21,-1.284613636
880,-1.17,-1.284483541
881,-1.14,-1.284319728
882,-1.18,-1.284201586
883,-1.19,-1.284095023
884,-1.15,-1.283943503
885,-1.02,-1.283645598
886,-1.05,-1.283382187
887,-1.16,-1.283243243
888,-1.16,-1.283104612
889,-1.36,-1.283191011
890,-1.27,-1.283176207
891,-1.27,-1.283161435
892,-1.32,-1.283202688
893,-1.29,-1.283210291
894,-1.37,-1.283307263
895,-1.41,-1.283448661
896,-1.27,-1.283433668
897,-1.32,-1.283474388
898,-1.28,-1.283470523
899,-1.39,-1.283588889
900,-1.4,-1.283718091
901,-1.25,-1.28368071
902,-1.5,-1.283920266
903,-1.58,-1.284247788
904,-1.37,-1.284342541
905,-1.46,-1.284536424
906,-1.4,-1.284663727
907,-1.36,-1.284746696
908,-1.3,-1.284763476
909,-1.17,-1.284637363
910,-1.15,-1.284489572
911,-1.07,-1.284254386
912,-1.08,-1.284030668
913,-1.3,-1.28404814
914,-1.31,-1.284076503
915,-1.18,-1.283962882
916,-1.18,-1.283849509
917,-1.14,-1.28369281
918,-1.21,-1.283612622
919,-1.2,-1.283521739
920,-1.25,-1.283485342
921,-1.19,-1.283383948
922,-1.19,-1.283282774
923,-1.14,-1.283127706
924,-1.24,-1.283081081
925,-1.29,-1.283088553
926,-1.29,-1.283096009
927,-1.41,-1.283232759
928,-1.48,-1.283444564
929,-1.45,-1.283623656
930,-1.51,-1.28386681
931,-1.34,-1.283927039
932,-1.36,-1.284008574
933,-1.38,-1.284111349
934,-1.42,-1.284256684
935,-1.4,-1.284380342
936,-1.37,-1.284471718
937,-1.3,-1.284488273
938,-1.29,-1.284494143
939,-1.32,-1.284531915
940,-1.23,-1.284473964
941,-1.26,-1.284447983
942,-1.29,-1.284453871
943,-1.13,-1.284290254
944,-1.35,-1.284359788
945,-1.26,-1.284334038
946,-1.28,-1.284329461
947,-1.31,-1.28435654
948,-1.29,-1.284362487
949,-1.24,-1.284315789
950,-1.25,-1.284279706
951,-1.28,-1.28427521
952,-1.3,-1.28429171
953,-1.34,-1.284350105
954,-1.43,-1.284502618
955,-1.34,-1.284560669
956,-1.38,-1.284660397
957,-1.32,-1.284697286
958,-1.39,-1.284807091
959,-1.32,-1.28484375
960,-1.16,-1.28471384
961,-1.26,-1.28468815
962,-1.21,-1.284610592
963,-1.17,-1.284491701
964,-1.22,-1.28442487
965,-1.31,-1.284451346
966,-1.13,-1.284291624
967,-1.15,-1.284152893
968,-1.26,-1.284127967
969,-1.08,-1.283917526
970,-1.17,-1.283800206
971,-1.09,-1.283600823
972,-1.13,-1.28344296
973,-1.23,-1.28338809
974,-1.22,-1.283323077
975,-1.23,-1.283268443
976,-1.35,-1.283336745
977,-1.32,-1.283374233
978,-1.29,-1.283381001
979,-1.31,-1.283408163
980,-1.43,-1.283557594
981,-1.27,-1.283543788
982,-1.48,-1.283743642
983,-1.34,-1.283800813
984,-1.37,-1.283888325
985,-1.32,-1.283924949
986,-1.41,-1.284052685
987,-1.44,-1.284210526
988,-1.34,-1.284266936
989,-1.31,-1.284292929
990,-1.31,-1.28431887
991,-1.25,-1.284284274
992,-1.26,-1.284259819
993,-1.23,-1.284205231
994,-1.28,-1.284201005
995,-1.32,-1.284236948
996,-1.24,-1.284192578
997,-1.19,-1.284098196
998,-1.25,-1.284064064
999,-1.2,-1.28398
1000,-1.15,-1.283846154
