sample,energy_per_spin
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.97
0,-1.98
0,-1.98
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-1.97
0,-1.97
0,-1.97
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-1.98
0,-2
0,-2
0,-1.98
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-1.96
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.96
0,-1.98
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.96
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.96
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-1.97
0,-1.96
0,-1.96
0,-1.96
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.96
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-1.98
0,-1.96
0,-1.95
0,-1.96
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-1.98
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.96
0,-1.96
0,-1.98
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-1.98
0,-1.98
0,-1.96
0,-1.98
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.97
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.96
0,-1.98
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-1.98
0,-1.96
0,-2
0,-2
0,-2
0,-1.96
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.96
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.96
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-1.96
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.96
0,-1.96
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.96
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.96
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.96
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-1.98
0,-1.98
0,-1.98
0,-1.98
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
0,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.96
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.96
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-1.96
1,-1.98
1,-1.96
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-1.98
1,-1.98
1,-1.98
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-2
1,-1.98
1,-1.98
1,-1.98
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-1.98
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.96
1,-1.98
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-2
1,-2
1,-1.98
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.97
1,-1.98
1,-1.98
1,-1.97
1,-1.98
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.96
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.97
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-1.98
1,-1.97
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.93
1,-1.93
1,-1.98
1,-1.98
1,-1.98
1,-1.98
1,-1.96
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.98
1,-1.98
1,-2
1,-2
1,-1.98
1,-1.98
1,-1.98
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-1.96
1,-1.96
1,-1.96
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-2
1,-1.98
1,-2
1,-2
1,-2
1,-2
1,-2
