t,x,y,z
17.7875,26.1746,-9.49205,19.9939
17.8,25.8909,-9.36111,19.9939
17.8125,25.6112,-9.22169,19.9939
17.825,25.3359,-9.07392,19.9939
17.8375,25.0651,-8.91793,19.9939
17.85,24.7991,-8.75386,19.9939
17.8625,24.5382,-8.58187,19.9939
17.875,24.2826,-8.4021,19.9938
17.8875,24.0326,-8.21472,19.9938
17.9,23.7882,-8.0199,19.9938
17.9125,23.5499,-7.81781,19.9938
17.925,23.3177,-7.60864,19.9938
17.9375,23.092,-7.39259,19.9938
17.95,22.8728,-7.16983,19.9938
17.9625,22.6605,-6.94058,19.9938
17.975,22.4551,-6.70505,19.9938
17.9875,22.2569,-6.46344,19.9938
18,22.0661,-6.21598,19.9938
18.0125,21.8828,-5.96289,19.9938
18.025,21.7072,-5.70439,19.9937
18.0375,21.5395,-5.44073,19.9937
18.05,21.3798,-5.17215,19.9937
18.0625,21.2282,-4.89887,19.9937
18.075,21.085,-4.62116,19.9937
18.0875,20.9501,-4.33927,19.9937
18.1,20.8238,-4.05344,19.9937
18.1125,20.7062,-3.76394,19.9937
18.125,20.5973,-3.47104,19.9937
18.1375,20.4973,-3.17499,19.9937
18.15,20.4062,-2.87606,19.9937
18.1625,20.3242,-2.57453,19.9936
18.175,20.2513,-2.27067,19.9936
18.1875,20.1875,-1.96475,19.9936
18.2,20.133,-1.65705,19.9936
18.2125,20.0878,-1.34785,19.9936
18.225,20.0519,-1.03743,19.9936
18.2375,20.0254,-0.72607,19.9936
18.25,20.0083,-0.414053,19.9936
18.2625,20.0005,-0.101661,19.9936
18.275,20.0021,0.210823,19.9936
18.2875,20.0132,0.523116,19.9936
18.3,20.0336,0.834934,19.9935
18.3125,20.0635,1.146,19.9935
18.325,20.1026,1.45602,19.9935
18.3375,20.1511,1.76473,19.9935
18.35,20.2089,2.07183,19.9935
18.3625,20.2758,2.37706,19.9935
18.375,20.3519,2.68014,19.9935
18.3875,20.4371,2.98079,19.9935
18.4,20.5313,3.27873,19.9935
18.4125,20.6345,3.57371,19.9935
18.425,20.7464,3.86545,19.9935
18.4375,20.8671,4.15369,19.9935
18.45,20.9965,4.43817,19.9934
18.4625,21.1343,4.71862,19.9934
18.475,21.2805,4.99481,19.9934
18.4875,21.4349,5.26646,19.9934
18.5,21.5974,5.53335,19.9934
18.5125,21.7679,5.79522,19.9934
18.525,21.9463,6.05185,19.9934
18.5375,22.1322,6.30299,19.9934
18.55,22.3256,6.54843,19.9934
18.5625,22.5263,6.78793,19.9934
18.575,22.7342,7.02128,19.9934
18.5875,22.9489,7.24828,19.9933
18.6,23.1704,7.4687,19.9933
18.6125,23.3985,7.68237,19.9933
18.625,23.6328,7.88907,19.9933
18.6375,23.8733,8.08863,19.9933
18.65,24.1196,8.28086,19.9933
18.6625,24.3717,8.46559,19.9933
18.675,24.6292,8.64265,19.9933
18.6875,24.8919,8.81188,19.9933
18.7,25.1595,8.97313,19.9933
18.7125,25.4319,9.12626,19.9933
18.725,25.7088,9.27111,19.9932
18.7375,25.9899,9.40757,19.9932
18.75,26.275,9.53551,19.9932
18.7625,26.5639,9.65481,19.9932
18.775,26.8561,9.76536,19.9932
18.7875,27.1516,9.86707,19.9932
18.8,27.45,9.95984,19.9932
18.8125,27.7511,10.0436,19.9932
18.825,28.0545,10.1182,19.9932
18.8375,28.3601,10.1837,19.9932
18.85,28.6674,10.24,19.9932
18.8625,28.9764,10.287,19.9931
18.875,29.2866,10.3246,19.9931
18.8875,29.5978,10.353,19.9931
18.9,29.9097,10.3719,19.9931
18.9125,30.222,10.3814,19.9931
18.925,30.5345,10.3816,19.9931
18.9375,30.8469,10.3723,19.9931
18.95,31.1588,10.3536,19.9931
18.9625,31.47,10.3256,19.9931
18.975,31.7803,10.2882,19.9931
18.9875,32.0893,10.2415,19.9931
19,32.3967,10.1855,19.993
19.0125,32.7023,10.1203,19.993
19.025,33.0058,10.0459,19.993
19.0375,33.3069,9.96244,19.993
19.05,33.6054,9.86993,19.993
19.0625,33.901,9.76849,19.993
19.075,34.1934,9.65819,19.993
19.0875,34.4823,9.53915,19.993
19.1,34.7675,9.41147,19.993
19.1125,35.0487,9.27526,19.993
19.125,35.3258,9.13065,19.993
19.1375,35.5983,8.97777,19.9929
19.15,35.8661,8.81676,19.9929
19.1625,36.129,8.64776,19.9929
19.175,36.3866,8.47092,19.9929
19.1875,36.6388,8.28642,19.9929
19.2,36.8853,8.09441,19.9929
19.2125,37.126,7.89506,19.9929
19.225,37.3605,7.68857,19.9929
19.2375,37.5887,7.47511,19.9929
19.25,37.8104,7.25488,19.9929
19.2625,38.0254,7.02807,19.9929
19.275,38.2334,6.7949,19.9928
19.2875,38.4344,6.55558,19.9928
19.3,38.628,6.31032,19.9928
19.3125,38.8142,6.05934,19.9928
19.325,38.9927,5.80287,19.9928
19.3375,39.1634,5.54115,19.9928
19.35,39.3262,5.27441,19.9928
19.3625,39.4809,5.00289,19.9928
19.375,39.6273,4.72684,19.9928
19.3875,39.7654,4.4465,19.9928
19.4,39.895,4.16214,19.9928
19.4125,40.0159,3.87401,19.9927
19.425,40.1282,3.58237,19.9927
19.4375,40.2315,3.28748,19.9927
19.45,40.326,2.98962,19.9927
19.4625,40.4115,2.68904,19.9927
19.475,40.4879,2.38603,19.9927
19.4875,40.5551,2.08086,19.9927
19.5,40.6131,1.77381,19.9927
19.5125,40.6619,1.46515,19.9927
19.525,40.7013,1.15516,19.9927
19.5375,40.7314,0.844123,19.9926
19.55,40.7521,0.532322,19.9926
19.5625,40.7635,0.220039,19.9926
19.575,40.7654,-0.0924434,19.9926
19.5875,40.7579,-0.404842,19.9926
19.6,40.7411,-0.716875,19.9926
19.6125,40.7148,-1.02826,19.9926
19.625,40.6792,-1.33871,19.9926
19.6375,40.6342,-1.64795,19.9926
19.65,40.58,-1.9557,19.9926
19.6625,40.5166,-2.26167,19.9926
19.675,40.4439,-2.5656,19.9925
19.6875,40.3622,-2.86721,19.9925
19.7,40.2714,-3.16621,19.9925
19.7125,40.1716,-3.46235,19.9925
19.725,40.063,-3.75536,19.9925
19.7375,39.9456,-4.04496,19.9925
19.75,39.8195,-4.3309,19.9925
19.7625,39.685,-4.61291,19.9925
19.775,39.5419,-4.89075,19.9925
19.7875,39.3906,-5.16416,19.9925
19.8,39.2311,-5.43289,19.9924
19.8125,39.0636,-5.6967,19.9924
19.825,38.8883,-5.95535,19.9924
19.8375,38.7052,-6.2086,19.9924
19.85,38.5146,-6.45624,19.9924
19.8625,38.3167,-6.69802,19.9924
19.875,38.1115,-6.93374,19.9924
19.8875,37.8994,-7.16317,19.9924
19.9,37.6804,-7.38612,19.9924
19.9125,37.4548,-7.60238,19.9924
19.925,37.2229,-7.81175,19.9924
19.9375,36.9847,-8.01405,19.9923
19.95,36.7405,-8.20909,19.9923
19.9625,36.4906,-8.39669,19.9923
19.975,36.2352,-8.57669,19.9923
19.9875,35.9745,-8.74892,19.9923
20,35.7087,-8.91322,19.9923
20.0125,35.438,-9.06946,19.9923
20.025,35.1628,-9.21747,19.9923
20.0375,34.8833,-9.35714,19.9923
20.05,34.5997,-9.48833,19.9923
20.0625,34.3122,-9.61093,19.9922
20.075,34.0212,-9.72482,19.9922
20.0875,33.7269,-9.82991,19.9922
20.1,33.4296,-9.92609,19.9922
20.1125,33.1295,-10.0133,19.9922
20.125,32.827,-10.0914,19.9922
20.1375,32.5222,-10.1604,19.9922
20.15,32.2155,-10.2202,19.9922
20.1625,31.9071,-10.2707,19.9922
20.175,31.5973,-10.3119,19.9922
20.1875,31.2865,-10.3438,19.9922
20.2,30.9748,-10.3663,19.9921
20.2125,30.6626,-10.3794,19.9921
20.225,30.3501,-10.3831,19.9921
20.2375,30.0377,-10.3774,19.9921
20.25,29.7256,-10.3623,19.9921
20.2625,29.414,-10.3379,19.9921
20.275,29.1034,-10.304,19.9921
20.2875,28.7939,-10.2608,19.9921
20.3,28.4858,-10.2084,19.9921
20.3125,28.1795,-10.1467,19.9921
20.325,27.8752,-10.0758,19.992
20.3375,27.5731,-9.99574,19.992
20.35,27.2736,-9.90665,19.992
20.3625,26.9769,-9.8086,19.992
20.375,26.6833,-9.70166,19.992
20.3875,26.393,-9.58593,19.992
20.4,26.1063,-9.46152,19.992
20.4125,25.8236,-9.32854,19.992
20.425,25.5449,-9.18711,19.992
20.4375,25.2706,-9.03736,19.992
20.45,25.001,-8.87942,19.9919
20.4625,24.7362,-8.71345,19.9919
20.475,24.4766,-8.53957,19.9919
20.4875,24.2223,-8.35797,19.9919
20.5,23.9736,-8.16879,19.9919
20.5125,23.7306,-7.97221,19.9919
20.525,23.4938,-7.76842,19.9919
20.5375,23.2631,-7.55758,19.9919
20.55,23.0389,-7.33991,19.9919
20.5625,22.8214,-7.11558,19.9919
20.575,22.6107,-6.88481,19.9918
20.5875,22.407,-6.6478,19.9918
20.6,22.2106,-6.40477,19.9918
20.6125,22.0216,-6.15594,19.9918
20.625,21.8401,-5.90153,19.9918
20.6375,21.6664,-5.64178,19.9918
20.65,21.5006,-5.37692,19.9918
20.6625,21.3428,-5.10719,19.9918
20.675,21.1932,-4.83283,19.9918
20.6875,21.0519,-4.5541,19.9918
20.7,20.9191,-4.27124,19.9917
20.7125,20.7949,-3.98451,19.9917
20.725,20.6793,-3.69417,19.9917
20.7375,20.5725,-3.40049,19.9917
20.75,20.4747,-3.10372,19.9917
20.7625,20.3858,-2.80415,19.9917
20.775,20.3059,-2.50204,19.9917
20.7875,20.2352,-2.19766,19.9917
20.8,20.1737,-1.89129,19.9917
20.8125,20.1214,-1.5832,19.9917
20.825,20.0784,-1.27369,19.9916
20.8375,20.0447,-0.963015,19.9916
20.85,20.0204,-0.651472,19.9916
20.8625,20.0055,-0.33934,19.9916
20.875,20,-0.0268999,19.9916
20.8875,20.0039,0.285564,19.9916
20.9,20.0172,0.597769,19.9916
20.9125,20.0399,0.909432,19.9916
20.925,20.072,1.22027,19.9916
20.9375,20.1134,1.53001,19.9916
20.95,20.1641,1.83835,19.9915
20.9625,20.224,2.14504,19.9915
20.975,20.2932,2.44977,19.9915
20.9875,20.3715,2.75229,19.9915
21,20.4589,3.05232,19.9915
21.0125,20.5552,3.34958,19.9915
21.025,20.6605,3.64381,19.9915
21.0375,20.7745,3.93474,19.9915
21.05,20.8973,4.2221,19.9915
21.0625,21.0287,4.50564,19.9915
21.075,21.1685,4.78509,19.9914
21.0875,21.3167,5.06021,19.9914
21.1,21.4731,5.33075,19.9914
21.1125,21.6375,5.59646,19.9914
21.125,21.8099,5.8571,19.9914
21.1375,21.9901,6.11243,19.9914
21.15,22.1778,6.36223,19.9914
21.1625,22.373,6.60627,19.9914
21.175,22.5754,6.84432,19.9914
21.1875,22.7849,7.07617,19.9914
21.2,23.0013,7.30161,19.9913
21.2125,23.2244,7.52043,19.9913
21.225,23.454,7.73245,19.9913
21.2375,23.6898,7.93746,19.9913
21.25,23.9317,8.13528,19.9913
21.2625,24.1795,8.32573,19.9913
21.275,24.4328,8.50864,19.9913
21.2875,24.6916,8.68384,19.9913
21.3,24.9555,8.85118,19.9913
21.3125,25.2243,9.01049,19.9913
21.325,25.4978,9.16165,19.9912
21.3375,25.7757,9.30451,19.9912
21.35,26.0578,9.43894,19.9912
21.3625,26.3438,9.56482,19.9912
21.375,26.6335,9.68203,19.9912
21.3875,26.9266,9.79048,19.9912
21.4,27.2228,9.89006,19.9912
21.4125,27.5218,9.98067,19.9912
21.425,27.8235,10.0623,19.9912
21.4375,28.1275,10.1347,19.9911
21.45,28.4335,10.198,19.9911
21.4625,28.7413,10.252,19.9911
21.475,29.0505,10.2968,19.9911
21.4875,29.361,10.3322,19.9911
21.5,29.6724,10.3583,19.9911
21.5125,29.9844,10.375,19.9911
21.525,30.2968,10.3823,19.9911
21.5375,30.6093,10.3802,19.9911
21.55,30.9216,10.3687,19.9911
21.5625,31.2334,10.3478,19.991
21.575,31.5444,10.3175,19.991
21.5875,31.8544,10.2779,19.991
21.6,32.163,10.2289,19.991
21.6125,32.47,10.1707,19.991
21.625,32.7751,10.1033,19.991
21.6375,33.0781,10.0267,19.991
21.65,33.3786,9.94109,19.991
21.6625,33.6764,9.84643,19.991
21.675,33.9713,9.74286,19.991
21.6875,34.2628,9.63046,19.9909
21.7,34.5509,9.50934,19.9909
21.7125,34.8352,9.37961,19.9909
21.725,35.1154,9.24138,19.9909
21.7375,35.3914,9.09478,19.9909
21.75,35.6628,8.93994,19.9909
21.7625,35.9295,8.777,19.9909
21.775,36.1911,8.60611,19.9909
21.7875,36.4475,8.42742,19.9909
21.8,36.6983,8.24111,19.9908
21.8125,36.9435,8.04732,19.9908
21.825,37.1827,7.84625,19.9908
21.8375,37.4157,7.63807,19.9908
21.85,37.6424,7.42297,19.9908
21.8625,37.8625,7.20115,19.9908
21.875,38.0758,6.97281,19.9908
21.8875,38.2822,6.73815,19.9908
21.9,38.4814,6.49738,19.9908
21.9125,38.6733,6.25073,19.9908
21.925,38.8576,5.99842,19.9907
21.9375,39.0343,5.74067,19.9907
21.95,39.2031,5.47772,19.9907
21.9625,39.364,5.20982,19.9907
21.975,39.5167,4.93719,19.9907
21.9875,39.6612,4.66009,19.9907
22,39.7972,4.37877,19.9907
22.0125,39.9247,4.09348,19.9907
22.025,40.0436,3.80448,19.9907
22.0375,40.1537,3.51204,19.9906
22.05,40.255,3.21642,19.9906
22.0625,40.3473,2.91788,19.9906
22.075,40.4306,2.6167,19.9906
22.0875,40.5048,2.31315,19.9906
22.1,40.5698,2.0075,19.9906
22.1125,40.6256,1.70004,19.9906
22.125,40.6722,1.39103,19.9906
22.1375,40.7094,1.08077,19.9906
22.15,40.7372,0.769523,19.9906
22.1625,40.7557,0.457581,19.9905
22.175,40.7648,0.145225,19.9905
22.1875,40.7645,-0.167263,19.9905
22.2,40.7547,-0.479601,19.9905
22.2125,40.7356,-0.791503,19.9905
22.225,40.7071,-1.10269,19.9905
22.2375,40.6693,-1.41288,19.9905
22.25,40.6221,-1.72179,19.9905
22.2625,40.5657,-2.02913,19.9905
22.275,40.5,-2.33465,19.9904
22.2875,40.4252,-2.63804,19.9904
22.3,40.3412,-2.93905,19.9904
22.3125,40.2483,-3.23739,19.9904
22.325,40.1464,-3.53281,19.9904
22.3375,40.0357,-3.82502,19.9904
22.35,39.9162,-4.11377,19.9904
22.3625,39.7881,-4.39879,19.9904
22.375,39.6515,-4.67983,19.9904
22.3875,39.5065,-4.95663,19.9903
22.4,39.3532,-5.22894,19.9903
22.4125,39.1918,-5.49652,19.9903
22.425,39.0224,-5.75911,19.9903
22.4375,38.8452,-6.01649,19.9903
22.45,38.6603,-6.26842,19.9903
22.4625,38.4679,-6.51468,19.9903
22.475,38.2682,-6.75503,19.9903
22.4875,38.0614,-6.98926,19.9903
22.5,37.8476,-7.21716,19.9902
22.5125,37.627,-7.43853,19.9902
22.525,37.3999,-7.65316,19.9902
22.5375,37.1664,-7.86086,19.9902
22.55,36.9268,-8.06143,19.9902
22.5625,36.6813,-8.25471,19.9902
22.575,36.43,-8.4405,19.9902
22.5875,36.1733,-8.61866,19.9902
22.6,35.9113,-8.789,19.9902
22.6125,35.6443,-8.95139,19.9902
22.625,35.3726,-9.10567,19.9901
22.6375,35.0963,-9.2517,19.9901
22.65,34.8158,-9.38935,19.9901
22.6625,34.5312,-9.51849,19.9901
22.675,34.2429,-9.63902,19.9901
22.6875,33.9511,-9.75081,19.9901
22.7,33.656,-9.85377,19.9901
22.7125,33.358,-9.94781,19.9901
22.725,33.0573,-10.0328,19.9901
22.7375,32.7542,-10.1088,19.99
22.75,32.449,-10.1756,19.99
22.7625,32.1418,-10.2331,19.99
22.775,31.8331,-10.2814,19.99
22.7875,31.523,-10.3204,19.99
22.8,31.212,-10.35,19.99
22.8125,30.9001,-10.3703,19.99
22.825,30.5878,-10.3812,19.99
22.8375,30.2753,-10.3826,19.99
22.85,29.9629,-10.3747,19.9899
22.8625,29.6509,-10.3574,19.9899
22.875,29.3396,-10.3306,19.9899
22.8875,29.0292,-10.2946,19.9899
22.9,28.72,-10.2492,19.9899
22.9125,28.4124,-10.1945,19.9899
22.925,28.1065,-10.1306,19.9899
22.9375,27.8027,-10.0575,19.9899
22.95,27.5012,-9.97527,19.9899
22.9625,27.2023,-9.88403,19.9898
22.975,26.9063,-9.78384,19.9898
22.9875,26.6135,-9.67479,19.9898
23,26.324,-9.55697,19.9898
23.0125,26.0383,-9.4305,19.9898
23.025,25.7565,-9.29549,19.9898
23.0375,25.4788,-9.15205,19.9898
23.05,25.2057,-9.00033,19.9898
23.0625,24.9372,-8.84046,19.9898
23.075,24.6736,-8.67257,19.9897
23.0875,24.4152,-8.49684,19.9897
23.1,24.1622,-8.3134,19.9897
23.1125,23.9149,-8.12244,19.9897
23.125,23.6734,-7.92412,19.9897
23.1375,23.438,-7.71862,19.9897
23.15,23.2089,-7.50613,19.9897
23.1625,22.9862,-7.28684,19.9897
23.175,22.7703,-7.06096,19.9897
23.1875,22.5613,-6.82867,19.9896
23.2,22.3593,-6.5902,19.9896
23.2125,22.1647,-6.34577,19.9896
23.225,21.9774,-6.09558,19.9896
23.2375,21.7978,-5.83987,19.9896
23.25,21.626,-5.57888,19.9896
23.2625,21.4621,-5.31283,19.9896
23.275,21.3062,-5.04197,19.9896
23.2875,21.1586,-4.76654,19.9896
23.3,21.0194,-4.48679,19.9895
23.3125,20.8886,-4.20298,19.9895
23.325,20.7664,-3.91537,19.9895
23.3375,20.653,-3.62421,19.9895
23.35,20.5483,-3.32976,19.9895
23.3625,20.4526,-3.0323,19.9895
23.375,20.3658,-2.73209,19.9895
23.3875,20.2882,-2.42941,19.9895
23.4,20.2196,-2.12453,19.9895
23.4125,20.1603,-1.81773,19.9894
23.425,20.1102,-1.50927,19.9894
23.4375,20.0695,-1.19946,19.9894
23.45,20.0381,-0.88855,19.9894
23.4625,20.016,-0.576841,19.9894
23.475,20.0034,-0.264609,19.9894
23.4875,20.0001,0.0478624,19.9894
23.5,20.0063,0.36029,19.9894
23.5125,20.0218,0.672391,19.9894
23.525,20.0467,0.983883,19.9893
23.5375,20.081,1.29448,19.9893
23.55,20.1247,1.60391,19.9893
23.5625,20.1776,1.91189,19.9893
23.575,20.2398,2.21813,19.9893
23.5875,20.3111,2.52236,19.9893
23.6,20.3916,2.82431,19.9893
23.6125,20.4811,3.1237,19.9893
23.625,20.5796,3.42026,19.9892
23.6375,20.687,3.71372,19.9892
23.65,20.8031,4.00382,19.9892
23.6625,20.928,4.29029,19.9892
23.675,21.0614,4.57287,19.9892
23.6875,21.2032,4.85131,19.9892
23.7,21.3534,5.12536,19.9892
23.7125,21.5117,5.39476,19.9892
23.725,21.6781,5.65928,19.9892
23.7375,21.8523,5.91867,19.9891
23.75,22.0343,6.1727,19.9891
23.7625,22.2239,6.42114,19.9891
23.775,22.4208,6.66376,19.9891
23.7875,22.6249,6.90035,19.9891
23.8,22.8361,7.13068,19.9891
23.8125,23.0541,7.35456,19.9891
23.825,23.2788,7.57177,19.9891
23.8375,23.5099,7.78213,19.9891
23.85,23.7472,7.98543,19.989
23.8625,23.9905,8.18151,19.989
23.875,24.2396,8.37017,19.989
23.8875,24.4943,8.55125,19.989
23.9,24.7543,8.72458,19.989
23.9125,25.0194,8.89001,19.989
23.925,25.2894,9.04739,19.989
23.9375,25.5639,9.19657,19.989
23.95,25.8429,9.33742,19.989
23.9625,26.1259,9.46982,19.9889
23.975,26.4128,9.59363,19.9889
23.9875,26.7034,9.70876,19.9889
24,26.9972,9.81509,19.9889
24.0125,27.2941,9.91253,19.9889
24.025,27.5938,10.001,19.9889
24.0375,27.896,10.0804,19.9889
24.05,28.2005,10.1507,19.9889
24.0625,28.507,10.2117,19.9888
24.075,28.8151,10.2636,19.9888
24.0875,29.1247,10.3061,19.9888
24.1,29.4354,10.3393,19.9888
24.1125,29.747,10.3631,19.9888
24.125,30.0592,10.3776,19.9888
24.1375,30.3716,10.3826,19.9888
24.15,30.6841,10.3782,19.9888
24.1625,30.9963,10.3645,19.9888
24.175,31.3079,10.3413,19.9887
24.1875,31.6187,10.3088,19.9887
24.2,31.9284,10.267,19.9887
24.2125,32.2366,10.2158,19.9887
24.225,32.5432,10.1554,19.9887
24.2375,32.8479,10.0858,19.9887
24.25,33.1503,10.007,19.9887
24.2625,33.4502,9.91922,19.9887
24.275,33.7473,9.82242,19.9887
24.2875,34.0414,9.71673,19.9886
24.3,34.3321,9.60223,19.9886
24.3125,34.6193,9.47904,19.9886
24.325,34.9026,9.34726,19.9886
24.3375,35.1819,9.20701,19.9886
24.35,35.4568,9.05843,19.9886
24.3625,35.7271,8.90164,19.9886
24.375,35.9926,8.73678,19.9886
24.3875,36.2529,8.56401,19.9885
24.4,36.508,8.38349,19.9885
24.4125,36.7575,8.19537,19.9885
24.425,37.0013,7.99982,19.9885
24.4375,37.239,7.79703,19.9885
24.45,37.4706,7.58718,19.9885
24.4625,37.6957,7.37046,19.9885
24.475,37.9142,7.14705,19.9885
24.4875,38.1259,6.91718,19.9885
24.5,38.3305,6.68104,19.9884
24.5125,38.528,6.43884,19.9884
24.525,38.7181,6.19082,19.9884
24.5375,38.9006,5.93718,19.9884
24.55,39.0754,5.67817,19.9884
24.5625,39.2424,5.41401,19.9884
24.575,39.4013,5.14495,19.9884
24.5875,39.552,4.87123,19.9884
24.6,39.6945,4.5931,19.9883
24.6125,39.8285,4.31081,19.9883
24.625,39.954,4.02461,19.9883
24.6375,40.0707,3.73476,19.9883
24.65,40.1788,3.44153,19.9883
24.6625,40.2779,3.14519,19.9883
24.675,40.3681,2.84599,19.9883
24.6875,40.4492,2.54422,19.9883
24.7,40.5212,2.24014,19.9882
24.7125,40.584,1.93404,19.9882
24.725,40.6376,1.62618,19.9882
24.7375,40.6819,1.31685,19.9882
24.75,40.7169,1.00632,19.9882
24.7625,40.7425,0.694884,19.9882
24.775,40.7587,0.382817,19.9882
24.7875,40.7656,0.0704031,19.9882
24.8,40.763,-0.242075,19.9882
24.8125,40.751,-0.554334,19.9881
24.825,40.7297,-0.866091,19.9881
24.8375,40.6989,-1.17706,19.9881
24.85,40.6588,-1.48697,19.9881
24.8625,40.6094,-1.79553,19.9881
24.875,40.5508,-2.10247,19.9881
24.8875,40.4829,-2.4075,19.9881
24.9,40.4059,-2.71034,19.9881
24.9125,40.3198,-3.01074,19.988
24.925,40.2247,-3.30841,19.988
24.9375,40.1207,-3.60308,19.988
24.95,40.0079,-3.89449,19.988
24.9625,39.8863,-4.18237,19.988
24.975,39.7562,-4.46646,19.988
24.9875,39.6175,-4.74651,19.988
25,39.4705,-5.02226,19.988
25.0125,39.3153,-5.29346,19.988
25.025,39.152,-5.55986,19.9879
25.0375,38.9807,-5.82123,19.9879
25.05,38.8016,-6.07733,19.9879
25.0625,38.6149,-6.32792,19.9879
25.075,38.4208,-6.57278,19.9879
25.0875,38.2194,-6.81169,19.9879
25.1,38.0108,-7.04442,19.9879
25.1125,37.7954,-7.27078,19.9879
25.125,37.5732,-7.49055,19.9878
25.1375,37.3446,-7.70354,19.9878
25.15,37.1096,-7.90955,19.9878
25.1625,36.8686,-8.10839,19.9878
25.175,36.6216,-8.29989,19.9878
25.1875,36.369,-8.48388,19.9878
25.2,36.111,-8.66018,19.9878
25.2125,35.8478,-8.82863,19.9878
25.225,35.5797,-8.98909,19.9877
25.2375,35.3068,-9.14141,19.9877
25.25,35.0295,-9.28544,19.9877
25.2625,34.748,-9.42107,19.9877
25.275,34.4625,-9.54816,19.9877
25.2875,34.1734,-9.6666,19.9877
25.3,33.8808,-9.77629,19.9877
25.3125,33.585,-9.87713,19.9877
25.325,33.2863,-9.96901,19.9876
25.3375,32.985,-10.0519,19.9876
25.35,32.6813,-10.1256,19.9876
25.3625,32.3756,-10.1902,19.9876
25.375,32.0681,-10.2456,19.9876
25.3875,31.759,-10.2916,19.9876
25.4,31.4487,-10.3284,19.9876
25.4125,31.1374,-10.3558,19.9876
25.425,30.8254,-10.3738,19.9875
25.4375,30.513,-10.3824,19.9875
25.45,30.2005,-10.3816,19.9875
25.4625,29.8882,-10.3714,19.9875
25.475,29.5764,-10.3518,19.9875
25.4875,29.2652,-10.3229,19.9875
25.5,28.9551,-10.2846,19.9875
25.5125,28.6462,-10.2369,19.9875
25.525,28.339,-10.1801,19.9875
25.5375,28.0336,-10.1139,19.9874
25.55,27.7303,-10.0387,19.9874
25.5625,27.4294,-9.95428,19.9874
25.575,27.1312,-9.86089,19.9874
25.5875,26.8359,-9.75857,19.9874
25.6,26.5439,-9.64741,19.9874
25.6125,26.2553,-9.52752,19.9874
25.625,25.9705,-9.39899,19.9874
25.6375,25.6896,-9.26195,19.9873
25.65,25.413,-9.11652,19.9873
25.6625,25.141,-8.96284,19.9873
25.675,24.8736,-8.80103,19.9873
25.6875,24.6113,-8.63125,19.9873
25.7,24.3542,-8.45366,19.9873
25.7125,24.1025,-8.26841,19.9873
25.725,23.8565,-8.07567,19.9873
25.7375,23.6165,-7.87561,19.9872
25.75,23.3826,-7.66842,19.9872
25.7625,23.155,-7.45429,19.9872
25.775,22.9339,-7.2334,19.9872
25.7875,22.7196,-7.00597,19.9872
25.8,22.5123,-6.77218,19.9872
25.8125,22.3121,-6.53227,19.9872
25.825,22.1192,-6.28643,19.9872
25.8375,21.9337,-6.0349,19.9871
25.85,21.756,-5.77791,19.9871
25.8625,21.586,-5.51568,19.9871
25.875,21.424,-5.24846,19.9871
25.8875,21.2701,-4.97648,19.9871
25.9,21.1245,-4.7,19.9871
25.9125,20.9873,-4.41926,19.9871
25.925,20.8586,-4.13451,19.9871
25.9375,20.7385,-3.84603,19.987
25.95,20.6271,-3.55405,19.987
25.9625,20.5246,-3.25886,19.987
25.975,20.431,-2.96072,19.987
25.9875,20.3464,-2.6599,19.987
26,20.2709,-2.35666,19.987
26.0125,20.2046,-2.0513,19.987
26.025,20.1475,-1.74407,19.987
26.0375,20.0996,-1.43527,19.9869
26.05,20.0611,-1.12516,19.9869
26.0625,20.0319,-0.81404,19.9869
26.075,20.0121,-0.502179,19.9869
26.0875,20.0017,-0.189864,19.9869
26.1,20.0007,0.122622,19.9869
26.1125,20.0091,0.434997,19.9869
26.125,20.0269,0.746978,19.9869
26.1375,20.0541,1.05828,19.9868
26.15,20.0906,1.36863,19.9868
26.1625,20.1365,1.67773,19.9868
26.175,20.1916,1.98532,19.9868
26.1875,20.256,2.2911,19.9868
26.2,20.3295,2.59482,19.9868
26.2125,20.4122,2.89618,19.9868
26.225,20.5039,3.19491,19.9868
26.2375,20.6045,3.49076,19.9867
26.25,20.714,3.78344,19.9867
26.2625,20.8322,4.07269,19.9867
26.275,20.9591,4.35825,19.9867
26.2875,21.0946,4.63987,19.9867
26.3,21.2384,4.91728,19.9867
26.3125,21.3905,5.19024,19.9867
26.325,21.5508,5.4585,19.9867
26.3375,21.7191,5.72181,19.9866
26.35,21.8952,5.97994,19.9866
26.3625,22.079,6.23265,19.9866
26.375,22.2703,6.47972,19.9866
26.3875,22.469,6.72091,19.9866
26.4,22.6749,6.95602,19.9866
26.4125,22.8877,7.18483,19.9866
26.425,23.1073,7.40713,19.9866
26.4375,23.3335,7.62272,19.9865
26.45,23.5661,7.8314,19.9865
26.4625,23.8049,8.033,19.9865
26.475,24.0496,8.22731,19.9865
26.4875,24.3001,8.41417,19.9865
26.5,24.556,8.59341,19.9865
26.5125,24.8173,8.76487,19.9865
26.525,25.0836,8.92839,19.9864
26.5375,25.3547,9.08381,19.9864
26.55,25.6303,9.23102,19.9864
26.5625,25.9103,9.36985,19.9864
26.575,26.1943,9.50021,19.9864
26.5875,26.4821,9.62195,19.9864
26.6,26.7734,9.73498,19.9864
26.6125,27.068,9.83919,19.9864
26.625,27.3656,9.93449,19.9863
