t,x,y,z
8.95,39.7711,4.43459,19.9985
8.9625,39.9003,4.15006,19.9985
8.975,40.0209,3.86177,19.9984
8.9875,40.1327,3.56999,19.9984
9,40.2358,3.27497,19.9984
9.0125,40.3299,2.97698,19.9984
9.025,40.4149,2.6763,19.9984
9.0375,40.4909,2.37319,19.9984
9.05,40.5578,2.06794,19.9984
9.0625,40.6154,1.76081,19.9984
9.075,40.6638,1.45208,19.9984
9.0875,40.7028,1.14204,19.9984
9.1,40.7325,0.83097,19.9984
9.1125,40.7528,0.519143,19.9984
9.125,40.7638,0.206846,19.9984
9.1375,40.7653,-0.105639,19.9984
9.15,40.7574,-0.418028,19.9984
9.1625,40.7401,-0.730039,19.9984
9.175,40.7135,-1.04139,19.9984
9.1875,40.6775,-1.35179,19.9984
9.2,40.6321,-1.66098,19.9984
9.2125,40.5775,-1.96865,19.9984
9.225,40.5136,-2.27455,19.9984
9.2375,40.4406,-2.57838,19.9984
9.25,40.3585,-2.87988,19.9984
9.2625,40.2673,-3.17877,19.9983
9.275,40.1672,-3.47478,19.9983
9.2875,40.0582,-3.76765,19.9983
9.3,39.9404,-4.0571,19.9983
9.3125,39.814,-4.34288,19.9983
9.325,39.679,-4.62472,19.9983
9.3375,39.5356,-4.90237,19.9983
9.35,39.384,-5.17559,19.9983
9.3625,39.2242,-5.44411,19.9983
9.375,39.0563,-5.70771,19.9983
9.3875,38.8806,-5.96613,19.9983
9.4,38.6973,-6.21915,19.9983
9.4125,38.5063,-6.46654,19.9983
9.425,38.3081,-6.70807,19.9983
9.4375,38.1026,-6.94352,19.9983
9.45,37.8902,-7.17269,19.9983
9.4625,37.6709,-7.39535,19.9983
9.475,37.4451,-7.61132,19.9983
9.4875,37.2128,-7.8204,19.9983
9.5,36.9744,-8.02239,19.9983
9.5125,36.73,-8.21712,19.9983
9.525,36.4799,-8.4044,19.9983
9.5375,36.2242,-8.58407,19.9982
9.55,35.9632,-8.75596,19.9982
9.5625,35.6972,-8.91992,19.9982
9.575,35.4264,-9.07581,19.9982
9.5875,35.151,-9.22347,19.9982
9.6,34.8713,-9.36278,19.9982
9.6125,34.5875,-9.49361,19.9982
9.625,34.2999,-9.61584,19.9982
9.6375,34.0087,-9.72936,19.9982
9.65,33.7143,-9.83406,19.9982
9.6625,33.4169,-9.92986,19.9982
9.675,33.1167,-10.0167,19.9982
9.6875,32.814,-10.0944,19.9982
9.7,32.5092,-10.163,19.9982
9.7125,32.2024,-10.2224,19.9982
9.725,31.8939,-10.2725,19.9982
9.7375,31.5841,-10.3133,19.9982
9.75,31.2732,-10.3448,19.9982
9.7625,30.9615,-10.3669,19.9982
9.775,30.6493,-10.3796,19.9982
9.7875,30.3368,-10.3829,19.9982
9.8,30.0244,-10.3768,19.9982
9.8125,29.7123,-10.3613,19.9981
9.825,29.4008,-10.3365,19.9981
9.8375,29.0902,-10.3022,19.9981
9.85,28.7807,-10.2587,19.9981
9.8625,28.4727,-10.2058,19.9981
9.875,28.1665,-10.1437,19.9981
9.8875,27.8622,-10.0724,19.9981
9.9,27.5603,-9.99199,19.9981
9.9125,27.2609,-9.90253,19.9981
9.925,26.9643,-9.80409,19.9981
9.9375,26.6708,-9.69678,19.9981
9.95,26.3807,-9.58068,19.9981
9.9625,26.0942,-9.4559,19.9981
9.975,25.8116,-9.32256,19.9981
9.9875,25.5331,-9.18077,19.9981
10,25.259,-9.03067,19.9981
10.0125,24.9896,-8.87238,19.9981
10.025,24.7251,-8.70607,19.9981
10.0375,24.4656,-8.53186,19.9981
10.05,24.2116,-8.34993,19.9981
10.0625,23.9631,-8.16043,19.998
10.075,23.7204,-7.96354,19.998
10.0875,23.4838,-7.75944,19.998
10.1,23.2534,-7.54832,19.998
10.1125,23.0295,-7.33035,19.998
10.125,22.8122,-7.10574,19.998
10.1375,22.6018,-6.8747,19.998
10.15,22.3985,-6.63743,19.998
10.1625,22.2024,-6.39415,19.998
10.175,22.0137,-6.14508,19.998
10.1875,21.8325,-5.89044,19.998
10.2,21.6591,-5.63047,19.998
10.2125,21.4937,-5.36539,19.998
10.225,21.3362,-5.09546,19.998
10.2375,21.187,-4.82091,19.998
10.25,21.0461,-4.54199,19.998
10.2625,20.9136,-4.25896,19.998
10.275,20.7898,-3.97208,19.998
10.2875,20.6746,-3.68159,19.998
10.3,20.5682,-3.38777,19.998
10.3125,20.4707,-3.09088,19.998
10.325,20.3822,-2.79119,19.9979
10.3375,20.3027,-2.48898,19.9979
10.35,20.2324,-2.18451,19.9979
10.3625,20.1712,-1.87806,19.9979
10.375,20.1194,-1.56991,19.9979
10.3875,20.0768,-1.26034,19.9979
10.4,20.0435,-0.949622,19.9979
10.4125,20.0196,-0.638048,19.9979
10.425,20.0051,-0.325896,19.9979
10.4375,20,-0.01345,19.9979
10.45,20.0043,0.299009,19.9979
10.4625,20.018,0.611196,19.9979
10.475,20.0411,0.92283,19.9979
10.4875,20.0736,1.23363,19.9979
10.5,20.1154,1.54331,19.9979
10.5125,20.1665,1.85159,19.9979
10.525,20.2268,2.1582,19.9979
10.5375,20.2964,2.46285,19.9979
10.55,20.375,2.76527,19.9979
10.5625,20.4628,3.06518,19.9979
10.575,20.5595,3.36232,19.9978
10.5875,20.6652,3.65641,19.9978
10.6,20.7796,3.94719,19.9978
10.6125,20.9027,4.23439,19.9978
10.625,21.0345,4.51776,19.9978
10.6375,21.1747,4.79704,19.9978
10.65,21.3232,5.07197,19.9978
10.6625,21.4799,5.34231,19.9978
10.675,21.6447,5.60781,19.9978
10.6875,21.8174,5.86822,19.9978
10.7,21.9979,6.12333,19.9978
10.7125,22.186,6.37288,19.9978
10.725,22.3815,6.61667,19.9978
10.7375,22.5842,6.85446,19.9978
10.75,22.794,7.08604,19.9978
10.7625,23.0107,7.3112,19.9978
10.775,23.2341,7.52974,19.9978
10.7875,23.4639,7.74146,19.9978
10.8,23.7,7.94617,19.9978
10.8125,23.9422,8.14368,19.9977
10.825,24.1902,8.33381,19.9977
10.8375,24.4438,8.51639,19.9977
10.85,24.7027,8.69126,19.9977
10.8625,24.9669,8.85826,19.9977
10.875,25.2359,9.01723,19.9977
10.8875,25.5096,9.16804,19.9977
10.9,25.7877,9.31054,19.9977
10.9125,26.0699,9.44461,19.9977
10.925,26.3561,9.57012,19.9977
10.9375,26.6459,9.68696,19.9977
10.95,26.9391,9.79503,19.9977
10.9625,27.2355,9.89423,19.9977
10.975,27.5346,9.98446,19.9977
10.9875,27.8364,10.0657,19.9977
11,28.1405,10.1377,19.9977
11.0125,28.4466,10.2006,19.9977
11.025,28.7544,10.2543,19.9977
11.0375,29.0637,10.2986,19.9977
11.05,29.3743,10.3337,19.9976
11.0625,29.6857,10.3593,19.9976
11.075,29.9977,10.3756,19.9976
11.0875,30.3102,10.3825,19.9976
11.1,30.6226,10.38,19.9976
11.1125,30.9349,10.3681,19.9976
11.125,31.2467,10.3468,19.9976
11.1375,31.5576,10.3161,19.9976
11.15,31.8676,10.2761,19.9976
11.1625,32.1761,10.2267,19.9976
11.175,32.4831,10.1682,19.9976
11.1875,32.7881,10.1003,19.9976
11.2,33.091,10.0234,19.9976
11.2125,33.3914,9.93736,19.9976
11.225,33.6891,9.84232,19.9976
11.2375,33.9838,9.73837,19.9976
11.25,34.2752,9.6256,19.9976
11.2625,34.5631,9.50411,19.9976
11.275,34.8472,9.37401,19.9976
11.2875,35.1273,9.23542,19.9975
11.3,35.4031,9.08847,19.9975
11.3125,35.6743,8.93328,19.9975
11.325,35.9407,8.77,19.9975
11.3375,36.2021,8.59878,19.9975
11.35,36.4583,8.41976,19.9975
11.3625,36.7089,8.23312,19.9975
11.375,36.9538,8.03903,19.9975
11.3875,37.1927,7.83765,19.9975
11.4,37.4255,7.62917,19.9975
11.4125,37.6519,7.41378,19.9975
11.425,37.8717,7.19168,19.9975
11.4375,38.0848,6.96306,19.9975
11.45,38.2908,6.72813,19.9975
11.4625,38.4897,6.48711,19.9975
11.475,38.6813,6.24021,19.9975
11.4875,38.8653,5.98766,19.9975
11.5,39.0417,5.72969,19.9975
11.5125,39.2102,5.46653,19.9974
11.525,39.3707,5.19841,19.9974
11.5375,39.523,4.92559,19.9974
11.55,39.6671,4.64831,19.9974
11.5625,39.8028,4.36681,19.9974
11.575,39.93,4.08136,19.9974
11.5875,40.0485,3.79221,19.9974
11.6,40.1582,3.49963,19.9974
11.6125,40.2591,3.20387,19.9974
11.625,40.351,2.90522,19.9974
11.6375,40.434,2.60393,19.9974
11.65,40.5078,2.30029,19.9974
11.6625,40.5724,1.99456,19.9974
11.675,40.6278,1.68702,19.9974
11.6875,40.674,1.37796,19.9974
11.7,40.7108,1.06764,19.9974
11.7125,40.7382,0.756363,19.9974
11.725,40.7563,0.444398,19.9974
11.7375,40.765,0.13203,19.9973
11.75,40.7643,-0.180458,19.9973
11.7625,40.7541,-0.492782,19.9973
11.775,40.7346,-0.80466,19.9973
11.7875,40.7057,-1.11581,19.9973
11.8,40.6675,-1.42595,19.9973
11.8125,40.6199,-1.7348,19.9973
11.825,40.5631,-2.04207,19.9973
11.8375,40.497,-2.3475,19.9973
11.85,40.4218,-2.6508,19.9973
11.8625,40.3375,-2.9517,19.9973
11.875,40.2441,-3.24992,19.9973
11.8875,40.1419,-3.54521,19.9973
11.9,40.0308,-3.83728,19.9973
11.9125,39.9109,-4.12587,19.9973
11.925,39.7825,-4.41073,19.9973
11.9375,39.6455,-4.69159,19.9973
11.95,39.5001,-4.96821,19.9972
11.9625,39.3465,-5.24032,19.9972
11.975,39.1847,-5.50769,19.9972
11.9875,39.015,-5.77007,19.9972
12,38.8374,-6.02722,19.9972
12.0125,38.6522,-6.27891,19.9972
12.025,38.4595,-6.52492,19.9972
12.0375,38.2595,-6.76501,19.9972
12.05,38.0524,-6.99898,19.9972
12.0625,37.8383,-7.22661,19.9972
12.075,37.6175,-7.44769,19.9972
12.0875,37.3901,-7.66203,19.9972
12.1,37.1563,-7.86943,19.9972
12.1125,36.9165,-8.0697,19.9972
12.125,36.6707,-8.26266,19.9972
12.1375,36.4192,-8.44813,19.9972
12.15,36.1622,-8.62595,19.9972
12.1625,35.9,-8.79596,19.9972
12.175,35.6328,-8.95801,19.9971
12.1875,35.3609,-9.11194,19.9971
12.2,35.0844,-9.25761,19.9971
12.2125,34.8037,-9.3949,19.9971
12.225,34.519,-9.52368,19.9971
12.2375,34.2305,-9.64383,19.9971
12.25,33.9386,-9.75525,19.9971
12.2625,33.6434,-9.85784,19.9971
12.275,33.3453,-9.95149,19.9971
12.2875,33.0445,-10.0361,19.9971
12.3,32.7412,-10.1117,19.9971
12.3125,32.4359,-10.1781,19.9971
12.325,32.1287,-10.2352,19.9971
12.3375,31.8199,-10.2831,19.9971
12.35,31.5098,-10.3217,19.9971
12.3625,31.1987,-10.351,19.9971
12.375,30.8868,-10.3708,19.9971
12.3875,30.5745,-10.3813,19.997
12.4,30.262,-10.3824,19.997
12.4125,29.9496,-10.374,19.997
12.425,29.6377,-10.3563,19.997
12.4375,29.3263,-10.3292,19.997
12.45,29.016,-10.2927,19.997
12.4625,28.7069,-10.2469,19.997
12.475,28.3993,-10.1918,19.997
12.4875,28.0935,-10.1275,19.997
12.5,27.7898,-10.054,19.997
12.5125,27.4884,-9.97143,19.997
12.525,27.1896,-9.87981,19.997
12.5375,26.8938,-9.77924,19.997
12.55,26.6011,-9.66982,19.997
12.5625,26.3118,-9.55163,19.997
12.575,26.0262,-9.42479,19.997
12.5875,25.7445,-9.28942,19.9969
12.6,25.4671,-9.14563,19.9969
12.6125,25.1941,-8.99355,19.9969
12.625,24.9258,-8.83333,19.9969
12.6375,24.6625,-8.66511,19.9969
12.65,24.4043,-8.48905,19.9969
12.6625,24.1516,-8.30529,19.9969
12.675,23.9045,-8.11401,19.9969
12.6875,23.6632,-7.91538,19.9969
12.7,23.4281,-7.70958,19.9969
12.7125,23.1992,-7.49679,19.9969
12.725,22.9769,-7.27722,19.9969
12.7375,22.7613,-7.05106,19.9969
12.75,22.5525,-6.8185,19.9969
12.7625,22.3509,-6.57978,19.9969
12.775,22.1565,-6.33509,19.9969
12.7875,21.9696,-6.08466,19.9969
12.8,21.7903,-5.82873,19.9968
12.8125,21.6188,-5.56751,19.9968
12.825,21.4552,-5.30125,19.9968
12.8375,21.2998,-5.03019,19.9968
12.85,21.1525,-4.75457,19.9968
12.8625,21.0136,-4.47465,19.9968
12.875,20.8832,-4.19067,19.9968
12.8875,20.7614,-3.9029,19.9968
12.9,20.6483,-3.61159,19.9968
12.9125,20.544,-3.31701,19.9968
12.925,20.4487,-3.01943,19.9968
12.9375,20.3623,-2.71911,19.9968
12.95,20.285,-2.41633,19.9968
12.9625,20.2169,-2.11136,19.9968
12.975,20.158,-1.80448,19.9968
12.9875,20.1083,-1.49596,19.9968
13,20.068,-1.18609,19.9967
13.0125,20.0369,-0.875148,19.9967
13.025,20.0153,-0.563411,19.9967
13.0375,20.003,-0.251163,19.9967
13.05,20.0002,0.0613122,19.9967
13.0625,20.0067,0.373732,19.9967
13.075,20.0227,0.685813,19.9967
13.0875,20.048,0.997272,19.9967
13.1,20.0827,1.30783,19.9967
13.1125,20.1267,1.6172,19.9967
13.125,20.1801,1.92511,19.9967
13.1375,20.2426,2.23127,19.9967
13.15,20.3144,2.53541,19.9967
13.1625,20.3952,2.83725,19.9967
13.175,20.4851,3.13653,19.9967
13.1875,20.584,3.43296,19.9967
13.2,20.6918,3.72628,19.9966
13.2125,20.8083,4.01623,19.9966
13.225,20.9335,4.30254,19.9966
13.2375,21.0672,4.58496,19.9966
13.25,21.2094,4.86321,19.9966
13.2625,21.36,5.13707,19.9966
13.275,21.5186,5.40627,19.9966
13.2875,21.6853,5.67057,19.9966
13.3,21.8599,5.92974,19.9966
13.3125,22.0422,6.18354,19.9966
13.325,22.2321,6.43173,19.9966
13.3375,22.4294,6.6741,19.9966
13.35,22.6338,6.91042,19.9966
13.3625,22.8453,7.14049,19.9966
13.375,23.0636,7.36408,19.9966
13.3875,23.2885,7.58101,19.9965
13.4,23.5199,7.79107,19.9965
13.4125,23.7574,7.99407,19.9965
13.425,24.001,8.18983,19.9965
13.4375,24.2503,8.37817,19.9965
13.45,24.5053,8.55892,19.9965
13.4625,24.7655,8.73192,19.9965
13.475,25.0308,8.89701,19.9965
13.4875,25.301,9.05404,19.9965
13.5,25.5757,9.20287,19.9965
13.5125,25.8549,9.34337,19.9965
13.525,26.1381,9.4754,19.9965
13.5375,26.4252,9.59885,19.9965
13.55,26.7158,9.7136,19.9965
13.5625,27.0098,9.81955,19.9965
13.575,27.3068,9.91661,19.9965
13.5875,27.6066,10.0047,19.9964
13.6,27.909,10.0837,19.9964
13.6125,28.2136,10.1536,19.9964
13.625,28.5201,10.2143,19.9964
13.6375,28.8283,10.2657,19.9964
13.65,29.138,10.3078,19.9964
13.6625,29.4487,10.3406,19.9964
13.675,29.7603,10.3641,19.9964
13.6875,30.0725,10.3781,19.9964
13.7,30.385,10.3827,19.9964
13.7125,30.6974,10.378,19.9964
13.725,31.0096,10.3638,19.9964
13.7375,31.3212,10.3403,19.9964
13.75,31.6319,10.3073,19.9964
13.7625,31.9415,10.2651,19.9964
13.775,32.2497,10.2135,19.9963
13.7875,32.5563,10.1527,19.9963
13.8,32.8608,10.0827,19.9963
13.8125,33.1631,10.0036,19.9963
13.825,33.4629,9.9154,19.9963
13.8375,33.7599,9.81822,19.9963
13.85,34.0538,9.71215,19.9963
13.8625,34.3444,9.59728,19.9963
13.875,34.6315,9.47372,19.9963
13.8875,34.9146,9.34158,19.9963
13.9,35.1937,9.20098,19.9963
13.9125,35.4684,9.05204,19.9963
13.925,35.7385,8.8949,19.9963
13.9375,36.0038,8.7297,19.9963
13.95,36.2639,8.5566,19.9963
13.9625,36.5188,8.37575,19.9962
13.975,36.768,8.18731,19.9962
13.9875,37.0115,7.99145,19.9962
14,37.249,7.78836,19.9962
14.0125,37.4803,7.57821,19.9962
14.025,37.7051,7.36119,19.9962
14.0375,37.9234,7.13751,19.9962
14.05,38.1347,6.90736,19.9962
14.0625,38.3391,6.67096,19.9962
14.075,38.5362,6.42851,19.9962
14.0875,38.726,6.18024,19.9962
14.1,38.9082,5.92637,19.9962
14.1125,39.0827,5.66714,19.9962
14.125,39.2493,5.40277,19.9962
14.1375,39.4079,5.1335,19.9962
14.15,39.5583,4.85959,19.9961
14.1625,39.7004,4.58127,19.9961
14.175,39.834,4.29881,19.9961
14.1875,39.9591,4.01245,19.9961
14.2,40.0755,3.72246,19.9961
14.2125,40.1832,3.42909,19.9961
14.225,40.2819,3.13262,19.9961
14.2375,40.3717,2.83331,19.9961
14.25,40.4525,2.53143,19.9961
14.2625,40.5241,2.22726,19.9961
14.275,40.5865,1.92107,19.9961
14.2875,40.6397,1.61315,19.9961
14.3,40.6836,1.30376,19.9961
14.3125,40.7182,0.993187,19.9961
14.325,40.7434,0.681717,19.996
14.3375,40.7592,0.369629,19.996
14.35,40.7657,0.0572071,19.996
14.3625,40.7627,-0.255267,19.996
14.375,40.7503,-0.567511,19.996
14.3875,40.7285,-0.87924,19.996
14.4,40.6974,-1.19017,19.996
14.4125,40.6569,-1.50003,19.996
14.425,40.6071,-1.80852,19.996
14.4375,40.5481,-2.11538,19.996
14.45,40.4798,-2.42033,19.996
14.4625,40.4024,-2.72308,19.996
14.475,40.3159,-3.02336,19.996
14.4875,40.2205,-3.32091,19.996
14.5,40.1161,-3.61544,19.996
14.5125,40.0029,-3.90671,19.9959
14.525,39.881,-4.19443,19.9959
14.5375,39.7504,-4.47836,19.9959
14.55,39.6114,-4.75823,19.9959
14.5625,39.4641,-5.03379,19.9959
14.575,39.3085,-5.30479,19.9959
14.5875,39.1448,-5.57098,19.9959
14.6,38.9732,-5.83213,19.9959
14.6125,38.7938,-6.088,19.9959
14.625,38.6068,-6.33835,19.9959
14.6375,38.4123,-6.58296,19.9959
14.65,38.2106,-6.82161,19.9959
14.6625,38.0018,-7.05408,19.9959
14.675,37.7861,-7.28016,19.9959
14.6875,37.5636,-7.49965,19.9958
14.7,37.3347,-7.71234,19.9958
14.7125,37.0995,-7.91805,19.9958
14.725,36.8582,-8.11658,19.9958
14.7375,36.611,-8.30777,19.9958
14.75,36.3582,-8.49143,19.9958
14.7625,36.0999,-8.66739,19.9958
14.775,35.8365,-8.83551,19.9958
14.7875,35.5682,-8.99562,19.9958
14.8,35.2951,-9.14759,19.9958
14.8125,35.0176,-9.29127,19.9958
14.825,34.7359,-9.42653,19.9958
14.8375,34.4503,-9.55326,19.9958
14.85,34.161,-9.67133,19.9958
14.8625,33.8682,-9.78065,19.9957
14.875,33.5723,-9.8811,19.9957
14.8875,33.2735,-9.9726,19.9957
14.9,32.9721,-10.0551,19.9957
14.9125,32.6683,-10.1284,19.9957
14.925,32.3625,-10.1926,19.9957
14.9375,32.0549,-10.2476,19.9957
14.95,31.7458,-10.2933,19.9957
14.9625,31.4354,-10.3296,19.9957
14.975,31.1241,-10.3566,19.9957
14.9875,30.8121,-10.3742,19.9957
15,30.4997,-10.3824,19.9957
15.0125,30.1872,-10.3812,19.9957
15.025,29.8749,-10.3707,19.9957
15.0375,29.5631,-10.3507,19.9956
15.05,29.252,-10.3213,19.9956
15.0625,28.9419,-10.2826,19.9956
15.075,28.6331,-10.2346,19.9956
15.0875,28.3259,-10.1773,19.9956
15.1,28.0206,-10.1108,19.9956
15.1125,27.7174,-10.0351,19.9956
15.125,27.4166,-9.95036,19.9956
15.1375,27.1185,-9.85659,19.9956
15.15,26.8234,-9.75389,19.9956
15.1625,26.5315,-9.64235,19.9956
15.175,26.2431,-9.52209,19.9956
15.1875,25.9584,-9.39319,19.9956
15.2,25.6778,-9.25579,19.9955
15.2125,25.4014,-9.11001,19.9955
15.225,25.1295,-8.95597,19.9955
15.2375,24.8623,-8.79383,19.9955
15.25,24.6002,-8.62371,19.9955
15.2625,24.3433,-8.44579,19.9955
15.275,24.0919,-8.26022,19.9955
15.2875,23.8462,-8.06716,19.9955
15.3,23.6064,-7.8668,19.9955
15.3125,23.3727,-7.65931,19.9955
15.325,23.1454,-7.44488,19.9955
15.3375,22.9247,-7.22371,19.9955
15.35,22.7107,-6.996,19.9955
15.3625,22.5036,-6.76195,19.9955
15.375,22.3037,-6.52178,19.9954
15.3875,22.1111,-6.2757,19.9954
15.4,21.926,-6.02393,19.9954
15.4125,21.7486,-5.76671,19.9954
15.425,21.5789,-5.50426,19.9954
15.4375,21.4173,-5.23683,19.9954
15.45,21.2638,-4.96466,19.9954
15.4625,21.1185,-4.68799,19.9954
15.475,20.9816,-4.40707,19.9954
15.4875,20.8533,-4.12216,19.9954
15.5,20.7335,-3.83352,19.9954
15.5125,20.6226,-3.54141,19.9954
15.525,20.5204,-3.24608,19.9954
15.5375,20.4272,-2.94782,19.9953
15.55,20.343,-2.64689,19.9953
15.5625,20.2679,-2.34356,19.9953
15.575,20.202,-2.03811,19.9953
15.5875,20.1452,-1.73081,19.9953
15.6,20.0978,-1.42194,19.9953
15.6125,20.0597,-1.11179,19.9953
15.625,20.0309,-0.80063,19.9953
15.6375,20.0115,-0.488744,19.9953
15.65,20.0015,-0.176416,19.9953
15.6625,20.0009,0.136071,19.9953
15.675,20.0097,0.448435,19.9953
15.6875,20.0279,0.760393,19.9953
15.7,20.0555,1.07166,19.9953
15.7125,20.0924,1.38196,19.9952
15.725,20.1387,1.69101,19.9952
15.7375,20.1942,1.99852,19.9952
15.75,20.259,2.30422,19.9952
15.7625,20.3329,2.60784,19.9952
15.775,20.4159,2.90909,19.9952
15.7875,20.508,3.20771,19.9952
15.8,20.609,3.50343,19.9952
15.8125,20.7189,3.79597,19.9952
15.825,20.8375,4.08507,19.9952
15.8375,20.9647,4.37047,19.9952
15.85,21.1005,4.65191,19.9952
15.8625,21.2447,4.92914,19.9952
15.875,21.3972,5.2019,19.9951
15.8875,21.5578,5.46995,19.9951
15.9,21.7264,5.73305,19.9951
15.9125,21.9029,5.99095,19.9951
15.925,22.087,6.24343,19.9951
15.9375,22.2787,6.49025,19.9951
15.95,22.4776,6.73119,19.9951
15.9625,22.6838,6.96603,19.9951
15.975,22.8969,7.19457,19.9951
15.9875,23.1168,7.41659,19.9951
16,23.3433,7.63189,19.9951
16.0125,23.5762,7.84027,19.9951
16.025,23.8152,8.04156,19.9951
16.0375,24.0602,8.23556,19.995
16.05,24.3109,8.4221,19.995
16.0625,24.5671,8.60101,19.995
16.075,24.8285,8.77213,19.995
16.0875,25.095,8.9353,19.995
16.1,25.3663,9.09039,19.995
16.1125,25.6422,9.23723,19.995
16.125,25.9223,9.37571,19.995
16.1375,26.2065,9.5057,19.995
16.15,26.4944,9.62708,19.995
16.1625,26.7859,9.73973,19.995
16.175,27.0806,9.84357,19.995
16.1875,27.3783,9.93848,19.995
16.2,27.6788,10.0244,19.9949
16.2125,27.9817,10.1012,19.9949
16.225,28.2868,10.1689,19.9949
16.2375,28.5937,10.2274,19.9949
16.25,28.9023,10.2766,19.9949
16.2625,29.2122,10.3165,19.9949
16.275,29.5232,10.3471,19.9949
16.2875,29.835,10.3682,19.9949
16.3,30.1473,10.38,19.9949
16.3125,30.4597,10.3824,19.9949
16.325,30.7722,10.3754,19.9949
16.3375,31.0842,10.359,19.9949
16.35,31.3956,10.3332,19.9949
16.3625,31.7061,10.298,19.9948
16.375,32.0154,10.2536,19.9948
16.3875,32.3233,10.1998,19.9948
16.4,32.6293,10.1368,19.9948
16.4125,32.9334,10.0646,19.9948
16.425,33.2351,9.98328,19.9948
16.4375,33.5342,9.89292,19.9948
16.45,33.8305,9.79361,19.9948
16.4625,34.1237,9.68542,19.9948
16.475,34.4135,9.56847,19.9948
16.4875,34.6996,9.44284,19.9948
16.5,34.9818,9.30866,19.9948
16.5125,35.2599,9.16605,19.9947
16.525,35.5335,9.01514,19.9947
16.5375,35.8025,8.85606,19.9947
16.55,36.0665,8.68896,19.9947
16.5625,36.3254,8.51398,19.9947
16.575,36.5789,8.3313,19.9947
16.5875,36.8269,8.14107,19.9947
16.6,37.0689,7.94346,19.9947
16.6125,37.305,7.73866,19.9947
16.625,37.5347,7.52685,19.9947
16.6375,37.758,7.30822,19.9947
16.65,37.9746,7.08298,19.9947
16.6625,38.1843,6.85131,19.9947
16.675,38.3869,6.61344,19.9946
16.6875,38.5823,6.36958,19.9946
16.7,38.7703,6.11995,19.9946
16.7125,38.9507,5.86478,19.9946
16.725,39.1233,5.60429,19.9946
16.7375,39.288,5.33873,19.9946
16.75,39.4446,5.06833,19.9946
16.7625,39.5931,4.79334,19.9946
16.775,39.7331,4.51401,19.9946
16.7875,39.8647,4.23058,19.9946
16.8,39.9878,3.94333,19.9946
16.8125,40.1021,3.65251,19.9946
16.825,40.2076,3.35837,19.9945
16.8375,40.3042,3.0612,19.9945
16.85,40.3919,2.76125,19.9945
16.8625,40.4704,2.4588,19.9945
16.875,40.5399,2.15412,19.9945
16.8875,40.6001,1.84749,19.9945
16.9,40.6511,1.53919,19.9945
16.9125,40.6927,1.22949,19.9945
16.925,40.7251,0.918679,19.9945
16.9375,40.748,0.607035,19.9945
16.95,40.7616,0.294842,19.9945
16.9625,40.7658,-0.0176186,19.9945
16.975,40.7606,-0.330063,19.9944
16.9875,40.7459,-0.642209,19.9944
17,40.7219,-0.953774,19.9944
17.0125,40.6886,-1.26447,19.9944
17.025,40.6458,-1.57403,19.9944
17.0375,40.5938,-1.88216,19.9944
17.05,40.5326,-2.18859,19.9944
17.0625,40.4621,-2.49303,19.9944
17.075,40.3825,-2.79521,19.9944
17.0875,40.2939,-3.09487,19.9944
17.1,40.1963,-3.39172,19.9944
17.1125,40.0898,-3.6855,19.9944
17.125,39.9745,-3.97594,19.9944
17.1375,39.8505,-4.26278,19.9943
17.15,39.7179,-4.54575,19.9943
17.1625,39.5769,-4.82461,19.9943
17.175,39.4276,-5.0991,19.9943
17.1875,39.27,-5.36898,19.9943
17.2,39.1045,-5.63399,19.9943
17.2125,38.931,-5.89389,19.9943
17.225,38.7497,-6.14846,19.9943
17.2375,38.5609,-6.39746,19.9943
17.25,38.3647,-6.64066,19.9943
17.2625,38.1613,-6.87785,19.9943
17.275,37.9508,-7.10881,19.9943
17.2875,37.7334,-7.33333,19.9942
17.3,37.5094,-7.55121,19.9942
17.3125,37.279,-7.76225,19.9942
17.325,37.0423,-7.96626,19.9942
17.3375,36.7995,-8.16305,19.9942
17.35,36.551,-8.35245,19.9942
17.3625,36.2968,-8.53428,19.9942
17.375,36.0373,-8.70838,19.9942
17.3875,35.7727,-8.8746,19.9942
17.4,35.5032,-9.03277,19.9942
17.4125,35.2291,-9.18277,19.9942
17.425,34.9506,-9.32445,19.9942
17.4375,34.6679,-9.45768,19.9941
17.45,34.3814,-9.58234,19.9941
17.4625,34.0912,-9.69833,19.9941
17.475,33.7977,-9.80553,19.9941
17.4875,33.501,-9.90385,19.9941
17.5,33.2016,-9.9932,19.9941
17.5125,32.8996,-10.0735,19.9941
17.525,32.5953,-10.1447,19.9941
17.5375,32.2891,-10.2067,19.9941
17.55,31.981,-10.2594,19.9941
17.5625,31.6716,-10.3028,19.9941
17.575,31.361,-10.337,19.9941
17.5875,31.0495,-10.3617,19.994
17.6,30.7374,-10.3771,19.994
17.6125,30.4249,-10.383,19.994
17.625,30.1125,-10.3796,19.994
17.6375,29.8002,-10.3668,19.994
17.65,29.4885,-10.3445,19.994
17.6625,29.1776,-10.3129,19.994
17.675,28.8679,-10.272,19.994
17.6875,28.5594,-10.2217,19.994
17.7,28.2527,-10.1622,19.994
17.7125,27.9478,-10.0935,19.994
17.725,27.6452,-10.0157,19.9939
17.7375,27.345,-9.92876,19.9939
17.75,27.0476,-9.83285,19.9939
17.7625,26.7532,-9.72803,19.9939
17.775,26.4621,-9.61439,19.9939
