t,x1,y1,z1,x2,y2,z2
24.9125,35.5922,-0.23971,271.502,62.2336,17.4131,-126.734
24.925,35.4839,-0.530515,271.658,62.0947,16.9299,-126.828
24.9375,35.3669,-0.81793,271.815,61.9412,16.4512,-126.922
24.95,35.2414,-1.10169,271.971,61.7734,15.9773,-127.015
24.9625,35.1073,-1.38155,272.127,61.5914,15.5086,-127.109
24.975,34.9649,-1.65725,272.283,61.3955,15.0456,-127.203
24.9875,34.8142,-1.92854,272.44,61.1856,14.5888,-127.296
25,34.6555,-2.19517,272.596,60.9621,14.1384,-127.39
25.0125,34.4888,-2.4569,272.752,60.7252,13.695,-127.484
25.025,34.3143,-2.7135,272.909,60.475,13.259,-127.577
25.0375,34.1322,-2.96473,273.065,60.2118,12.8306,-127.671
25.05,33.9426,-3.21036,273.221,59.9359,12.4104,-127.765
25.0625,33.7456,-3.45018,273.378,59.6474,11.9986,-127.858
25.075,33.5416,-3.68397,273.534,59.3466,11.5958,-127.952
25.0875,33.3306,-3.9115,273.69,59.0339,11.2021,-128.046
25.1,33.1128,-4.13259,273.846,58.7095,10.8181,-128.139
25.1125,32.8885,-4.34702,274.003,58.3737,10.444,-128.233
25.125,32.6579,-4.55461,274.159,58.0267,10.0801,-128.327
25.1375,32.4211,-4.75516,274.315,57.669,9.72691,-128.421
25.15,32.1784,-4.9485,274.472,57.3008,9.3846,-128.514
25.1625,31.9299,-5.13444,274.628,56.9224,9.05353,-128.608
25.175,31.676,-5.31282,274.784,56.5343,8.734,-128.702
25.1875,31.4169,-5.48348,274.941,56.1367,8.42629,-128.795
25.2,31.1527,-5.64627,275.097,55.7301,8.13068,-128.889
25.2125,30.8837,-5.80103,275.253,55.3147,7.84745,-128.983
25.225,30.6102,-5.94763,275.41,54.891,7.57684,-129.077
25.2375,30.3324,-6.08593,275.566,54.4594,7.31911,-129.17
25.25,30.0506,-6.21581,275.722,54.0202,7.07448,-129.264
25.2625,29.765,-6.33714,275.879,53.5738,6.84318,-129.358
25.275,29.4759,-6.44983,276.035,53.1207,6.62542,-129.452
25.2875,29.1835,-6.55377,276.191,52.6612,6.42139,-129.545
25.3,28.8881,-6.64886,276.348,52.1958,6.23129,-129.639
25.3125,28.59,-6.73502,276.504,51.7249,6.05527,-129.733
25.325,28.2894,-6.81217,276.661,51.2489,5.89351,-129.827
25.3375,27.9867,-6.88024,276.817,50.7682,5.74614,-129.92
25.35,27.682,-6.93917,276.973,50.2834,5.6133,-130.014
25.3625,27.3757,-6.9889,277.13,49.7947,5.49512,-130.108
25.375,27.068,-7.0294,277.286,49.3027,5.39169,-130.202
25.3875,26.7593,-7.06061,277.442,48.8079,5.30312,-130.295
25.4,26.4497,-7.08252,277.599,48.3105,5.22948,-130.389
25.4125,26.1397,-7.09511,277.755,47.8112,5.17083,-130.483
25.425,25.8294,-7.09836,277.912,47.3104,5.12724,-130.577
25.4375,25.5191,-7.09227,278.068,46.8085,5.09874,-130.671
25.45,25.2092,-7.07685,278.224,46.3059,5.08536,-130.764
25.4625,24.8999,-7.05211,278.381,45.8032,5.08711,-130.858
25.475,24.5914,-7.01807,278.537,45.3007,5.10399,-130.952
25.4875,24.2841,-6.97476,278.694,44.799,5.13598,-131.046
25.5,23.9783,-6.92223,278.85,44.2985,5.18305,-131.14
25.5125,23.6742,-6.86052,279.006,43.7996,5.24516,-131.233
25.525,23.3721,-6.78968,279.163,43.3028,5.32226,-131.327
25.5375,23.0722,-6.70978,279.319,42.8086,5.41427,-131.421
25.55,22.7749,-6.6209,279.476,42.3173,5.52112,-131.515
25.5625,22.4804,-6.52311,279.632,41.8295,5.6427,-131.609
25.575,22.189,-6.4165,279.789,41.3456,5.7789,-131.702
25.5875,21.9009,-6.30117,279.945,40.866,5.92961,-131.796
25.6,21.6164,-6.17723,280.101,40.3911,6.09468,-131.89
25.6125,21.3358,-6.04477,280.258,39.9215,6.27397,-131.984
25.625,21.0592,-5.90394,280.414,39.4574,6.46731,-132.078
25.6375,20.7871,-5.75484,280.571,38.9994,6.67452,-132.172
25.65,20.5195,-5.59763,280.727,38.5478,6.89543,-132.265
25.6625,20.2568,-5.43243,280.884,38.103,7.12983,-132.359
25.675,19.9992,-5.2594,281.04,37.6655,7.3775,-132.453
25.6875,19.747,-5.0787,281.197,37.2357,7.63823,-132.547
25.7,19.5002,-4.89049,281.353,36.8139,7.91177,-132.641
25.7125,19.2593,-4.69494,281.51,36.4005,8.19789,-132.735
25.725,19.0243,-4.49223,281.666,35.9959,8.49631,-132.829
25.7375,18.7956,-4.28254,281.822,35.6005,8.80677,-132.922
25.75,18.5732,-4.06606,281.979,35.2146,9.129,-133.016
25.7625,18.3575,-3.84299,282.135,34.8386,9.46269,-133.11
25.775,18.1486,-3.61353,282.292,34.4728,9.80754,-133.204
25.7875,17.9467,-3.37788,282.448,34.1175,10.1632,-133.298
25.8,17.752,-3.13627,282.605,33.7731,10.5295,-133.392
25.8125,17.5646,-2.8889,282.761,33.4399,10.9059,-133.486
25.825,17.3848,-2.63601,282.918,33.1182,11.2922,-133.58
25.8375,17.2126,-2.37782,283.074,32.8082,11.688,-133.673
25.85,17.0483,-2.11457,283.231,32.5103,12.093,-133.767
25.8625,16.892,-1.84649,283.387,32.2247,12.5067,-133.861
25.875,16.7438,-1.57383,283.544,31.9517,12.9288,-133.955
25.8875,16.6039,-1.29684,283.7,31.6915,13.359,-134.049
25.9,16.4724,-1.01576,283.857,31.4444,13.7968,-134.143
25.9125,16.3495,-0.73085,284.013,31.2105,14.2418,-134.237
25.925,16.2351,-0.442369,284.17,30.9902,14.6937,-134.331
25.9375,16.1295,-0.150578,284.326,30.7835,15.152,-134.425
25.95,16.0327,0.144259,284.483,30.5908,15.6163,-134.519
25.9625,15.9448,0.441875,284.64,30.4121,16.0862,-134.613
25.975,15.866,0.742,284.796,30.2476,16.5613,-134.706
25.9875,15.7961,1.04436,284.953,30.0975,17.0411,-134.8
26,15.7355,1.34869,285.109,29.9619,17.5252,-134.894
26.0125,15.684,1.6547,285.266,29.8409,18.0131,-134.988
26.025,15.6417,1.96213,285.422,29.7347,18.5045,-135.082
26.0375,15.6087,2.27069,285.579,29.6433,18.9988,-135.176
26.05,15.585,2.5801,285.735,29.5668,19.4957,-135.27
26.0625,15.5707,2.89008,285.892,29.5053,19.9947,-135.364
26.075,15.5656,3.20036,286.048,29.4589,20.4953,-135.458
26.0875,15.5699,3.51064,286.205,29.4275,20.997,-135.552
26.1,15.5836,3.82066,286.361,29.4112,21.4995,-135.646
26.1125,15.6065,4.13012,286.518,29.4101,22.0022,-135.74
26.125,15.6388,4.43876,286.675,29.4241,22.5048,-135.834
26.1375,15.6804,4.74628,286.831,29.4533,23.0066,-135.928
26.15,15.7311,5.05241,286.988,29.4975,23.5074,-136.022
26.1625,15.7911,5.35688,287.144,29.5567,24.0067,-136.116
26.175,15.8602,5.65941,287.301,29.631,24.5039,-136.21
26.1875,15.9384,5.95971,287.457,29.7202,24.9986,-136.304
26.2,16.0255,6.25753,287.614,29.8242,25.4905,-136.398
26.2125,16.1216,6.55259,287.771,29.943,25.979,-136.492
26.225,16.2266,6.84463,287.927,30.0765,26.4637,-136.586
26.2375,16.3402,7.13337,288.084,30.2244,26.9442,-136.68
26.25,16.4625,7.41857,288.24,30.3868,27.42,-136.774
26.2625,16.5934,7.69995,288.397,30.5634,27.8906,-136.867
26.275,16.7326,7.97727,288.554,30.7541,28.3558,-136.961
26.2875,16.8802,8.25027,288.71,30.9587,28.815,-137.055
26.3,17.0358,8.51871,288.867,31.177,29.2679,-137.149
26.3125,17.1995,8.78234,289.023,31.4088,29.714,-137.243
26.325,17.3711,9.04093,289.18,31.654,30.1529,-137.337
26.3375,17.5503,9.29424,289.337,31.9123,30.5842,-137.432
26.35,17.7371,9.54204,289.493,32.1834,31.0075,-137.526
26.3625,17.9313,9.7841,289.65,32.4672,31.4225,-137.62
26.375,18.1326,10.0202,289.807,32.7633,31.8288,-137.714
26.3875,18.341,10.2502,289.963,33.0715,32.226,-137.808
26.4,18.5562,10.4737,290.12,33.3915,32.6137,-137.902
26.4125,18.778,10.6907,290.276,33.723,32.9917,-137.996
26.425,19.0063,10.9009,290.433,34.0658,33.3594,-138.09
26.4375,19.2407,11.1042,290.59,34.4195,33.7167,-138.184
26.45,19.4812,11.3003,290.746,34.7838,34.0632,-138.278
26.4625,19.7275,11.4891,290.903,35.1583,34.3986,-138.372
26.475,19.9794,11.6704,291.06,35.5427,34.7225,-138.466
26.4875,20.2365,11.844,291.216,35.9368,35.0348,-138.56
26.5,20.4988,12.0098,291.373,36.34,35.335,-138.654
26.5125,20.766,12.1676,291.53,36.7521,35.623,-138.748
26.525,21.0378,12.3174,291.686,37.1727,35.8984,-138.842
26.5375,21.314,12.4588,291.843,37.6013,36.1611,-138.936
26.55,21.5943,12.5919,292,38.0377,36.4107,-139.03
26.5625,21.8785,12.7166,292.156,38.4814,36.6471,-139.124
26.575,22.1663,12.8326,292.313,38.932,36.87,-139.218
26.5875,22.4575,12.9398,292.47,39.3892,37.0793,-139.312
26.6,22.7518,13.0383,292.626,39.8524,37.2747,-139.406
26.6125,23.0489,13.1279,292.783,40.3212,37.4561,-139.5
26.625,23.3485,13.2085,292.94,40.7954,37.6233,-139.595
26.6375,23.6505,13.28,293.096,41.2743,37.7761,-139.689
26.65,23.9544,13.3424,293.253,41.7576,37.9145,-139.783
26.6625,24.2602,13.3957,293.41,42.2449,38.0383,-139.877
26.675,24.5673,13.4397,293.566,42.7357,38.1473,-139.971
26.6875,24.8757,13.4744,293.723,43.2295,38.2415,-140.065
26.7,25.1849,13.4999,293.88,43.7259,38.3208,-140.159
26.7125,25.4948,13.516,294.036,44.2245,38.3852,-140.253
26.725,25.8051,13.5228,294.193,44.7249,38.4345,-140.347
26.7375,26.1154,13.5203,294.35,45.2264,38.4687,-140.441
26.75,26.4254,13.5084,294.506,45.7288,38.4879,-140.535
26.7625,26.735,13.4872,294.663,46.2315,38.4919,-140.63
26.775,27.0438,13.4567,294.82,46.7342,38.4807,-140.724
26.7875,27.3516,13.417,294.977,47.2362,38.4545,-140.818
26.8,27.658,13.3679,295.133,47.7372,38.4132,-140.912
26.8125,27.9628,13.3097,295.29,48.2368,38.3567,-141.006
26.825,28.2657,13.2424,295.447,48.7345,38.2853,-141.1
26.8375,28.5664,13.1659,295.604,49.2297,38.199,-141.194
26.85,28.8647,13.0804,295.76,49.7222,38.0978,-141.288
26.8625,29.1603,12.986,295.917,50.2114,37.9818,-141.382
26.875,29.453,12.8828,296.074,50.6968,37.8511,-141.477
26.8875,29.7423,12.7707,296.23,51.1781,37.7059,-141.571
26.9,30.0282,12.6501,296.387,51.6549,37.5463,-141.665
26.9125,30.3103,12.5208,296.544,52.1266,37.3724,-141.759
26.925,30.5884,12.3832,296.701,52.5928,37.1843,-141.853
26.9375,30.8623,12.2372,296.857,53.0532,36.9824,-141.947
26.95,31.1316,12.0831,297.014,53.5073,36.7666,-142.041
26.9625,31.3961,11.9209,297.171,53.9547,36.5373,-142.136
26.975,31.6557,11.7508,297.328,54.395,36.2947,-142.23
26.9875,31.91,11.573,297.484,54.8278,36.0389,-142.324
27,32.1589,11.3877,297.641,55.2528,35.7702,-142.418
27.0125,32.402,11.1949,297.798,55.6694,35.4888,-142.512
27.025,32.6393,10.9949,297.955,56.0774,35.195,-142.606
27.0375,32.8704,10.7878,298.111,56.4763,34.8891,-142.701
27.05,33.0952,10.5739,298.268,56.8659,34.5713,-142.795
27.0625,33.3135,10.3533,298.425,57.2457,34.242,-142.889
27.075,33.525,10.1263,298.582,57.6154,33.9013,-142.983
27.0875,33.7296,9.89299,298.739,57.9748,33.5497,-143.077
27.1,33.927,9.65362,298.895,58.3233,33.1874,-143.171
27.1125,34.1172,9.40842,299.052,58.6609,32.8148,-143.266
27.125,34.2999,9.15761,299.209,58.987,32.4322,-143.36
27.1375,34.475,8.90142,299.366,59.3015,32.04,-143.454
27.15,34.6423,8.64007,299.523,59.6041,31.6385,-143.548
27.1625,34.8017,8.37381,299.679,59.8944,31.228,-143.642
27.175,34.9529,8.10287,299.836,60.1722,30.809,-143.737
27.1875,35.096,7.8275,299.993,60.4373,30.3819,-143.831
27.2,35.2307,7.54795,300.15,60.6895,29.9469,-143.925
27.2125,35.3569,7.26447,300.307,60.9284,29.5046,-144.019
27.225,35.4745,6.97733,300.463,61.1539,29.0553,-144.113
27.2375,35.5835,6.68677,300.62,61.3658,28.5994,-144.208
27.25,35.6836,6.39307,300.777,61.5639,28.1373,-144.302
27.2625,35.7749,6.09648,300.934,61.748,27.6694,-144.396
27.275,35.8572,5.79729,301.091,61.9179,27.1963,-144.49
27.2875,35.9304,5.49575,301.247,62.0735,26.7182,-144.584
27.3,35.9946,5.19214,301.404,62.2146,26.2357,-144.679
27.3125,36.0495,4.88675,301.561,62.3412,25.7492,-144.773
27.325,36.0953,4.57983,301.718,62.4531,25.259,-144.867
27.3375,36.1318,4.27168,301.875,62.5501,24.7657,-144.961
27.35,36.159,3.96257,302.032,62.6323,24.2697,-145.056
27.3625,36.1769,3.65278,302.188,62.6995,23.7715,-145.15
27.375,36.1855,3.34259,302.345,62.7517,23.2715,-145.244
27.3875,36.1847,3.03228,302.502,62.7888,22.7701,-145.338
27.4,36.1746,2.72214,302.659,62.8108,22.2679,-145.433
27.4125,36.1552,2.41244,302.816,62.8177,21.7652,-145.527
27.425,36.1265,2.10346,302.973,62.8095,21.2625,-145.621
27.4375,36.0884,1.79549,303.129,62.7861,20.7603,-145.715
27.45,36.0412,1.48881,303.286,62.7476,20.259,-145.81
27.4625,35.9847,1.18368,303.443,62.6941,19.7591,-145.904
27.475,35.919,0.880396,303.6,62.6255,19.2611,-145.998
27.4875,35.8443,0.579223,303.757,62.542,18.7653,-146.092
27.5,35.7605,0.280434,303.914,62.4436,18.2723,-146.187
27.5125,35.6678,-0.0156979,304.071,62.3305,17.7825,-146.281
27.525,35.5662,-0.308906,304.228,62.2026,17.2963,-146.375
27.5375,35.4558,-0.598924,304.384,62.0602,16.8141,-146.469
27.55,35.3368,-0.885489,304.541,61.9033,16.3365,-146.564
27.5625,35.2092,-1.16834,304.698,61.7321,15.8638,-146.658
27.575,35.0731,-1.44723,304.855,61.5467,15.3965,-146.752
27.5875,34.9287,-1.72189,305.012,61.3474,14.9349,-146.847
27.6,34.7761,-1.99208,305.169,61.1343,14.4796,-146.941
27.6125,34.6154,-2.25756,305.326,60.9076,14.0309,-147.035
27.625,34.4468,-2.51809,305.483,60.6675,13.5892,-147.129
27.6375,34.2705,-2.77342,305.639,60.4142,13.1549,-147.224
27.65,34.0865,-3.02333,305.796,60.1479,12.7285,-147.318
27.6625,33.8951,-3.26759,305.953,59.8689,12.3103,-147.412
27.675,33.6965,-3.50598,306.11,59.5775,11.9006,-147.507
27.6875,33.4907,-3.73829,306.267,59.2739,11.4999,-147.601
27.7,33.2781,-3.9643,306.424,58.9583,11.1085,-147.695
27.7125,33.0588,-4.18381,306.581,58.6311,10.7268,-147.79
27.725,32.8329,-4.39662,306.738,58.2926,10.3551,-147.884
27.7375,32.6008,-4.60253,306.895,57.9431,9.99381,-147.978
27.75,32.3625,-4.80137,307.052,57.5828,9.64317,-148.072
27.7625,32.1184,-4.99295,307.209,57.2122,9.30352,-148.167
27.775,31.8687,-5.17709,307.365,56.8314,8.97518,-148.261
27.7875,31.6135,-5.35363,307.522,56.441,8.65844,-148.355
27.8,31.3531,-5.52242,307.679,56.0413,8.3536,-148.45
27.8125,31.0877,-5.68329,307.836,55.6325,8.06093,-148.544
27.825,30.8176,-5.83611,307.993,55.2151,7.78069,-148.638
27.8375,30.5431,-5.98073,308.15,54.7895,7.51314,-148.733
27.85,30.2643,-6.11702,308.307,54.356,7.25851,-148.827
27.8625,29.9815,-6.24486,308.464,53.915,7.01705,-148.921
27.875,29.6951,-6.36413,308.621,53.467,6.78897,-149.016
27.8875,29.4051,-6.47473,308.778,53.0123,6.57447,-149.11
27.9,29.112,-6.57655,308.935,52.5514,6.37375,-149.204
27.9125,28.8159,-6.6695,309.092,52.0847,6.187,-149.299
27.925,28.5172,-6.75351,309.249,51.6125,6.01437,-149.393
27.9375,28.2161,-6.82848,309.406,51.1353,5.85603,-149.487
27.95,27.9128,-6.89437,309.563,50.6536,5.71213,-149.582
27.9625,27.6077,-6.95109,309.72,50.1678,5.58278,-149.676
27.975,27.3011,-6.99861,309.877,49.6783,5.46811,-149.771
27.9875,26.9931,-7.03688,310.034,49.1856,5.36822,-149.865
28,26.6842,-7.06586,310.19,48.6901,5.28321,-149.959
28.0125,26.3745,-7.08554,310.347,48.1923,5.21315,-150.054
28.025,26.0644,-7.09588,310.504,47.6926,5.1581,-150.148
28.0375,25.754,-7.09689,310.661,47.1915,5.11811,-150.242
28.05,25.4438,-7.08856,310.818,46.6893,5.09322,-150.337
28.0625,25.134,-7.0709,310.975,46.1867,5.08345,-150.431
28.075,24.8249,-7.04392,311.132,45.684,5.08881,-150.526
28.0875,24.5167,-7.00766,311.289,45.1817,5.1093,-150.62
28.1,24.2097,-6.96213,311.446,44.6802,5.1449,-150.714
28.1125,23.9043,-6.90739,311.603,44.18,5.19556,-150.809
28.125,23.6006,-6.84348,311.76,43.6816,5.26126,-150.903
28.1375,23.299,-6.77046,311.917,43.1854,5.34193,-150.998
28.15,22.9997,-6.6884,312.074,42.6918,5.4375,-151.092
28.1625,22.7031,-6.59737,312.231,42.2014,5.54787,-151.186
28.175,22.4093,-6.49745,312.388,41.7144,5.67295,-151.281
28.1875,22.1186,-6.38874,312.545,41.2315,5.81263,-151.375
28.2,21.8314,-6.27133,312.702,40.753,5.96678,-151.47
28.2125,21.5478,-6.14533,312.859,40.2793,6.13526,-151.564
28.225,21.2681,-6.01086,313.016,39.8109,6.31792,-151.658
28.2375,20.9926,-5.86802,313.173,39.3483,6.51459,-151.753
28.25,20.7216,-5.71697,313.33,38.8917,6.7251,-151.847
28.2625,20.4552,-5.55782,313.487,38.4417,6.94924,-151.942
28.275,20.1937,-5.39073,313.644,37.9987,7.18683,-152.036
28.2875,19.9373,-5.21585,313.801,37.563,7.43764,-152.13
28.3,19.6864,-5.03333,313.958,37.135,7.70145,-152.225
28.3125,19.441,-4.84334,314.115,36.7152,7.97802,-152.319
28.325,19.2015,-4.64605,314.272,36.3039,8.2671,-152.414
28.3375,18.968,-4.44165,314.429,35.9015,8.56843,-152.508
28.35,18.7408,-4.23031,314.587,35.5083,8.88173,-152.603
28.3625,18.52,-4.01223,314.744,35.1248,9.20672,-152.697
28.375,18.3059,-3.7876,314.901,34.7511,9.5431,-152.791
28.3875,18.0986,-3.55663,315.058,34.3878,9.89057,-152.886
28.4,17.8984,-3.31954,315.215,34.0351,10.2488,-152.98
28.4125,17.7055,-3.07652,315.372,33.6934,10.6175,-153.075
28.425,17.5199,-2.82781,315.529,33.3629,10.9963,-153.169
28.4375,17.3419,-2.57362,315.686,33.0439,11.3849,-153.264
28.45,17.1716,-2.31419,315.843,32.7368,11.783,-153.358
28.4625,17.0092,-2.04976,316,32.4418,12.19,-153.453
28.475,16.8548,-1.78056,316.157,32.1592,12.6058,-153.547
28.4875,16.7087,-1.50684,316.314,31.8892,13.0299,-153.642
28.5,16.5708,-1.22884,316.471,31.6321,13.4619,-153.736
28.5125,16.4413,-0.946815,316.628,31.3881,13.9015,-153.83
28.525,16.3204,-0.661024,316.785,31.1575,14.3482,-153.925
28.5375,16.2081,-0.371724,316.942,30.9404,14.8016,-154.019
28.55,16.1046,-0.079177,317.099,30.737,15.2614,-154.114
28.5625,16.01,0.216352,317.256,30.5476,15.7271,-154.208
28.575,15.9243,0.514596,317.414,30.3723,16.1983,-154.303
28.5875,15.8475,0.815284,317.571,30.2112,16.6745,-154.397
28.6,15.7799,1.11814,317.728,30.0646,17.1554,-154.492
28.6125,15.7215,1.4229,317.885,29.9325,17.6404,-154.586
28.625,15.6722,1.72928,318.042,29.815,18.1292,-154.681
28.6375,15.6321,2.037,318.199,29.7123,18.6214,-154.775
28.65,15.6014,2.34579,318.356,29.6245,19.1164,-154.87
28.6625,15.5799,2.65537,318.513,29.5516,19.6138,-154.964
28.675,15.5678,2.96545,318.67,29.4936,20.1132,-155.059
28.6875,15.565,3.27575,318.827,29.4508,20.6141,-155.153
28.7,15.5716,3.586,318.984,29.423,21.116,-155.248
28.7125,15.5874,3.89591,319.142,29.4104,21.6186,-155.342
28.725,15.6126,4.2052,319.299,29.4129,22.1213,-155.437
28.7375,15.6471,4.51359,319.456,29.4305,22.6238,-155.531
28.75,15.6909,4.82081,319.613,29.4632,23.1254,-155.626
28.7625,15.7439,5.12657,319.77,29.5111,23.6259,-155.72
28.775,15.8061,5.43059,319.927,29.5739,24.1247,-155.815
28.7875,15.8773,5.73261,320.084,29.6517,24.6213,-155.909
28.8,15.9577,6.03234,320.241,29.7445,25.1155,-156.004
28.8125,16.047,6.32952,320.398,29.852,25.6065,-156.098
28.825,16.1452,6.62388,320.556,29.9743,26.0942,-156.193
28.8375,16.2523,6.91515,320.713,30.1113,26.5779,-156.287
28.85,16.368,7.20307,320.87,30.2627,27.0573,-156.382
28.8625,16.4924,7.48737,321.027,30.4285,27.5319,-156.477
28.875,16.6253,7.7678,321.184,30.6084,28.0013,-156.571
28.8875,16.7665,8.04411,321.341,30.8025,28.4651,-156.666
28.9,16.916,8.31603,321.498,31.0103,28.9228,-156.76
28.9125,17.0736,8.58334,321.655,31.2319,29.3741,-156.855
28.925,17.2392,8.84578,321.813,31.467,29.8185,-156.949
28.9375,17.4126,9.10312,321.97,31.7153,30.2557,-157.044
28.95,17.5937,9.35513,322.127,31.9767,30.6851,-157.138
28.9625,17.7823,9.60157,322.284,32.2508,31.1065,-157.233
28.975,17.9782,9.84223,322.441,32.5376,31.5195,-157.327
28.9875,18.1813,10.0769,322.598,32.8366,31.9236,-157.422
29,18.3913,10.3053,322.755,33.1476,32.3186,-157.517
29.0125,18.6081,10.5273,322.913,33.4704,32.704,-157.611
29.025,18.8315,10.7427,323.07,33.8047,33.0795,-157.706
29.0375,19.0613,10.9513,323.227,34.1501,33.4448,-157.8
29.05,19.2972,11.1528,323.384,34.5063,33.7996,-157.895
29.0625,19.5391,11.3472,323.541,34.873,34.1434,-157.989
29.075,19.7868,11.5342,323.698,35.25,34.4761,-158.084
29.0875,20.0399,11.7136,323.856,35.6367,34.7973,-158.179
29.1,20.2984,11.8854,324.013,36.033,35.1067,-158.273
29.1125,20.5618,12.0493,324.17,36.4384,35.404,-158.368
29.125,20.8302,12.2052,324.327,36.8525,35.689,-158.462
29.1375,21.103,12.353,324.484,37.2751,35.9614,-158.557
29.15,21.3802,12.4924,324.642,37.7056,36.2209,-158.651
29.1625,21.6615,12.6235,324.799,38.1438,36.4674,-158.746
29.175,21.9466,12.7461,324.956,38.5892,36.7006,-158.841
29.1875,22.2352,12.86,325.113,39.0414,36.9203,-158.935
29.2,22.5272,12.9652,325.27,39.5,37.1263,-159.03
29.2125,22.8222,13.0615,325.427,39.9646,37.3184,-159.124
29.225,23.1199,13.1489,325.585,40.4347,37.4964,-159.219
29.2375,23.4201,13.2273,325.742,40.91,37.6602,-159.314
29.25,23.7226,13.2967,325.899,41.3901,37.8096,-159.408
29.2625,24.027,13.3569,326.056,41.8744,37.9445,-159.503
29.275,24.3331,13.4079,326.213,42.3625,38.0647,-159.597
29.2875,24.6406,13.4497,326.371,42.8541,38.1702,-159.692
29.3,24.9492,13.4823,326.528,43.3486,38.2609,-159.787
29.3125,25.2586,13.5055,326.685,43.8456,38.3367,-159.881
29.325,25.5686,13.5194,326.842,44.3446,38.3974,-159.976
29.3375,25.8789,13.5239,326.999,44.8453,38.4432,-160.071
29.35,26.1892,13.5192,327.157,45.3471,38.4738,-160.165
29.3625,26.4992,13.5051,327.314,45.8496,38.4893,-160.26
29.375,26.8086,13.4816,327.471,46.3523,38.4897,-160.354
29.3875,27.1172,13.4489,327.628,46.8548,38.4749,-160.449
29.4,27.4246,13.4069,327.786,47.3567,38.4451,-160.544
29.4125,27.7307,13.3556,327.943,47.8574,38.4001,-160.638
29.425,28.0351,13.2952,328.1,48.3566,38.3402,-160.733
29.4375,28.3375,13.2257,328.257,48.8537,38.2652,-160.828
29.45,28.6377,13.147,328.415,49.3483,38.1753,-160.922
29.4625,28.9353,13.0594,328.572,49.84,38.0705,-161.017
29.475,29.2302,12.9629,328.729,50.3283,37.951,-161.111
29.4875,29.5221,12.8575,328.886,50.8129,37.8168,-161.206
29.5,29.8107,12.7434,329.043,51.2931,37.6682,-161.301
29.5125,30.0957,12.6206,329.201,51.7687,37.5051,-161.395
29.525,30.3769,12.4894,329.358,52.2391,37.3278,-161.49
29.5375,30.654,12.3497,329.515,52.704,37.1365,-161.585
29.55,30.9267,12.2018,329.672,53.1629,36.9312,-161.679
29.5625,31.1949,12.0457,329.83,53.6155,36.7122,-161.774
29.575,31.4583,11.8816,329.987,54.0612,36.4797,-161.869
29.5875,31.7166,11.7097,330.144,54.4998,36.2339,-161.963
29.6,31.9697,11.53,330.301,54.9307,35.975,-162.058
29.6125,32.2172,11.3429,330.459,55.3537,35.7032,-162.153
29.625,32.4589,11.1483,330.616,55.7683,35.4189,-162.247
29.6375,32.6948,10.9466,330.773,56.1741,35.1222,-162.342
29.65,32.9244,10.7379,330.931,56.5709,34.8134,-162.437
29.6625,33.1476,10.5224,331.088,56.9581,34.4928,-162.531
29.675,33.3643,10.3002,331.245,57.3356,34.1607,-162.626
29.6875,33.5741,10.0716,331.402,57.7029,33.8174,-162.721
29.7,33.777,9.83686,331.56,58.0597,33.4632,-162.815
29.7125,33.9728,9.59607,331.717,58.4056,33.0985,-162.91
29.725,34.1612,9.3495,331.874,58.7404,32.7235,-163.005
29.7375,34.3421,9.09737,332.031,59.0638,32.3385,-163.1
29.75,34.5153,8.83992,332.189,59.3755,31.9441,-163.194
29.7625,34.6807,8.57736,332.346,59.6752,31.5404,-163.289
29.775,34.8381,8.30995,332.503,59.9625,31.1279,-163.384
29.7875,34.9874,8.03792,332.661,60.2373,30.7069,-163.478
29.8,35.1285,7.76153,332.818,60.4994,30.2778,-163.573
29.8125,35.2612,7.48101,332.975,60.7484,29.8411,-163.668
29.825,35.3853,7.19663,333.132,60.9841,29.397,-163.762
29.8375,35.5009,6.90863,333.29,61.2064,28.9461,-163.857
29.85,35.6077,6.6173,333.447,61.415,28.4887,-163.952
29.8625,35.7058,6.32287,333.604,61.6097,28.0252,-164.047
29.875,35.7949,6.02564,333.762,61.7905,27.5561,-164.141
29.8875,35.875,5.72585,333.919,61.957,27.0817,-164.236
29.9,35.9461,5.42379,334.076,62.1091,26.6025,-164.331
29.9125,36.008,5.11973,334.234,62.2468,26.119,-164.425
29.925,36.0608,4.81394,334.391,62.3699,25.6316,-164.52
29.9375,36.1044,4.5067,334.548,62.4782,25.1406,-164.615
29.95,36.1386,4.19828,334.706,62.5717,24.6467,-164.71
29.9625,36.1636,3.88898,334.863,62.6503,24.1501,-164.804
29.975,36.1793,3.57907,335.02,62.7139,23.6514,-164.899
29.9875,36.1856,3.26882,335.178,62.7625,23.151,-164.994
30,36.1826,2.95852,335.335,62.796,22.6494,-165.089
30.0125,36.1703,2.64846,335.492,62.8144,22.147,-165.183
30.025,36.1486,2.3389,335.65,62.8177,21.6443,-165.278
30.0375,36.1176,2.03014,335.807,62.8058,21.1417,-165.373
30.05,36.0774,1.72245,335.964,62.7789,20.6397,-165.467
30.0625,36.0279,1.41611,336.122,62.7368,20.1387,-165.562
30.075,35.9692,1.1114,336.279,62.6797,19.6392,-165.657
30.0875,35.9014,0.808596,336.436,62.6075,19.1417,-165.752
30.1,35.8244,0.507967,336.594,62.5205,18.6465,-165.846
