t,x1,y1,z1,x2,y2,z2
11.1875,28.7533,13.076,103.889,49.4894,38.1867,-27.8851
11.2,29.0501,12.986,104.034,49.9801,38.0766,-27.9676
11.2125,29.3439,12.8871,104.18,50.4673,37.9518,-28.0502
11.225,29.6347,12.7794,104.325,50.9505,37.8125,-28.1329
11.2375,29.9221,12.663,104.47,51.4294,37.6586,-28.2155
11.25,30.2058,12.538,104.616,51.9033,37.4904,-28.2982
11.2625,30.4857,12.4045,104.761,52.3721,37.308,-28.3809
11.275,30.7614,12.2626,104.906,52.8351,37.1116,-28.4637
11.2875,31.0327,12.1125,105.052,53.292,36.9014,-28.5465
11.3,31.2994,11.9543,105.197,53.7423,36.6775,-28.6293
11.3125,31.5612,11.7882,105.343,54.1858,36.4401,-28.7121
11.325,31.8178,11.6142,105.488,54.6219,36.1896,-28.7949
11.3375,32.0691,11.4326,105.634,55.0502,35.926,-28.8778
11.35,32.3148,11.2435,105.779,55.4705,35.6497,-28.9607
11.3625,32.5547,11.0471,105.925,55.8822,35.3608,-29.0437
11.375,32.7886,10.8435,106.07,56.2851,35.0597,-29.1266
11.3875,33.0163,10.633,106.216,56.6787,34.7466,-29.2096
11.4,33.2375,10.4158,106.362,57.0627,34.4218,-29.2926
11.4125,33.452,10.1919,106.507,57.4368,34.0856,-29.3757
11.425,33.6598,9.96174,106.653,57.8006,33.7383,-29.4588
11.4375,33.8605,9.72541,106.799,58.1538,33.3802,-29.5419
11.45,34.0539,9.48313,106.944,58.4961,33.0117,-29.625
11.4625,34.2401,9.23514,107.09,58.8271,32.633,-29.7081
11.475,34.4186,8.98166,107.236,59.1466,32.2446,-29.7913
11.4875,34.5895,8.72292,107.382,59.4543,31.8467,-29.8745
11.5,34.7524,8.45914,107.528,59.7498,31.4397,-29.9577
11.5125,34.9074,8.19058,107.674,60.033,31.024,-30.041
11.525,35.0542,7.91747,107.82,60.3035,30.6,-30.1243
11.5375,35.1927,7.64006,107.965,60.5612,30.1681,-30.2076
11.55,35.3228,7.35861,108.111,60.8057,29.7286,-30.2909
11.5625,35.4444,7.07336,108.257,61.0369,29.2819,-30.3743
11.575,35.5573,6.78458,108.403,61.2546,28.8285,-30.4577
11.5875,35.6614,6.49253,108.549,61.4586,28.3688,-30.5411
11.6,35.7568,6.19747,108.696,61.6486,27.9031,-30.6245
11.6125,35.8432,5.89968,108.842,61.8245,27.4319,-30.708
11.625,35.9206,5.59941,108.988,61.9862,26.9557,-30.7915
11.6375,35.9889,5.29695,109.134,62.1334,26.4748,-30.875
11.65,36.0481,4.99256,109.28,62.2662,25.9897,-30.9585
11.6625,36.0981,4.68653,109.426,62.3842,25.5008,-31.0421
11.675,36.1388,4.37913,109.573,62.4876,25.0086,-31.1257
11.6875,36.1703,4.07064,109.719,62.576,24.5135,-31.2093
11.7,36.1925,3.76133,109.865,62.6495,24.016,-31.2929
11.7125,36.2054,3.4515,110.011,62.7081,23.5164,-31.3766
11.725,36.2089,3.14141,110.158,62.7516,23.0154,-31.4603
11.7375,36.2031,2.83136,110.304,62.7799,22.5133,-31.544
11.75,36.1879,2.52162,110.45,62.7932,22.0105,-31.6277
11.7625,36.1635,2.21247,110.597,62.7913,21.5076,-31.7115
11.775,36.1297,1.90419,110.743,62.7743,21.005,-31.7953
11.7875,36.0867,1.59707,110.89,62.7422,20.5031,-31.8791
11.8,36.0344,1.29137,111.036,62.695,20.0024,-31.9629
11.8125,35.973,0.987388,111.183,62.6328,19.5034,-32.0468
11.825,35.9024,0.685386,111.329,62.5556,19.0065,-32.1307
11.8375,35.8228,0.385641,111.476,62.4635,18.5121,-32.2146
11.85,35.7342,0.0884244,111.622,62.3565,18.0207,-32.2985
11.8625,35.6367,-0.205994,111.769,62.2348,17.5328,-32.3825
11.875,35.5303,-0.497347,111.915,62.0985,17.0487,-32.4665
11.8875,35.4152,-0.785371,112.062,61.9477,16.569,-32.5505
11.9,35.2916,-1.0698,112.209,61.7825,16.094,-32.6345
11.9125,35.1594,-1.35039,112.355,61.6031,15.6243,-32.7186
11.925,35.0188,-1.62687,112.502,61.4096,15.1601,-32.8027
11.9375,34.87,-1.899,112.649,61.2023,14.702,-32.8868
11.95,34.713,-2.16654,112.796,60.9813,14.2503,-32.9709
11.9625,34.548,-2.42922,112.942,60.7468,13.8055,-33.055
11.975,34.3752,-2.68683,113.089,60.499,13.3679,-33.1392
11.9875,34.1948,-2.93913,113.236,60.2382,12.938,-33.2234
12,34.0068,-3.18588,113.383,59.9646,12.5161,-33.3076
12.0125,33.8115,-3.42687,113.53,59.6783,12.1027,-33.3919
12.025,33.609,-3.66187,113.677,59.3798,11.6981,-33.4762
12.0375,33.3995,-3.89067,113.824,59.0693,11.3026,-33.5604
12.05,33.1832,-4.11307,113.971,58.747,10.9167,-33.6448
12.0625,32.9604,-4.32886,114.118,58.4132,10.5406,-33.7291
12.075,32.7311,-4.53786,114.265,58.0683,10.1748,-33.8135
12.0875,32.4957,-4.73985,114.412,57.7125,9.81952,-33.8979
12.1,32.2542,-4.93468,114.559,57.3462,9.4751,-33.9823
12.1125,32.007,-5.12215,114.706,56.9697,9.14186,-34.0667
12.125,31.7543,-5.3021,114.853,56.5833,8.8201,-34.1512
12.1375,31.4963,-5.47437,115,56.1874,8.51012,-34.2356
12.15,31.2332,-5.63879,115.147,55.7824,8.2122,-34.3201
12.1625,30.9653,-5.79523,115.294,55.3686,7.9266,-34.4047
12.175,30.6927,-5.94353,115.441,54.9465,7.65358,-34.4892
12.1875,30.4159,-6.08357,115.589,54.5162,7.39339,-34.5738
12.2,30.1349,-6.21522,115.736,54.0784,7.14627,-34.6584
12.2125,29.8501,-6.33835,115.883,53.6333,6.91244,-34.743
12.225,29.5617,-6.45286,116.03,53.1814,6.69211,-34.8276
12.2375,29.27,-6.55864,116.178,52.7231,6.48549,-34.9123
12.25,28.9753,-6.6556,116.325,52.2588,6.29275,-34.997
12.2625,28.6778,-6.74364,116.472,51.7888,6.11407,-35.0817
12.275,28.3777,-6.82269,116.62,51.3137,5.94962,-35.1664
12.2875,28.0754,-6.89268,116.767,50.8339,5.79954,-35.2512
12.3,27.7711,-6.95355,116.915,50.3498,5.66396,-35.336
12.3125,27.4652,-7.00523,117.062,49.8619,5.54302,-35.4207
12.325,27.1578,-7.04768,117.209,49.3705,5.43683,-35.5056
12.3375,26.8492,-7.08086,117.357,48.8761,5.34546,-35.5904
12.35,26.5398,-7.10475,117.504,48.3793,5.26902,-35.6753
12.3625,26.2299,-7.11931,117.652,47.8803,5.20757,-35.7602
12.375,25.9196,-7.12454,117.799,47.3797,5.16116,-35.8451
12.3875,25.6093,-7.12044,117.947,46.878,5.12984,-35.93
12.4,25.2992,-7.107,118.095,46.3756,5.11363,-36.015
12.4125,24.9898,-7.08424,118.242,45.8729,5.11255,-36.0999
12.425,24.6811,-7.05217,118.39,45.3704,5.1266,-36.1849
12.4375,24.3735,-7.01084,118.537,44.8685,5.15577,-36.2699
12.45,24.0673,-6.96027,118.685,44.3678,5.20003,-36.355
12.4625,23.7628,-6.90051,118.833,43.8686,5.25934,-36.44
12.475,23.4602,-6.83161,118.981,43.3714,5.33364,-36.5251
12.4875,23.1598,-6.75364,119.128,42.8767,5.42288,-36.6102
12.5,22.8619,-6.66667,119.276,42.3849,5.52696,-36.6954
12.5125,22.5667,-6.57077,119.424,41.8965,5.6458,-36.7805
12.525,22.2746,-6.46604,119.572,41.4119,5.77928,-36.8657
12.5375,21.9857,-6.35256,119.719,40.9315,5.92729,-36.9509
12.55,21.7004,-6.23044,119.867,40.4557,6.08969,-37.0361
12.5625,21.4189,-6.0998,120.015,39.9851,6.26633,-37.1213
12.575,21.1414,-5.96074,120.163,39.52,6.45706,-37.2066
12.5875,20.8682,-5.8134,120.311,39.0609,6.6617,-37.2918
12.6,20.5996,-5.65791,120.459,38.6081,6.88006,-37.3771
12.6125,20.3358,-5.4944,120.607,38.1622,7.11196,-37.4625
12.625,20.0771,-5.32303,120.755,37.7234,7.35717,-37.5478
12.6375,19.8236,-5.14396,120.903,37.2921,7.61547,-37.6332
12.65,19.5756,-4.95734,121.051,36.8689,7.88664,-37.7185
12.6625,19.3333,-4.76334,121.199,36.454,8.17042,-37.8039
12.675,19.097,-4.56214,121.347,36.0478,8.46656,-37.8894
12.6875,18.8668,-4.35392,121.495,35.6508,8.77479,-37.9748
12.7,18.643,-4.13888,121.643,35.2632,9.09483,-38.0603
12.7125,18.4258,-3.91719,121.791,34.8854,9.4264,-38.1458
12.725,18.2154,-3.68907,121.939,34.5177,9.76918,-38.2313
12.7375,18.0119,-3.45473,122.088,34.1605,10.1229,-38.3168
12.75,17.8155,-3.21436,122.236,33.8142,10.4872,-38.4023
12.7625,17.6265,-2.9682,122.384,33.4789,10.8617,-38.4879
12.775,17.4449,-2.71647,122.532,33.1551,11.2462,-38.5735
12.7875,17.271,-2.45938,122.68,32.843,11.6402,-38.6591
12.8,17.105,-2.19719,122.829,32.5429,12.0434,-38.7447
12.8125,16.9469,-1.93011,122.977,32.2551,12.4555,-38.8304
12.825,16.7968,-1.6584,123.125,31.9798,12.8761,-38.916
12.8375,16.6551,-1.3823,123.274,31.7173,13.3048,-39.0017
12.85,16.5217,-1.10206,123.422,31.4679,13.7412,-39.0874
12.8625,16.3968,-0.817933,123.57,31.2316,14.1849,-39.1732
12.875,16.2805,-0.53018,123.719,31.0088,14.6355,-39.2589
12.8875,16.1729,-0.239059,123.867,30.7997,15.0926,-39.3447
12.9,16.0741,0.0551658,124.015,30.6045,15.5558,-39.4305
12.9125,15.9843,0.352228,124.164,30.4232,16.0246,-39.5163
12.925,15.9034,0.651858,124.312,30.2562,16.4987,-39.6021
12.9375,15.8315,0.953786,124.461,30.1035,16.9776,-39.6879
12.95,15.7688,1.25774,124.609,29.9653,17.4609,-39.7738
12.9625,15.7152,1.56344,124.758,29.8417,17.9482,-39.8597
12.975,15.6709,1.87061,124.906,29.7328,18.4389,-39.9456
12.9875,15.6358,2.17897,125.055,29.6388,18.9327,-40.0315
13,15.61,2.48825,125.204,29.5596,19.4291,-40.1175
13.0125,15.5936,2.79816,125.352,29.4954,19.9277,-40.2034
13.025,15.5864,3.10843,125.501,29.4463,20.4279,-40.2894
13.0375,15.5886,3.41876,125.649,29.4122,20.9295,-40.3754
13.05,15.6002,3.72889,125.798,29.3932,21.4318,-40.4614
13.0625,15.621,4.03853,125.947,29.3894,21.9345,-40.5475
13.075,15.6512,4.3474,126.095,29.4007,22.437,-40.6335
13.0875,15.6907,4.65522,126.244,29.4271,22.939,-40.7196
13.1,15.7394,4.96171,126.393,29.4686,23.44,-40.8057
13.1125,15.7973,5.26659,126.542,29.5252,23.9395,-40.8918
13.125,15.8643,5.56959,126.69,29.5968,24.4371,-40.978
13.1375,15.9404,5.87044,126.839,29.6833,24.9323,-41.0641
13.15,16.0256,6.16885,126.988,29.7847,25.4246,-41.1503
13.1625,16.1197,6.46457,127.137,29.9008,25.9137,-41.2365
13.175,16.2226,6.75731,127.286,30.0317,26.3991,-41.3227
13.1875,16.3343,7.04683,127.435,30.177,26.8803,-41.4089
13.2,16.4547,7.33285,127.583,30.3368,27.357,-41.4952
13.2125,16.5836,7.61511,127.732,30.5109,27.8286,-41.5814
13.225,16.721,7.89337,127.881,30.6991,28.2948,-41.6677
13.2375,16.8666,8.16737,128.03,30.9012,28.7551,-41.754
13.25,17.0205,8.43685,128.179,31.1171,29.2091,-41.8403
13.2625,17.1823,8.70159,128.328,31.3465,29.6564,-41.9267
13.275,17.3521,8.96132,128.477,31.5893,30.0966,-42.013
13.2875,17.5296,9.21584,128.626,31.8453,30.5293,-42.0994
13.3,17.7147,9.46489,128.775,32.1141,30.9541,-42.1858
13.3125,17.9072,9.70825,128.924,32.3957,31.3706,-42.2722
13.325,18.1069,9.94571,129.073,32.6896,31.7784,-42.3586
13.3375,18.3137,10.1771,129.222,32.9957,32.1773,-42.4451
13.35,18.5273,10.4021,129.371,33.3136,32.5667,-42.5315
13.3625,18.7477,10.6205,129.521,33.6431,32.9464,-42.618
13.375,18.9745,10.8323,129.67,33.9839,33.316,-42.7045
13.3875,19.2075,11.0371,129.819,34.3357,33.6752,-42.791
13.4,19.4466,11.2348,129.968,34.6981,34.0237,-42.8776
13.4125,19.6916,11.4253,130.117,35.0708,34.3611,-42.9641
13.425,19.9422,11.6082,130.266,35.4535,34.6871,-43.0507
13.4375,20.1981,11.7836,130.416,35.8459,35.0015,-43.1373
13.45,20.4593,11.9511,130.565,36.2475,35.3039,-43.2239
13.4625,20.7253,12.1107,130.714,36.6581,35.5941,-43.3105
13.475,20.996,12.2623,130.863,37.0772,35.8718,-43.3971
13.4875,21.2712,12.4056,131.013,37.5045,36.1367,-43.4838
13.5,21.5506,12.5406,131.162,37.9395,36.3887,-43.5704
13.5125,21.8339,12.6671,131.311,38.382,36.6275,-43.6571
13.525,22.1208,12.785,131.461,38.8314,36.8529,-43.7438
13.5375,22.4112,12.8942,131.61,39.2875,37.0646,-43.8306
13.55,22.7047,12.9947,131.759,39.7496,37.2626,-43.9173
13.5625,23.0012,13.0862,131.909,40.2176,37.4465,-44.004
13.575,23.3002,13.1688,132.058,40.6908,37.6163,-44.0908
13.5875,23.6016,13.2424,132.208,41.169,37.7717,-44.1776
13.6,23.9051,13.3068,132.357,41.6516,37.9127,-44.2644
13.6125,24.2103,13.3621,132.506,42.1383,38.0391,-44.3512
13.625,24.5171,13.4082,132.656,42.6285,38.1509,-44.4381
13.6375,24.8251,13.445,132.805,43.1219,38.2478,-44.5249
13.65,25.1342,13.4725,132.955,43.6179,38.3298,-44.6118
13.6625,25.4438,13.4907,133.104,44.1162,38.3968,-44.6987
13.675,25.7539,13.4996,133.254,44.6163,38.4489,-44.7856
13.6875,26.0642,13.4992,133.404,45.1178,38.4858,-44.8725
13.7,26.3742,13.4894,133.553,45.6201,38.5077,-44.9595
13.7125,26.6838,13.4703,133.703,46.1229,38.5144,-45.0464
13.725,26.9928,13.4418,133.852,46.6256,38.506,-45.1334
13.7375,27.3007,13.4041,134.002,47.1279,38.4825,-45.2204
13.75,27.6073,13.3571,134.152,47.6292,38.4439,-45.3074
13.7625,27.9124,13.301,134.301,48.1292,38.3902,-45.3944
13.775,28.2156,13.2356,134.451,48.6273,38.3215,-45.4814
13.7875,28.5168,13.1612,134.601,49.1231,38.2379,-45.5685
13.8,28.8156,13.0777,134.75,49.6161,38.1393,-45.6555
13.8125,29.1117,12.9853,134.9,50.106,38.026,-45.7426
13.825,29.4049,12.884,135.05,50.5923,37.898,-45.8297
13.8375,29.6949,12.7739,135.199,51.0745,37.7554,-45.9168
13.85,29.9815,12.6552,135.349,51.5521,37.5983,-46.0039
13.8625,30.2643,12.5279,135.499,52.0249,37.427,-46.0911
13.875,30.5433,12.3921,135.649,52.4922,37.2415,-46.1782
13.8875,30.8179,12.248,135.799,52.9538,37.042,-46.2654
13.9,31.0882,12.0957,135.948,53.4092,36.8288,-46.3526
13.9125,31.3537,11.9353,136.098,53.8579,36.6019,-46.4398
13.925,31.6143,11.767,136.248,54.2997,36.3617,-46.527
13.9375,31.8697,11.5909,136.398,54.7339,36.1082,-46.6143
13.95,32.1196,11.4072,136.548,55.1604,35.8418,-46.7015
13.9625,32.364,11.2161,136.698,55.5787,35.5627,-46.7888
13.975,32.6024,11.0177,136.848,55.9883,35.2711,-46.8761
13.9875,32.8348,10.8123,136.998,56.389,34.9674,-46.9634
14,33.0609,10.5999,137.148,56.7804,34.6517,-47.0507
14.0125,33.2805,10.3808,137.298,57.1622,34.3244,-47.138
14.025,33.4934,10.1552,137.448,57.5339,33.9857,-47.2254
14.0375,33.6994,9.9233,137.598,57.8952,33.636,-47.3127
14.05,33.8984,9.6853,137.748,58.2458,33.2756,-47.4001
14.0625,34.0901,9.44142,137.898,58.5855,32.9049,-47.4875
14.075,34.2743,9.19188,138.048,58.9138,32.524,-47.5749
14.0875,34.451,8.9369,138.198,59.2306,32.1335,-47.6623
14.1,34.6199,8.67673,138.348,59.5354,31.7336,-47.7497
14.1125,34.7809,8.41158,138.498,59.8281,31.3247,-47.8372
14.125,34.9339,8.14171,138.648,60.1083,30.9072,-47.9247
14.1375,35.0786,7.86736,138.798,60.3759,30.4815,-48.0121
14.15,35.2151,7.58877,138.948,60.6305,30.0479,-48.0996
14.1625,35.3431,7.3062,139.098,60.8719,29.6068,-48.1871
14.175,35.4625,7.0199,139.248,61.1,29.1587,-48.2747
14.1875,35.5732,6.73014,139.399,61.3145,28.7039,-48.3622
14.2,35.6752,6.43718,139.549,61.5152,28.2428,-48.4497
14.2125,35.7683,6.14128,139.699,61.702,27.776,-48.5373
14.225,35.8525,5.84271,139.849,61.8746,27.3037,-48.6249
14.2375,35.9277,5.54173,139.999,62.0329,26.8264,-48.7125
14.25,35.9937,5.23864,140.15,62.1768,26.3446,-48.8001
14.2625,36.0506,4.93369,140.3,62.3061,25.8587,-48.8877
14.275,36.0983,4.62716,140.45,62.4208,25.3692,-48.9754
14.2875,36.1367,4.31934,140.6,62.5206,24.8764,-49.063
14.3,36.1659,4.0105,140.751,62.6056,24.3808,-49.1507
14.3125,36.1857,3.70092,140.901,62.6757,23.8828,-49.2384
14.325,36.1963,3.39088,141.051,62.7307,23.383,-49.3261
14.3375,36.1975,3.08066,141.202,62.7707,22.8818,-49.4138
14.35,36.1893,2.77054,141.352,62.7955,22.3796,-49.5015
14.3625,36.1718,2.46081,141.503,62.8053,21.8769,-49.5892
14.375,36.145,2.15175,141.653,62.7999,21.3741,-49.677
14.3875,36.1089,1.84363,141.803,62.7794,20.8717,-49.7647
14.4,36.0636,1.53673,141.954,62.7438,20.3702,-49.8525
14.4125,36.009,1.23134,142.104,62.6931,19.8699,-49.9403
14.425,35.9453,0.927721,142.255,62.6274,19.3714,-50.0281
14.4375,35.8725,0.62616,142.405,62.5467,18.8751,-50.116
14.45,35.7906,0.326926,142.556,62.4511,18.3815,-50.2038
14.4625,35.6997,0.0302898,142.706,62.3407,17.891,-50.2916
14.475,35.6,-0.263479,142.856,62.2156,17.404,-50.3795
14.4875,35.4915,-0.554115,143.007,62.0759,16.921,-50.4674
14.5,35.3742,-0.841354,143.158,61.9217,16.4424,-50.5553
14.5125,35.2484,-1.12494,143.308,61.7532,15.9687,-50.6432
14.525,35.1141,-1.4046,143.459,61.5705,15.5002,-50.7311
14.5375,34.9714,-1.68011,143.609,61.3738,15.0375,-50.819
14.55,34.8205,-1.95119,143.76,61.1633,14.5809,-50.907
14.5625,34.6616,-2.21761,143.91,60.9391,14.1309,-50.9949
14.575,34.4946,-2.47913,144.061,60.7015,13.6878,-51.0829
14.5875,34.3199,-2.73551,144.212,60.4507,13.252,-51.1709
14.6,34.1375,-2.98651,144.362,60.1869,12.824,-51.2589
14.6125,33.9477,-3.23192,144.513,59.9103,12.4042,-51.3469
14.625,33.7506,-3.4715,144.664,59.6212,11.9928,-51.435
14.6375,33.5463,-3.70504,144.814,59.3198,11.5904,-51.523
14.65,33.3351,-3.93233,144.965,59.0065,11.1971,-51.6111
14.6625,33.1172,-4.15316,145.116,58.6815,10.8135,-51.6991
14.675,32.8927,-4.36734,145.266,58.3451,10.4399,-51.7872
14.6875,32.6618,-4.57466,145.417,57.9976,10.0765,-51.8753
14.7,32.4249,-4.77494,145.568,57.6393,9.7238,-51.9634
14.7125,32.182,-4.96801,145.719,57.2706,9.38201,-52.0515
14.725,31.9334,-5.15367,145.869,56.8918,9.05147,-52.1397
14.7375,31.6793,-5.33178,146.02,56.5032,8.73248,-52.2278
14.75,31.42,-5.50215,146.171,56.1052,8.42533,-52.316
14.7625,31.1556,-5.66465,146.322,55.6981,8.1303,-52.4042
14.775,30.8865,-5.81912,146.473,55.2823,7.84765,-52.4924
14.7875,30.6129,-5.96542,146.623,54.8582,7.57765,-52.5806
14.8,30.335,-6.10342,146.774,54.4262,7.32053,-52.6688
14.8125,30.0531,-6.233,146.925,53.9866,7.07653,-52.757
14.825,29.7674,-6.35404,147.076,53.5399,6.84587,-52.8453
14.8375,29.4781,-6.46642,147.227,53.0864,6.62875,-52.9335
14.85,29.1856,-6.57005,147.378,52.6267,6.42539,-53.0218
14.8625,28.8902,-6.66484,147.529,52.161,6.23595,-53.1101
14.875,28.592,-6.75068,147.68,51.6898,6.06061,-53.1984
14.8875,28.2913,-6.82752,147.831,51.2136,5.89953,-53.2867
14.9,27.9885,-6.89528,147.982,50.7327,5.75285,-53.375
14.9125,27.6838,-6.95389,148.133,50.2476,5.62072,-53.4633
14.925,27.3775,-7.00331,148.284,49.7588,5.50324,-53.5517
14.9375,27.0698,-7.04349,148.435,49.2667,5.40052,-53.6401
14.95,26.761,-7.07439,148.586,48.7717,5.31267,-53.7284
14.9625,26.4514,-7.09598,148.737,48.2743,5.23974,-53.8168
14.975,26.1414,-7.10826,148.888,47.7749,5.18183,-53.9052
14.9875,25.8311,-7.11119,149.039,47.274,5.13896,-53.9936
15,25.5208,-7.10479,149.19,46.772,5.11119,-54.0821
15.0125,25.2109,-7.08905,149.341,46.2695,5.09854,-54.1705
15.025,24.9016,-7.064,149.492,45.7668,5.10102,-54.2589
15.0375,24.5932,-7.02965,149.643,45.2643,5.11862,-54.3474
15.05,24.286,-6.98603,149.794,44.7627,5.15134,-54.4359
15.0625,23.9802,-6.93319,149.945,44.2622,5.19914,-54.5244
15.075,23.6761,-6.87118,150.096,43.7635,5.26198,-54.6129
15.0875,23.374,-6.80004,150.247,43.2668,5.3398,-54.7014
15.1,23.0743,-6.71984,150.399,42.7727,5.43254,-54.7899
15.1125,22.777,-6.63066,150.55,42.2816,5.5401,-54.8785
15.125,22.4826,-6.53258,150.701,41.794,5.66239,-54.967
15.1375,22.1913,-6.42568,150.852,41.3103,5.79929,-55.0556
15.15,21.9033,-6.31006,151.003,40.831,5.9507,-55.1442
15.1625,21.6189,-6.18584,151.155,40.3564,6.11646,-55.2327
15.175,21.3384,-6.0531,151.306,39.887,6.29643,-55.3213
15.1875,21.062,-5.91199,151.457,39.4232,6.49044,-55.41
15.2,20.79,-5.76263,151.608,38.9655,6.69833,-55.4986
15.2125,20.5226,-5.60515,151.76,38.5142,6.91989,-55.5872
15.225,20.26,-5.43969,151.911,38.0699,7.15493,-55.6759
15.2375,20.0026,-5.26641,152.062,37.6328,7.40324,-55.7645
15.25,19.7505,-5.08546,152.214,37.2033,7.6646,-55.8532
15.2625,19.5039,-4.89701,152.365,36.782,7.93875,-55.9419
15.275,19.2631,-4.70122,152.516,36.369,8.22547,-56.0306
15.2875,19.0283,-4.49827,152.668,35.9649,8.52448,-56.1193
15.3,18.7998,-4.28836,152.819,35.57,8.83552,-56.2081
15.3125,18.5776,-4.07166,152.97,35.1846,9.1583,-56.2968
15.325,18.3621,-3.84837,153.122,34.8091,9.49253,-56.3855
15.3375,18.1534,-3.6187,153.273,34.4439,9.83792,-56.4743
15.35,17.9517,-3.38286,153.424,34.0891,10.1941,-56.5631
15.3625,17.7572,-3.14105,153.576,33.7453,10.5609,-56.6519
15.375,17.57,-2.8935,153.727,33.4127,10.9378,-56.7407
15.3875,17.3904,-2.64043,153.879,33.0915,11.3245,-56.8295
15.4,17.2185,-2.38207,154.03,32.7822,11.7208,-56.9183
15.4125,17.0544,-2.11865,154.182,32.4849,12.1262,-57.0071
15.425,16.8983,-1.85042,154.333,32.1999,12.5403,-57.096
15.4375,16.7504,-1.57761,154.485,31.9276,12.9628,-57.1848
15.45,16.6107,-1.30048,154.636,31.668,13.3934,-57.2737
15.4625,16.4795,-1.01927,154.788,31.4216,13.8315,-57.3626
15.475,16.3568,-0.734235,154.939,31.1884,14.2769,-57.4515
15.4875,16.2427,-0.445639,155.091,30.9688,14.7291,-57.5404
15.5,16.1373,-0.15374,155.242,30.7629,15.1876,-57.6293
15.5125,16.0408,0.141196,155.394,30.5708,15.6522,-57.7182
15.525,15.9532,0.438902,155.545,30.3928,16.1224,-57.8072
15.5375,15.8745,0.739109,155.697,30.2291,16.5977,-57.8961
15.55,15.805,1.04155,155.849,30.0797,17.0777,-57.9851
15.5625,15.7446,1.34594,156,29.9449,17.562,-58.0741
15.575,15.6934,1.65201,156.152,29.8247,18.0501,-58.1631
15.5875,15.6514,1.95948,156.303,29.7192,18.5416,-58.2521
15.6,15.6186,2.26808,156.455,29.6286,19.0361,-58.3411
15.6125,15.5952,2.57752,156.607,29.5529,19.533,-58.4301
15.625,15.5811,2.88752,156.758,29.4921,20.0321,-58.5191
15.6375,15.5763,3.19781,156.91,29.4465,20.5327,-58.6082
15.65,15.5809,3.5081,157.062,29.4159,21.0345,-58.6972
15.6625,15.5948,3.81811,157.213,29.4004,21.537,-58.7863
15.675,15.618,4.12756,157.365,29.4001,22.0397,-58.8754
15.6875,15.6506,4.43617,157.517,29.4148,22.5422,-58.9645
15.7,15.6924,4.74366,157.669,29.4447,23.044,-59.0536
15.7125,15.7434,5.04976,157.82,29.4897,23.5447,-59.1427
15.725,15.8036,5.35417,157.972,29.5498,24.0438,-59.2318
15.7375,15.873,5.65664,158.124,29.6248,24.5409,-59.3209
15.75,15.9514,5.95688,158.276,29.7148,25.0355,-59.4101
15.7625,16.0388,6.25463,158.427,29.8196,25.5272,-59.4992
15.775,16.1352,6.5496,158.579,29.9391,26.0155,-59.5884
15.7875,16.2404,6.84155,158.731,30.0733,26.5,-59.6776
15.8,16.3543,7.13019,158.883,30.222,26.9802,-59.7668
15.8125,16.4768,7.41528,159.035,30.3851,27.4558,-59.856
15.825,16.6079,7.69655,159.187,30.5624,27.9262,-59.9452
15.8375,16.7474,7.97374,159.338,30.7539,28.391,-60.0344
15.85,16.8951,8.24661,159.49,30.9592,28.8499,-60.1237
15.8625,17.051,8.51491,159.642,31.1782,29.3024,-60.2129
15.875,17.2149,8.7784,159.794,31.4107,29.7482,-60.3022
15.8875,17.3867,9.03684,159.946,31.6566,30.1867,-60.3914
15.9,17.5661,9.28998,160.098,31.9155,30.6176,-60.4807
15.9125,17.7531,9.53762,160.25,32.1873,31.0405,-60.57
15.925,17.9475,9.77951,160.402,32.4717,31.4551,-60.6593
15.9375,18.149,10.0154,160.554,32.7685,31.8609,-60.7486
15.95,18.3576,10.2452,160.706,33.0773,32.2576,-60.838
15.9625,18.5729,10.4686,160.858,33.3979,32.6449,-60.9273
15.975,18.7949,10.6854,161.01,33.7301,33.0223,-61.0166
15.9875,19.0233,10.8954,161.162,34.0734,33.3895,-61.106
16,19.258,11.0984,161.314,34.4276,33.7463,-61.1954
16.0125,19.4986,11.2943,161.466,34.7925,34.0922,-61.2847
16.025,19.745,11.4829,161.618,35.1675,34.427,-61.3741
16.0375,19.997,11.6639,161.77,35.5525,34.7503,-61.4635
16.05,20.2543,11.8373,161.922,35.947,35.062,-61.5529
16.0625,20.5167,12.0029,162.074,36.3507,35.3616,-61.6424
16.075,20.784,12.1605,162.226,36.7633,35.6489,-61.7318
16.0875,21.0559,12.31,162.378,37.1843,35.9237,-61.8212
16.1,21.3322,12.4512,162.53,37.6134,36.1857,-61.9107
16.1125,21.6126,12.5841,162.682,38.0502,36.4347,-62.0001
16.125,21.8969,12.7084,162.834,38.4943,36.6704,-62.0896
16.1375,22.1848,12.8241,162.986,38.9452,36.8926,-62.1791
16.15,22.476,12.9312,163.138,39.4027,37.1012,-62.2686
16.1625,22.7703,13.0294,163.291,39.8662,37.2959,-62.3581
16.175,23.0675,13.1187,163.443,40.3354,37.4765,-62.4476
16.1875,23.3672,13.199,163.595,40.8098,37.643,-62.5371
16.2,23.6691,13.2703,163.747,41.289,37.7951,-62.6267
16.2125,23.9731,13.3324,163.899,41.7726,37.9328,-62.7162
16.225,24.2788,13.3854,164.051,42.2601,38.0558,-62.8058
16.2375,24.586,13.4291,164.204,42.751,38.1641,-62.8953
