t,fe_error,rk4_error
2.13125,0.0142463,6.19646e-10
2.1375,0.0143551,6.24349e-10
2.14375,0.0144652,6.29105e-10
2.15,0.0145764,6.33917e-10
2.15625,0.0146889,6.38784e-10
2.1625,0.0148026,6.43707e-10
2.16875,0.0149177,6.48686e-10
2.175,0.0150339,6.53722e-10
2.18125,0.0151515,6.58816e-10
2.1875,0.0152703,6.63968e-10
2.19375,0.0153905,6.69179e-10
2.2,0.015512,6.74449e-10
2.20625,0.0156348,6.79779e-10
2.2125,0.015759,6.85169e-10
2.21875,0.0158845,6.9062e-10
2.225,0.0160113,6.96132e-10
2.23125,0.0161396,7.01706e-10
2.2375,0.0162692,7.07342e-10
2.24375,0.0164002,7.13041e-10
2.25,0.0165327,7.18802e-10
2.25625,0.0166665,7.24628e-10
2.2625,0.0168017,7.30517e-10
2.26875,0.0169384,7.3647e-10
2.275,0.0170765,7.42488e-10
2.28125,0.0172161,7.4857e-10
2.2875,0.017357,7.54718e-10
2.29375,0.0174995,7.60931e-10
2.3,0.0176433,7.67209e-10
2.30625,0.0177886,7.73552e-10
2.3125,0.0179354,7.79962e-10
2.31875,0.0180836,7.86437e-10
2.325,0.0182333,7.92977e-10
2.33125,0.0183844,7.99584e-10
2.3375,0.018537,8.06255e-10
2.34375,0.018691,8.12992e-10
2.35,0.0188465,8.19794e-10
2.35625,0.0190033,8.26662e-10
2.3625,0.0191616,8.33593e-10
2.36875,0.0193213,8.40588e-10
2.375,0.0194824,8.47648e-10
2.38125,0.0196448,8.54769e-10
2.3875,0.0198087,8.61954e-10
2.39375,0.0199738,8.692e-10
2.4,0.0201403,8.76506e-10
2.40625,0.0203081,8.83872e-10
2.4125,0.0204772,8.91297e-10
2.41875,0.0206475,8.9878e-10
2.425,0.0208191,9.06319e-10
2.43125,0.0209918,9.13912e-10
2.4375,0.0211657,9.21559e-10
2.44375,0.0213407,9.29258e-10
2.45,0.0215167,9.37007e-10
2.45625,0.0216938,9.44804e-10
2.4625,0.0218719,9.52647e-10
2.46875,0.0220509,9.60533e-10
2.475,0.0222308,9.68462e-10
2.48125,0.0224115,9.7643e-10
2.4875,0.022593,9.84434e-10
2.49375,0.0227751,9.92472e-10
2.5,0.0229579,1.00054e-09
2.50625,0.0231412,1.00864e-09
2.5125,0.023325,1.01676e-09
2.51875,0.0235092,1.0249e-09
2.525,0.0236937,1.03306e-09
2.53125,0.0238784,1.04123e-09
2.5375,0.0240633,1.04941e-09
2.54375,0.0242482,1.0576e-09
2.55,0.0244331,1.06579e-09
2.55625,0.0246177,1.07397e-09
2.5625,0.0248021,1.08215e-09
2.56875,0.0249862,1.09031e-09
2.575,0.0251697,1.09846e-09
2.58125,0.0253525,1.10658e-09
2.5875,0.0255347,1.11467e-09
2.59375,0.0257159,1.12273e-09
2.6,0.0258962,1.13074e-09
2.60625,0.0260753,1.13871e-09
2.6125,0.0262531,1.14663e-09
2.61875,0.0264295,1.15449e-09
2.625,0.0266043,1.16228e-09
2.63125,0.0267774,1.17001e-09
2.6375,0.0269486,1.17765e-09
2.64375,0.0271178,1.18521e-09
2.65,0.0272849,1.19268e-09
2.65625,0.0274496,1.20005e-09
2.6625,0.0276119,1.20732e-09
2.66875,0.0277715,1.21448e-09
2.675,0.0279283,1.22151e-09
2.68125,0.0280822,1.22842e-09
2.6875,0.0282329,1.2352e-09
2.69375,0.0283805,1.24184e-09
2.7,0.0285246,1.24833e-09
2.70625,0.0286651,1.25467e-09
2.7125,0.0288019,1.26085e-09
2.71875,0.0289349,1.26686e-09
2.725,0.0290639,1.27271e-09
2.73125,0.0291888,1.27837e-09
2.7375,0.0293094,1.28385e-09
2.74375,0.0294256,1.28914e-09
2.75,0.0295373,1.29423e-09
2.75625,0.0296443,1.29913e-09
2.7625,0.0297467,1.30382e-09
2.76875,0.0298442,1.3083e-09
2.775,0.0299367,1.31256e-09
2.78125,0.0300243,1.31661e-09
2.7875,0.0301067,1.32044e-09
2.79375,0.030184,1.32404e-09
2.8,0.0302561,1.32741e-09
2.80625,0.0303228,1.33055e-09
2.8125,0.0303843,1.33346e-09
2.81875,0.0304403,1.33614e-09
2.825,0.030491,1.33858e-09
2.83125,0.0305363,1.34078e-09
2.8375,0.0305762,1.34275e-09
2.84375,0.0306107,1.34448e-09
2.85,0.0306398,1.34598e-09
2.85625,0.0306635,1.34724e-09
2.8625,0.0306819,1.34827e-09
2.86875,0.030695,1.34906e-09
2.875,0.0307029,1.34963e-09
2.88125,0.0307055,1.34996e-09
2.8875,0.030703,1.35007e-09
2.89375,0.0306955,1.34996e-09
2.9,0.030683,1.34963e-09
2.90625,0.0306656,1.34909e-09
2.9125,0.0306435,1.34833e-09
2.91875,0.0306166,1.34736e-09
2.925,0.0305852,1.3462e-09
2.93125,0.0305493,1.34483e-09
2.9375,0.030509,1.34328e-09
2.94375,0.0304645,1.34153e-09
2.95,0.0304159,1.33961e-09
2.95625,0.0303632,1.3375e-09
2.9625,0.0303068,1.33523e-09
2.96875,0.0302466,1.33279e-09
2.975,0.0301828,1.33019e-09
2.98125,0.0301156,1.32744e-09
2.9875,0.0300451,1.32454e-09
2.99375,0.0299714,1.32149e-09
3,0.0298946,1.31832e-09
3.00625,0.029815,1.31501e-09
3.0125,0.0297326,1.31158e-09
3.01875,0.0296476,1.30803e-09
3.025,0.0295601,1.30437e-09
3.03125,0.0294703,1.3006e-09
3.0375,0.0293782,1.29674e-09
3.04375,0.0292841,1.29278e-09
3.05,0.029188,1.28873e-09
3.05625,0.0290901,1.2846e-09
3.0625,0.0289905,1.28039e-09
3.06875,0.0288894,1.27611e-09
3.075,0.0287868,1.27177e-09
3.08125,0.0286828,1.26736e-09
3.0875,0.0285776,1.26289e-09
3.09375,0.0284713,1.25838e-09
3.1,0.028364,1.25381e-09
3.10625,0.0282559,1.24921e-09
3.1125,0.0281469,1.24456e-09
3.11875,0.0280372,1.23989e-09
3.125,0.0279269,1.23518e-09
3.13125,0.0278161,1.23045e-09
3.1375,0.0277049,1.22569e-09
3.14375,0.0275934,1.22092e-09
3.15,0.0274816,1.21614e-09
3.15625,0.0273696,1.21134e-09
3.1625,0.0272575,1.20654e-09
3.16875,0.0271454,1.20173e-09
3.175,0.0270333,1.19692e-09
3.18125,0.0269213,1.19211e-09
3.1875,0.0268095,1.18731e-09
3.19375,0.0266979,1.18251e-09
3.2,0.0265867,1.17773e-09
3.20625,0.0264757,1.17295e-09
3.2125,0.0263651,1.16819e-09
3.21875,0.026255,1.16345e-09
3.225,0.0261454,1.15873e-09
3.23125,0.0260363,1.15402e-09
3.2375,0.0259277,1.14934e-09
3.24375,0.0258198,1.14468e-09
3.25,0.0257125,1.14005e-09
3.25625,0.0256059,1.13545e-09
3.2625,0.0255001,1.13087e-09
3.26875,0.0253949,1.12633e-09
3.275,0.0252906,1.12181e-09
3.28125,0.025187,1.11733e-09
3.2875,0.0250843,1.11288e-09
3.29375,0.0249824,1.10847e-09
3.3,0.0248814,1.10409e-09
3.30625,0.0247813,1.09975e-09
3.3125,0.0246821,1.09545e-09
3.31875,0.0245838,1.09119e-09
3.325,0.0244864,1.08696e-09
3.33125,0.0243901,1.08278e-09
3.3375,0.0242947,1.07863e-09
3.34375,0.0242002,1.07453e-09
3.35,0.0241068,1.07046e-09
3.35625,0.0240144,1.06644e-09
3.3625,0.023923,1.06246e-09
3.36875,0.0238326,1.05853e-09
3.375,0.0237432,1.05463e-09
3.38125,0.0236549,1.05078e-09
3.3875,0.0235676,1.04698e-09
3.39375,0.0234813,1.04321e-09
3.4,0.0233961,1.0395e-09
3.40625,0.023312,1.03582e-09
3.4125,0.0232289,1.03219e-09
3.41875,0.0231468,1.0286e-09
3.425,0.0230659,1.02506e-09
3.43125,0.0229859,1.02156e-09
3.4375,0.0229071,1.01811e-09
3.44375,0.0228293,1.0147e-09
3.45,0.0227525,1.01134e-09
3.45625,0.0226768,1.00802e-09
3.4625,0.0226022,1.00474e-09
3.46875,0.0225286,1.00151e-09
3.475,0.022456,9.98322e-10
3.48125,0.0223845,9.95179e-10
3.4875,0.0223141,9.92079e-10
3.49375,0.0222446,9.89024e-10
3.5,0.0221763,9.86012e-10
3.50625,0.0221089,9.83044e-10
3.5125,0.0220426,9.80119e-10
3.51875,0.0219773,9.77238e-10
3.525,0.021913,9.74399e-10
3.53125,0.0218498,9.71603e-10
3.5375,0.0217875,9.6885e-10
3.54375,0.0217263,9.6614e-10
3.55,0.0216661,9.63472e-10
3.55625,0.0216068,9.60846e-10
3.5625,0.0215486,9.58261e-10
3.56875,0.0214913,9.55718e-10
3.575,0.021435,9.53218e-10
3.58125,0.0213797,9.50757e-10
3.5875,0.0213254,9.48339e-10
3.59375,0.021272,9.4596e-10
3.6,0.0212196,9.43622e-10
3.60625,0.0211681,9.41325e-10
3.6125,0.0211176,9.39067e-10
3.61875,0.0210681,9.3685e-10
3.625,0.0210194,9.34671e-10
3.63125,0.0209717,9.32532e-10
3.6375,0.020925,9.30432e-10
3.64375,0.0208791,9.28372e-10
3.65,0.0208342,9.26349e-10
3.65625,0.0207901,9.24365e-10
3.6625,0.020747,9.22419e-10
3.66875,0.0207048,9.20512e-10
3.675,0.0206634,9.18642e-10
3.68125,0.020623,9.16809e-10
3.6875,0.0205834,9.15013e-10
3.69375,0.0205447,9.13255e-10
3.7,0.0205069,9.11533e-10
3.70625,0.0204699,9.09848e-10
3.7125,0.0204338,9.08199e-10
3.71875,0.0203986,9.06586e-10
3.725,0.0203642,9.05009e-10
3.73125,0.0203306,9.03468e-10
3.7375,0.0202979,9.01962e-10
3.74375,0.020266,9.00491e-10
3.75,0.020235,8.99056e-10
3.75625,0.0202048,8.97655e-10
3.7625,0.0201754,8.96288e-10
3.76875,0.0201468,8.94957e-10
3.775,0.020119,8.9366e-10
3.78125,0.020092,8.92396e-10
3.7875,0.0200659,8.91166e-10
3.79375,0.0200405,8.89971e-10
3.8,0.0200159,8.88808e-10
3.80625,0.0199921,8.8768e-10
3.8125,0.0199691,8.86583e-10
3.81875,0.0199469,8.8552e-10
3.825,0.0199254,8.8449e-10
3.83125,0.0199048,8.83492e-10
3.8375,0.0198848,8.82528e-10
3.84375,0.0198657,8.81595e-10
3.85,0.0198473,8.80694e-10
3.85625,0.0198297,8.79825e-10
3.8625,0.0198128,8.78989e-10
3.86875,0.0197967,8.78184e-10
3.875,0.0197813,8.7741e-10
3.88125,0.0197667,8.76668e-10
3.8875,0.0197528,8.75958e-10
3.89375,0.0197397,8.75278e-10
3.9,0.0197273,8.74629e-10
3.90625,0.0197156,8.74012e-10
3.9125,0.0197047,8.73425e-10
3.91875,0.0196944,8.72869e-10
3.925,0.0196849,8.72343e-10
3.93125,0.0196762,8.71849e-10
3.9375,0.0196681,8.71384e-10
3.94375,0.0196608,8.7095e-10
3.95,0.0196542,8.70545e-10
3.95625,0.0196483,8.70172e-10
3.9625,0.0196431,8.69827e-10
3.96875,0.0196386,8.69513e-10
3.975,0.0196348,8.69229e-10
3.98125,0.0196317,8.68974e-10
3.9875,0.0196293,8.6875e-10
3.99375,0.0196276,8.68554e-10
4,0.0196267,8.68388e-10
4.00625,0.0196264,8.68252e-10
4.0125,0.0196268,8.68146e-10
4.01875,0.0196279,8.68068e-10
4.025,0.0196297,8.6802e-10
4.03125,0.0196322,8.68001e-10
4.0375,0.0196354,8.68012e-10
4.04375,0.0196393,8.68051e-10
4.05,0.0196439,8.6812e-10
4.05625,0.0196491,8.68218e-10
4.0625,0.0196551,8.68345e-10
4.06875,0.0196617,8.68501e-10
4.075,0.019669,8.68685e-10
4.08125,0.019677,8.68899e-10
4.0875,0.0196857,8.69143e-10
4.09375,0.0196951,8.69414e-10
4.1,0.0197052,8.69716e-10
4.10625,0.0197159,8.70046e-10
4.1125,0.0197274,8.70404e-10
4.11875,0.0197395,8.70792e-10
4.125,0.0197523,8.71209e-10
4.13125,0.0197658,8.71655e-10
4.1375,0.01978,8.7213e-10
4.14375,0.0197948,8.72634e-10
4.15,0.0198104,8.73167e-10
4.15625,0.0198266,8.73729e-10
4.1625,0.0198435,8.7432e-10
4.16875,0.0198611,8.74941e-10
4.175,0.0198794,8.7559e-10
4.18125,0.0198984,8.76269e-10
4.1875,0.0199181,8.76977e-10
4.19375,0.0199385,8.77715e-10
4.2,0.0199595,8.78481e-10
4.20625,0.0199813,8.79276e-10
4.2125,0.0200037,8.80102e-10
4.21875,0.0200269,8.80957e-10
4.225,0.0200507,8.81842e-10
4.23125,0.0200753,8.82757e-10
4.2375,0.0201005,8.837e-10
4.24375,0.0201265,8.84674e-10
4.25,0.0201531,8.85678e-10
4.25625,0.0201805,8.86712e-10
4.2625,0.0202085,8.87776e-10
4.26875,0.0202373,8.8887e-10
4.275,0.0202668,8.89994e-10
4.28125,0.020297,8.91149e-10
4.2875,0.0203279,8.92334e-10
4.29375,0.0203596,8.93549e-10
4.3,0.0203919,8.94796e-10
4.30625,0.020425,8.96073e-10
4.3125,0.0204588,8.97381e-10
4.31875,0.0204934,8.98721e-10
4.325,0.0205287,9.00091e-10
4.33125,0.0205647,9.01492e-10
4.3375,0.0206014,9.02925e-10
4.34375,0.0206389,9.0439e-10
4.35,0.0206772,9.05887e-10
4.35625,0.0207162,9.07415e-10
4.3625,0.0207559,9.08975e-10
4.36875,0.0207964,9.10568e-10
4.375,0.0208377,9.12193e-10
4.38125,0.0208797,9.1385e-10
4.3875,0.0209225,9.1554e-10
4.39375,0.0209661,9.17263e-10
4.4,0.0210104,9.1902e-10
4.40625,0.0210555,9.20809e-10
4.4125,0.0211014,9.22632e-10
4.41875,0.0211481,9.24488e-10
4.425,0.0211956,9.26378e-10
4.43125,0.0212439,9.28302e-10
4.4375,0.0212929,9.3026e-10
4.44375,0.0213428,9.32254e-10
4.45,0.0213935,9.34281e-10
4.45625,0.021445,9.36343e-10
4.4625,0.0214974,9.3844e-10
4.46875,0.0215505,9.40573e-10
4.475,0.0216045,9.42742e-10
4.48125,0.0216594,9.44945e-10
4.4875,0.021715,9.47185e-10
4.49375,0.0217716,9.49462e-10
4.5,0.0218289,9.51774e-10
4.50625,0.0218872,9.54124e-10
4.5125,0.0219463,9.56511e-10
4.51875,0.0220062,9.58934e-10
4.525,0.0220671,9.61396e-10
4.53125,0.0221288,9.63896e-10
4.5375,0.0221915,9.66434e-10
4.54375,0.022255,9.69009e-10
4.55,0.0223194,9.71624e-10
4.55625,0.0223848,9.74278e-10
4.5625,0.022451,9.7697e-10
4.56875,0.0225182,9.79703e-10
4.575,0.0225863,9.82476e-10
4.58125,0.0226554,9.85289e-10
4.5875,0.0227254,9.88143e-10
4.59375,0.0227964,9.91037e-10
4.6,0.0228683,9.93973e-10
4.60625,0.0229412,9.9695e-10
4.6125,0.023015,9.99969e-10
4.61875,0.0230899,1.00303e-09
4.625,0.0231657,1.00613e-09
4.63125,0.0232426,1.00928e-09
4.6375,0.0233205,1.01247e-09
4.64375,0.0233993,1.01571e-09
4.65,0.0234792,1.01899e-09
4.65625,0.0235602,1.02231e-09
4.6625,0.0236422,1.02568e-09
4.66875,0.0237252,1.02909e-09
4.675,0.0238093,1.03255e-09
