t,x,y,z,vx,vy,vz
1.375,44.9248,-4.98229,11.6444,-1.22882,-33.1565,-11.3132
1.3875,44.9094,-5.39675,11.5029,-2.09172,-33.1357,-11.3824
1.4,44.8833,-5.81095,11.3607,-2.95408,-33.0902,-11.4507
1.4125,44.8464,-6.22457,11.2175,-3.81518,-33.02,-11.5182
1.425,44.7987,-6.63733,11.0735,-4.67431,-32.9252,-11.5848
1.4375,44.7402,-7.04889,10.9287,-5.53076,-32.8057,-11.6505
1.45,44.6711,-7.45896,10.7831,-6.38382,-32.6616,-11.7153
1.4625,44.5913,-7.86723,10.6367,-7.23278,-32.4932,-11.7793
1.475,44.5009,-8.2734,10.4894,-8.07695,-32.3004,-11.8424
1.4875,44.3999,-8.67715,10.3414,-8.91562,-32.0833,-11.9045
1.5,44.2885,-9.07819,10.1926,-9.74809,-31.8423,-11.9658
1.5125,44.1666,-9.47622,10.043,-10.5737,-31.5774,-12.0262
1.525,44.0345,-9.87094,9.89269,-11.3917,-31.2888,-12.0857
1.5375,43.8921,-10.262,9.74162,-12.2014,-30.9768,-12.1443
1.55,43.7396,-10.6493,9.58981,-13.0022,-30.6416,-12.202
1.5625,43.577,-11.0323,9.43729,-13.7935,-30.2834,-12.2587
1.575,43.4046,-11.4108,9.28406,-14.5744,-29.9026,-12.3145
1.5875,43.2224,-11.7846,9.13012,-15.3445,-29.4994,-12.3694
1.6,43.0306,-12.1533,8.97551,-16.1029,-29.0741,-12.4234
1.6125,42.8293,-12.5168,8.82021,-16.8492,-28.6271,-12.4764
1.625,42.6187,-12.8746,8.66426,-17.5827,-28.1587,-12.5285
1.6375,42.3989,-13.2266,8.50765,-18.3027,-27.6692,-12.5797
1.65,42.1702,-13.5725,8.35041,-19.0087,-27.1592,-12.6299
1.6625,41.9325,-13.912,8.19253,-19.7001,-26.6289,-12.6792
1.675,41.6863,-14.2448,8.03404,-20.3762,-26.0788,-12.7275
1.6875,41.4316,-14.5708,7.87495,-21.0365,-25.5093,-12.7748
1.7,41.1686,-14.8897,7.71526,-21.6805,-24.9209,-12.8212
1.7125,40.8976,-15.2012,7.555,-22.3076,-24.3141,-12.8667
1.725,40.6188,-15.5051,7.39416,-22.9173,-23.6893,-12.9111
1.7375,40.3323,-15.8012,7.23277,-23.509,-23.0471,-12.9546
1.75,40.0385,-16.0893,7.07084,-24.0823,-22.3879,-12.9971
1.7625,39.7374,-16.3692,6.90838,-24.6366,-21.7123,-13.0387
1.775,39.4295,-16.6406,6.74539,-25.1716,-21.0208,-13.0793
1.7875,39.1148,-16.9033,6.5819,-25.6866,-20.314,-13.1188
1.8,38.7937,-17.1572,6.41792,-26.1814,-19.5925,-13.1574
1.8125,38.4665,-17.4022,6.25345,-26.6554,-18.8568,-13.195
1.825,38.1333,-17.6379,6.08851,-27.1083,-18.1076,-13.2316
1.8375,37.7944,-17.8642,5.92312,-27.5397,-17.3454,-13.2673
1.85,37.4502,-18.081,5.75728,-27.9491,-16.5709,-13.3019
1.8625,37.1008,-18.2882,5.591,-28.3363,-15.7847,-13.3355
1.875,36.7466,-18.4855,5.42431,-28.7009,-14.9874,-13.3681
1.8875,36.3879,-18.6728,5.25721,-29.0426,-14.1797,-13.3997
1.9,36.0248,-18.8501,5.08971,-29.3611,-13.3623,-13.4303
1.9125,35.6578,-19.0171,4.92183,-29.656,-12.5358,-13.4599
1.925,35.2871,-19.1738,4.75358,-29.9272,-11.7009,-13.4885
1.9375,34.913,-19.32,4.58498,-30.1744,-10.8582,-13.5161
1.95,34.5358,-19.4558,4.41602,-30.3974,-10.0085,-13.5426
1.9625,34.1559,-19.5809,4.24674,-30.5959,-9.15251,-13.5682
1.975,33.7734,-19.6953,4.07714,-30.7699,-8.29086,-13.5927
1.9875,33.3888,-19.7989,3.90723,-30.919,-7.4243,-13.6162
2,33.0023,-19.8917,3.73703,-31.0432,-6.55352,-13.6387
2.0125,32.6143,-19.9736,3.56655,-31.1424,-5.67924,-13.6601
2.025,32.225,-20.0446,3.39579,-31.2165,-4.8022,-13.6805
2.0375,31.8348,-20.1047,3.22479,-31.2653,-3.92311,-13.6999
2.05,31.444,-20.1537,3.05354,-31.2888,-3.04269,-13.7183
2.0625,31.0529,-20.1917,2.88206,-31.287,-2.16168,-13.7356
2.075,30.6618,-20.2188,2.71036,-31.2599,-1.28081,-13.7519
2.0875,30.271,-20.2348,2.53847,-31.2074,-0.400803,-13.7672
2.1,29.8809,-20.2398,2.36638,-31.1297,0.477611,-13.7814
2.1125,29.4918,-20.2338,2.19411,-31.0266,1.3537,-13.7946
2.125,29.104,-20.2169,2.02168,-30.8984,2.22674,-13.8068
2.1375,28.7177,-20.1891,1.84909,-30.745,3.09601,-13.8179
2.15,28.3334,-20.1504,1.67637,-30.5666,3.96077,-13.828
2.1625,27.9513,-20.1008,1.50352,-30.3634,4.82032,-13.837
2.175,27.5718,-20.0406,1.33056,-30.1354,5.67393,-13.845
2.1875,27.1951,-19.9697,1.15749,-29.8829,6.52089,-13.852
2.2,26.8216,-19.8882,0.984345,-29.606,7.36049,-13.8579
2.2125,26.4515,-19.7961,0.811121,-29.3049,8.19204,-13.8628
2.225,26.0852,-19.6937,0.637837,-28.9799,9.01484,-13.8666
2.2375,25.7229,-19.5811,0.464504,-28.6313,9.82819,-13.8694
2.25,25.365,-19.4582,0.291137,-28.2592,10.6314,-13.8711
2.2625,25.0118,-19.3253,0.117748,-27.864,11.4238,-13.8718
2.275,24.6635,-19.1825,-0.05565,-27.446,12.2048,-13.8715
2.2875,24.3204,-19.03,-0.229044,-27.0056,12.9736,-13.8701
2.3,23.9829,-18.8678,-0.40242,-26.543,13.7297,-13.8677
2.3125,23.6511,-18.6962,-0.575767,-26.0586,14.4724,-13.8642
2.325,23.3253,-18.5153,-0.74907,-25.5529,15.201,-13.8597
2.3375,23.0059,-18.3252,-0.922317,-25.0262,15.915,-13.8542
2.35,22.6931,-18.1263,-1.09549,-24.479,16.6137,-13.8476
2.3625,22.3871,-17.9186,-1.26859,-23.9117,17.2966,-13.84
2.375,22.0882,-17.7024,-1.44159,-23.3247,17.9631,-13.8313
2.3875,21.7967,-17.4779,-1.61448,-22.7185,18.6125,-13.8216
2.4,21.5127,-17.2452,-1.78725,-22.0936,19.2445,-13.8109
2.4125,21.2365,-17.0047,-1.95989,-21.4506,19.8583,-13.7991
2.425,20.9684,-16.7564,-2.13237,-20.7898,20.4535,-13.7862
2.4375,20.7085,-16.5008,-2.3047,-20.112,21.0296,-13.7724
2.45,20.4571,-16.2379,-2.47686,-19.4175,21.5861,-13.7575
2.4625,20.2144,-15.9681,-2.64883,-18.707,22.1225,-13.7416
2.475,19.9805,-15.6916,-2.8206,-17.9811,22.6384,-13.7246
2.4875,19.7558,-15.4086,-2.99215,-17.2404,23.1333,-13.7066
2.5,19.5403,-15.1194,-3.16349,-16.4854,23.6067,-13.6876
2.5125,19.3342,-14.8243,-3.33458,-15.7167,24.0583,-13.6675
2.525,19.1378,-14.5236,-3.50542,-14.9351,24.4877,-13.6465
2.5375,18.9511,-14.2175,-3.67601,-14.1411,24.8944,-13.6244
2.55,18.7743,-13.9063,-3.84631,-13.3354,25.2782,-13.6012
2.5625,18.6076,-13.5903,-4.01633,-12.5186,25.6387,-13.5771
2.575,18.4511,-13.2699,-4.18604,-11.6915,25.9756,-13.5519
2.5875,18.305,-12.9452,-4.35544,-10.8547,26.2886,-13.5257
2.6,18.1693,-12.6166,-4.52451,-10.0088,26.5773,-13.4985
2.6125,18.0442,-12.2843,-4.69324,-9.15464,26.8417,-13.4703
2.625,17.9298,-11.9488,-4.86162,-8.29286,27.0813,-13.441
2.6375,17.8261,-11.6103,-5.02963,-7.42419,27.2959,-13.4108
2.65,17.7333,-11.2691,-5.19727,-6.54933,27.4855,-13.3796
2.6625,17.6514,-10.9255,-5.36451,-5.66901,27.6498,-13.3473
2.675,17.5806,-10.5799,-5.53135,-4.78396,27.7886,-13.314
2.6875,17.5208,-10.2326,-5.69778,-3.89491,27.9018,-13.2798
2.7,17.4721,-9.88378,-5.86377,-3.0026,27.9893,-13.2445
2.7125,17.4345,-9.53391,-6.02933,-2.10777,28.051,-13.2083
2.725,17.4082,-9.18327,-6.19443,-1.21117,28.0869,-13.171
2.7375,17.3931,-8.83219,-6.35907,-0.313525,28.0968,-13.1328
2.75,17.3891,-8.48098,-6.52323,0.584402,28.0807,-13.0935
2.7625,17.3964,-8.12997,-6.6869,1.48187,28.0387,-13.0533
2.775,17.415,-7.77949,-6.85007,2.37812,27.9707,-13.0121
2.7875,17.4447,-7.42985,-7.01272,3.27242,27.8768,-12.97
2.8,17.4856,-7.08139,-7.17484,4.16402,27.757,-12.9268
2.8125,17.5376,-6.73443,-7.33643,5.05216,27.6114,-12.8827
2.825,17.6008,-6.38929,-7.49746,5.93612,27.4401,-12.8376
2.8375,17.675,-6.04629,-7.65793,6.81514,27.2433,-12.7916
2.85,17.7602,-5.70575,-7.81783,7.6885,27.021,-12.7446
2.8625,17.8563,-5.36798,-7.97713,8.55545,26.7735,-12.6966
2.875,17.9632,-5.03332,-8.13584,9.41528,26.5008,-12.6477
2.8875,18.0809,-4.70205,-8.29394,10.2672,26.2033,-12.5978
2.9,18.2093,-4.37451,-8.45141,11.1107,25.8812,-12.547
2.9125,18.3482,-4.051,-8.60825,11.9448,25.5346,-12.4952
2.925,18.4975,-3.73182,-8.76444,12.7689,25.1638,-12.4425
2.9375,18.6571,-3.41727,-8.91997,13.5824,24.7693,-12.3889
2.95,18.8269,-3.10765,-9.07483,14.3845,24.3511,-12.3343
2.9625,19.0067,-2.80326,-9.22901,15.1745,23.9097,-12.2788
2.975,19.1963,-2.50439,-9.38249,15.9519,23.4455,-12.2224
2.9875,19.3957,-2.21132,-9.53527,16.7159,22.9587,-12.165
3,19.6047,-1.92434,-9.68734,17.4658,22.4498,-12.1068
3.0125,19.823,-1.64372,-9.83867,18.2011,21.9192,-12.0476
3.025,20.0505,-1.36973,-9.98927,18.9211,21.3673,-11.9876
3.0375,20.287,-1.10263,-10.1391,19.6252,20.7945,-11.9266
3.05,20.5324,-0.842704,-10.2882,20.3128,20.2013,-11.8647
3.0625,20.7863,-0.590187,-10.4365,20.9833,19.5882,-11.802
3.075,21.0486,-0.345335,-10.584,21.6361,18.9556,-11.7383
3.0875,21.319,-0.108391,-10.7308,22.2707,18.3041,-11.6738
3.1,21.5974,0.12041,-10.8767,22.8866,17.6341,-11.6084
3.1125,21.8835,0.340837,-11.0218,23.4831,16.9463,-11.5421
3.125,22.177,0.552666,-11.1661,24.0598,16.2412,-11.475
3.1375,22.4778,0.755681,-11.3095,24.6163,15.5193,-11.407
3.15,22.7855,0.949672,-11.4521,25.1519,14.7813,-11.3381
3.1625,23.0999,1.13444,-11.5938,25.6662,14.0277,-11.2684
3.175,23.4207,1.30978,-11.7347,26.1588,13.2591,-11.1978
3.1875,23.7477,1.47552,-11.8746,26.6293,12.4763,-11.1264
3.2,24.0805,1.63148,-12.0137,27.0772,11.6797,-11.0542
3.2125,24.419,1.77747,-12.1519,27.5021,10.8701,-10.9811
3.225,24.7628,1.91335,-12.2892,27.9037,10.0481,-10.9072
3.2375,25.1116,2.03895,-12.4255,28.2817,9.21438,-10.8325
3.25,25.4651,2.15413,-12.5609,28.6356,8.36965,-10.757
3.2625,25.823,2.25875,-12.6954,28.9651,7.51458,-10.6806
3.275,26.1851,2.35268,-12.8289,29.27,6.64987,-10.6035
3.2875,26.551,2.43581,-12.9614,29.55,5.77624,-10.5255
3.3,26.9204,2.50801,-13.093,29.8048,4.8944,-10.4468
3.3125,27.2929,2.56919,-13.2236,30.0341,4.00507,-10.3673
3.325,27.6683,2.61925,-13.3532,30.2379,3.10899,-10.287
3.3375,28.0463,2.65811,-13.4818,30.4158,2.2069,-10.2059
3.35,28.4265,2.6857,-13.6093,30.5677,1.29953,-10.1241
3.3625,28.8086,2.70195,-13.7359,30.6934,0.387645,-10.0415
3.375,29.1923,2.70679,-13.8614,30.7928,-0.528013,-9.95813
3.3875,29.5772,2.70019,-13.9859,30.8659,-1.44668,-9.87403
3.4,29.963,2.68211,-14.1093,30.9124,-2.36761,-9.78918
3.4125,30.3494,2.65251,-14.2317,30.9324,-3.29002,-9.70361
3.425,30.7361,2.61139,-14.353,30.9258,-4.21316,-9.6173
3.4375,31.1226,2.55872,-14.4732,30.8926,-5.13626,-9.53027
3.45,31.5088,2.49452,-14.5923,30.8327,-6.05855,-9.44252
3.4625,31.8942,2.41879,-14.7103,30.7463,-6.97926,-9.35406
3.475,32.2785,2.33155,-14.8273,30.6332,-7.89764,-9.2649
3.4875,32.6615,2.23283,-14.9431,30.4937,-8.81291,-9.17504
3.5,33.0426,2.12266,-15.0578,30.3278,-9.72432,-9.0845
3.5125,33.4217,2.00111,-15.1713,30.1357,-10.6311,-8.99327
3.525,33.7984,1.86822,-15.2837,29.9173,-11.5325,-8.90136
3.5375,34.1724,1.72407,-15.395,29.6729,-12.4277,-8.80879
3.55,34.5433,1.56872,-15.5051,29.4028,-13.3161,-8.71555
3.5625,34.9108,1.40227,-15.6141,29.1069,-14.1968,-8.62166
3.575,35.2747,1.22481,-15.7218,28.7857,-15.0692,-8.52712
3.5875,35.6345,1.03644,-15.8284,28.4393,-15.9325,-8.43194
3.6,35.99,0.837286,-15.9338,28.068,-16.7859,-8.33613
3.6125,36.3408,0.627462,-16.038,27.672,-17.6288,-8.23969
3.625,36.6867,0.407102,-16.141,27.2518,-18.4604,-8.14263
3.6375,37.0274,0.176347,-16.2428,26.8075,-19.2801,-8.04495
3.65,37.3625,-0.064655,-16.3434,26.3395,-20.0872,-7.94668
3.6625,37.6917,-0.315744,-16.4427,25.8483,-20.8809,-7.8478
3.675,38.0148,-0.576755,-16.5408,25.3341,-21.6606,-7.74834
3.6875,38.3315,-0.847512,-16.6376,24.7974,-22.4256,-7.64829
3.7,38.6415,-1.12783,-16.7332,24.2386,-23.1753,-7.54767
3.7125,38.9444,-1.41752,-16.8276,23.6582,-23.9091,-7.44648
3.725,39.2402,-1.71639,-16.9207,23.0566,-24.6263,-7.34473
3.7375,39.5284,-2.02422,-17.0125,22.4342,-25.3264,-7.24243
3.75,39.8088,-2.3408,-17.103,21.7917,-26.0086,-7.13959
3.7625,40.0812,-2.6659,-17.1923,21.1294,-26.6725,-7.0362
3.775,40.3453,-2.99931,-17.2802,20.4479,-27.3175,-6.93229
3.7875,40.6009,-3.34078,-17.3669,19.7478,-27.943,-6.82786
3.8,40.8478,-3.69007,-17.4522,19.0296,-28.5484,-6.72292
3.8125,41.0856,-4.04692,-17.5362,18.2939,-29.1333,-6.61747
3.825,41.3143,-4.41109,-17.619,17.5413,-29.6972,-6.51152
3.8375,41.5336,-4.7823,-17.7004,16.7723,-30.2395,-6.40508
3.85,41.7432,-5.1603,-17.7804,15.9877,-30.7598,-6.29816
3.8625,41.9431,-5.5448,-17.8591,15.188,-31.2577,-6.19077
3.875,42.1329,-5.93552,-17.9365,14.3739,-31.7327,-6.08291
3.8875,42.3126,-6.33217,-18.0126,13.5461,-32.1843,-5.9746
3.9,42.4819,-6.73448,-18.0873,12.7051,-32.6123,-5.86584
3.9125,42.6407,-7.14213,-18.1606,11.8518,-33.0161,-5.75663
3.925,42.7889,-7.55483,-18.2325,10.9867,-33.3956,-5.64699
3.9375,42.9262,-7.97228,-18.3031,10.1107,-33.7502,-5.53693
3.95,43.0526,-8.39416,-18.3723,9.2243,-34.0798,-5.42645
3.9625,43.1679,-8.82015,-18.4402,8.32837,-34.3839,-5.31557
3.975,43.272,-9.24995,-18.5066,7.4236,-34.6624,-5.20428
3.9875,43.3648,-9.68323,-18.5717,6.51073,-34.9149,-5.09261
4,43.4462,-10.1197,-18.6353,5.5905,-35.1413,-4.98055
4.0125,43.5161,-10.5589,-18.6976,4.66367,-35.3413,-4.86811
4.025,43.5744,-11.0007,-18.7584,3.731,-35.5148,-4.75531
4.0375,43.621,-11.4446,-18.8179,2.79324,-35.6615,-4.64216
4.05,43.6559,-11.8904,-18.8759,1.85118,-35.7813,-4.52865
4.0625,43.6791,-12.3377,-18.9325,0.905575,-35.8741,-4.41481
4.075,43.6904,-12.7861,-18.9877,-0.0427868,-35.9398,-4.30063
4.0875,43.6899,-13.2353,-19.0414,-0.993127,-35.9783,-4.18613
4.1,43.6774,-13.6851,-19.0938,-1.94466,-35.9895,-4.07131
4.1125,43.6531,-14.1349,-19.1447,-2.89661,-35.9735,-3.95619
4.125,43.6169,-14.5846,-19.1941,-3.84819,-35.9302,-3.84077
4.1375,43.5688,-15.0337,-19.2421,-4.7986,-35.8596,-3.72506
4.15,43.5088,-15.482,-19.2887,-5.74707,-35.7617,-3.60907
4.1625,43.437,-15.929,-19.3338,-6.69281,-35.6366,-3.49281
4.175,43.3533,-16.3745,-19.3775,-7.63504,-35.4844,-3.37629
4.1875,43.2579,-16.818,-19.4197,-8.57297,-35.3052,-3.25951
4.2,43.1507,-17.2593,-19.4604,-9.50583,-35.099,-3.14249
4.2125,43.0319,-17.6981,-19.4997,-10.4328,-34.8662,-3.02524
4.225,42.9015,-18.1339,-19.5375,-11.3532,-34.6067,-2.90775
4.2375,42.7596,-18.5665,-19.5739,-12.2663,-34.3208,-2.79005
4.25,42.6063,-18.9955,-19.6087,-13.1711,-34.0087,-2.67214
4.2625,42.4416,-19.4206,-19.6421,-14.0671,-33.6707,-2.55402
4.275,42.2658,-19.8415,-19.6741,-14.9534,-33.307,-2.43572
4.2875,42.0789,-20.2578,-19.7045,-15.8294,-32.9178,-2.31723
4.3,41.881,-20.6693,-19.7335,-16.6942,-32.5035,-2.19857
4.3125,41.6723,-21.0756,-19.7609,-17.5472,-32.0644,-2.07974
4.325,41.453,-21.4764,-19.7869,-18.3876,-31.6009,-1.96075
4.3375,41.2231,-21.8714,-19.8115,-19.2148,-31.1132,-1.84162
4.35,40.9829,-22.2603,-19.8345,-20.028,-30.6018,-1.72235
4.3625,40.7326,-22.6428,-19.856,-20.8266,-30.0671,-1.60295
4.375,40.4723,-23.0187,-19.876,-21.6098,-29.5095,-1.48343
4.3875,40.2021,-23.3875,-19.8946,-22.3771,-28.9294,-1.3638
4.4,39.9224,-23.7492,-19.9116,-23.1278,-28.3273,-1.24407
4.4125,39.6333,-24.1033,-19.9272,-23.8612,-27.7037,-1.12424
4.425,39.3351,-24.4496,-19.9412,-24.5767,-27.059,-1.00433
4.4375,39.0279,-24.7878,-19.9538,-25.2738,-26.3939,-0.88434
4.45,38.7119,-25.1177,-19.9648,-25.9518,-25.7087,-0.764285
4.4625,38.3875,-25.4391,-19.9744,-26.6102,-25.0041,-0.644174
4.475,38.0549,-25.7516,-19.9825,-27.2483,-24.2806,-0.524014
4.4875,37.7143,-26.0551,-19.989,-27.8657,-23.5389,-0.403815
4.5,37.366,-26.3494,-19.994,-28.4618,-22.7794,-0.283585
4.5125,37.0102,-26.6341,-19.9976,-29.0362,-22.0028,-0.163334
4.525,36.6473,-26.9091,-19.9996,-29.5882,-21.2098,-0.0430707
4.5375,36.2774,-27.1743,-20.0002,-30.1175,-20.401,0.0771958
4.55,35.9009,-27.4293,-19.9992,-30.6236,-19.577,0.197457
4.5625,35.5181,-27.674,-19.9967,-31.106,-18.7385,0.317702
4.575,35.1293,-27.9082,-19.9928,-31.5644,-17.8862,0.437924
4.5875,34.7348,-28.1318,-19.9873,-31.9983,-17.0208,0.558114
4.6,34.3348,-28.3446,-19.9803,-32.4073,-16.1429,0.678261
4.6125,33.9297,-28.5464,-19.9718,-32.7912,-15.2534,0.798357
4.625,33.5198,-28.737,-19.9619,-33.1495,-14.3529,0.918393
4.6375,33.1054,-28.9164,-19.9504,-33.4819,-13.4421,1.03836
4.65,32.6869,-29.0845,-19.9374,-33.7882,-12.5218,1.15825
4.6625,32.2646,-29.241,-19.9229,-34.0681,-11.5928,1.27805
4.675,31.8387,-29.3859,-19.9069,-34.3213,-10.6558,1.39776
