t,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2
11.25,3.71154,-21.1515,1.02227,16.8474,18.8647,-13.8536,26.6716,-18.0536,7.19949,26.2349,29.3355,0.255568
11.2625,3.92571,-20.9193,0.849068,17.418,18.2858,-13.8592,27.0055,-17.6923,7.20241,27.1857,28.4777,0.212267
11.275,4.14692,-20.6945,0.675798,17.9716,17.6906,-13.8638,27.3511,-17.3418,7.20479,28.1113,27.5929,0.168949
11.2875,4.37493,-20.4771,0.502477,18.5077,17.0797,-13.8673,27.7082,-17.0026,7.20663,29.0109,26.6816,0.125619
11.3,4.60953,-20.2675,0.329118,19.0258,16.4536,-13.8698,28.0763,-16.6749,7.20793,29.8838,25.7446,0.0822796
11.3125,4.8505,-20.0659,0.155735,19.5257,15.8127,-13.8713,28.4552,-16.3591,7.20869,30.7292,24.7827,0.0389338
11.325,5.0976,-19.8723,-0.01766,20.0067,15.1577,-13.8717,28.8444,-16.0554,7.20891,31.5464,23.7967,-0.00441499
11.3375,5.35059,-19.687,-0.191054,20.4686,14.4891,-13.8711,29.2437,-15.7642,7.20858,32.3348,22.7875,-0.0477634
11.35,5.60923,-19.5101,-0.364433,20.9109,13.8074,-13.8694,29.6527,-15.4858,7.20771,33.0938,21.7558,-0.0911082
11.3625,5.87328,-19.3418,-0.537785,21.3334,13.1132,-13.8667,30.0709,-15.2204,7.2063,33.8225,20.7026,-0.134446
11.375,6.14248,-19.1823,-0.711096,21.7355,12.4071,-13.863,30.4981,-14.9683,7.20435,34.5206,19.6286,-0.177774
11.3875,6.41658,-19.0317,-0.884354,22.117,11.6897,-13.8582,30.9338,-14.7298,7.20186,35.1873,18.5349,-0.221089
11.4,6.69532,-18.8901,-1.05755,22.4776,10.9616,-13.8523,31.3777,-14.505,7.19882,35.8221,17.4223,-0.264386
11.4125,6.97843,-18.7577,-1.23066,22.817,10.2233,-13.8454,31.8292,-14.2943,7.19525,36.4245,16.2917,-0.307665
11.425,7.26565,-18.6346,-1.40368,23.1349,9.47551,-13.8375,32.2881,-14.0978,7.19113,36.994,15.144,-0.350919
11.4375,7.55671,-18.5209,-1.57659,23.431,8.71884,-13.8286,32.7539,-13.9158,7.18648,37.5301,13.9803,-0.394148
11.45,7.85134,-18.4166,-1.74939,23.7051,7.95391,-13.8186,33.2262,-13.7484,7.18128,38.0324,12.8016,-0.437347
11.4625,8.14925,-18.322,-1.92205,23.9569,7.18137,-13.8075,33.7046,-13.5958,7.17554,38.5004,11.6086,-0.480513
11.475,8.45017,-18.2371,-2.09457,24.1863,6.40186,-13.7954,34.1886,-13.4582,7.16927,38.9337,10.4026,-0.523643
11.4875,8.75381,-18.162,-2.26693,24.393,5.61603,-13.7823,34.6778,-13.3358,7.16245,39.332,9.18442,-0.566733
11.5,9.0599,-18.0968,-2.43912,24.577,4.82453,-13.7682,35.1718,-13.2286,7.1551,39.695,7.95514,-0.609781
11.5125,9.36814,-18.0414,-2.61113,24.7379,4.02802,-13.753,35.67,-13.1369,7.14721,40.0223,6.71577,-0.652783
11.525,9.67825,-17.9961,-2.78295,24.8757,3.22716,-13.7368,36.1722,-13.0608,7.13878,40.3137,5.46734,-0.695736
11.5375,9.98994,-17.9608,-2.95455,24.9903,2.42263,-13.7195,36.6777,-13.0003,7.12981,40.5689,4.2109,-0.738637
11.55,10.3029,-17.9355,-3.12593,25.0816,1.61509,-13.7012,37.1862,-12.9555,7.12031,40.7876,2.94747,-0.781482
11.5625,10.6169,-17.9204,-3.29708,25.1495,0.80521,-13.6819,37.6973,-12.9266,7.11028,40.9698,1.67812,-0.824269
11.575,10.9315,-17.9154,-3.46797,25.1939,-0.00632454,-13.6616,38.2103,-12.9136,7.09971,41.1153,0.40391,-0.866993
11.5875,11.2466,-17.9206,-3.63861,25.2148,-0.818843,-13.6402,38.725,-12.9166,7.0886,41.2239,-0.874114,-0.909653
11.6,11.5618,-17.9359,-3.80897,25.2122,-1.63167,-13.6178,39.2408,-12.9355,7.07696,41.2955,-2.15488,-0.952244
11.6125,11.8768,-17.9614,-3.97905,25.1861,-2.44412,-13.5944,39.7572,-12.9704,7.0648,41.3301,-3.43733,-0.994763
11.625,12.1914,-17.997,-4.14883,25.1365,-3.25553,-13.57,40.2739,-13.0214,7.0521,41.3277,-4.72039,-1.03721
11.6375,12.5052,-18.0427,-4.3183,25.0635,-4.06522,-13.5445,40.7903,-13.0884,7.03887,41.2881,-6.003,-1.07957
11.65,12.8179,-18.0986,-4.48744,24.967,-4.8725,-13.518,41.3059,-13.1715,7.02511,41.2116,-7.28409,-1.12186
11.6625,13.1292,-18.1645,-4.65624,24.8473,-5.67672,-13.4906,41.8204,-13.2705,7.01082,41.0981,-8.56259,-1.16406
11.675,13.439,-18.2405,-4.8247,24.7043,-6.47719,-13.462,42.3332,-13.3855,6.99601,40.9477,-9.83744,-1.20617
11.6875,13.7467,-18.3264,-4.99279,24.5382,-7.27326,-13.4325,42.8439,-13.5164,6.98067,40.7605,-11.1076,-1.2482
11.7,14.0523,-18.4223,-5.16051,24.3492,-8.06426,-13.402,43.3521,-13.6632,6.9648,40.5368,-12.3719,-1.29013
11.7125,14.3554,-18.528,-5.32784,24.1374,-8.84952,-13.3705,43.8572,-13.8257,6.94841,40.2766,-13.6295,-1.33196
11.725,14.6557,-18.6435,-5.49477,23.9029,-9.62841,-13.3379,44.3588,-14.0039,6.9315,39.9801,-14.8792,-1.37369
11.7375,14.9529,-18.7687,-5.66128,23.646,-10.4003,-13.3044,44.8566,-14.1977,6.91407,39.6477,-16.12,-1.41532
11.75,15.2467,-18.9035,-5.82737,23.3668,-11.1644,-13.2698,45.3499,-14.4069,6.89612,39.2796,-17.3508,-1.45684
11.7625,15.5369,-19.0478,-5.99302,23.0657,-11.9203,-13.2343,45.8384,-14.6314,6.87765,38.8761,-18.5707,-1.49826
11.775,15.8233,-19.2015,-6.15822,22.7428,-12.6672,-13.1978,46.3216,-14.8711,6.85866,38.4375,-19.7786,-1.53956
11.7875,16.1054,-19.3644,-6.32296,22.3984,-13.4045,-13.1602,46.7992,-15.1258,6.83916,37.9642,-20.9735,-1.58074
11.8,16.3831,-19.5365,-6.48723,22.0329,-14.1317,-13.1217,47.2706,-15.3954,6.81915,37.4565,-22.1545,-1.62181
11.8125,16.6562,-19.7177,-6.651,21.6464,-14.8481,-13.0822,47.7355,-15.6796,6.79862,36.915,-23.3205,-1.66275
11.825,16.9242,-19.9077,-6.81428,21.2394,-15.5531,-13.0417,48.1933,-15.9783,6.77758,36.34,-24.4706,-1.70357
11.8375,17.1871,-20.1064,-6.97704,20.8121,-16.2461,-13.0003,48.6438,-16.2913,6.75603,35.7319,-25.6038,-1.74426
11.85,17.4444,-20.3138,-7.13928,20.3649,-16.9266,-12.9578,49.0865,-16.6183,6.73397,35.0914,-26.7191,-1.78482
11.8625,17.6961,-20.5296,-7.30098,19.8982,-17.594,-12.9144,49.521,-16.9592,6.71141,34.4189,-27.8157,-1.82525
11.875,17.9418,-20.7536,-7.46214,19.4124,-18.2476,-12.87,49.9468,-17.3136,6.68834,33.715,-28.8926,-1.86553
11.8875,18.1813,-20.9857,-7.62273,18.9078,-18.8871,-12.8247,50.3637,-17.6814,6.66477,32.9803,-29.949,-1.90568
11.9,18.4144,-21.2257,-7.78275,18.3849,-19.5118,-12.7784,50.7712,-18.0623,6.6407,32.2153,-30.9839,-1.94569
11.9125,18.6409,-21.4734,-7.94218,17.8442,-20.1212,-12.7311,51.169,-18.4559,6.61613,31.4207,-31.9965,-1.98555
11.925,18.8605,-21.7287,-8.10102,17.286,-20.7149,-12.6828,51.5566,-18.8621,6.59106,30.5972,-32.986,-2.02526
11.9375,19.0729,-21.9912,-8.25925,16.7108,-21.2923,-12.6336,51.9338,-19.2805,6.5655,29.7454,-33.9515,-2.06481
11.95,19.2782,-22.2609,-8.41686,16.1191,-21.8529,-12.5835,52.3001,-19.7108,6.53944,28.866,-34.8922,-2.10422
11.9625,19.4759,-22.5375,-8.57384,15.5114,-22.3963,-12.5324,52.6553,-20.1527,6.51289,27.9598,-35.8074,-2.14346
11.975,19.6659,-22.8207,-8.73017,14.8883,-22.922,-12.4804,52.999,-20.6058,6.48586,27.0275,-36.6962,-2.18254
11.9875,19.848,-23.1105,-8.88584,14.2501,-23.4296,-12.4274,53.3309,-21.07,6.45833,26.0698,-37.5579,-2.22146
12,20.0221,-23.4064,-9.04085,13.5974,-23.9186,-12.3735,53.6507,-21.5447,6.43032,25.0876,-38.3919,-2.26021
12.0125,20.1879,-23.7083,-9.19518,12.9309,-24.3887,-12.3187,53.958,-22.0296,6.40183,24.0817,-39.1974,-2.29879
12.025,20.3453,-24.016,-9.34881,12.2509,-24.8394,-12.2629,54.2526,-22.5245,6.37285,23.0529,-39.9738,-2.3372
12.0375,20.4941,-24.3292,-9.50175,11.5582,-25.2704,-12.2063,54.5342,-23.0289,6.3434,22.002,-40.7203,-2.37544
12.05,20.6342,-24.6477,-9.65397,10.8532,-25.6813,-12.1487,54.8026,-23.5424,6.31347,20.9299,-41.4365,-2.41349
12.0625,20.7654,-24.9712,-9.80546,10.1366,-26.0718,-12.0902,55.0574,-24.0646,6.28306,19.8375,-42.1216,-2.45136
12.075,20.8876,-25.2994,-9.95622,9.40889,-26.4416,-12.0307,55.2984,-24.5953,6.25218,18.7258,-42.7751,-2.48905
12.0875,21.0006,-25.6321,-10.1062,8.67074,-26.7902,-11.9704,55.5255,-25.1339,6.22084,17.5955,-43.3965,-2.52656
12.1,21.1043,-25.9691,-10.2555,7.92274,-27.1175,-11.9092,55.7383,-25.6801,6.18902,16.4477,-43.9852,-2.56387
12.1125,21.1986,-26.31,-10.404,7.16551,-27.4232,-11.8471,55.9366,-26.2334,6.15674,15.2833,-44.5408,-2.60099
12.125,21.2834,-26.6546,-10.5516,6.39968,-27.707,-11.7841,56.1203,-26.7934,6.124,14.1033,-45.0628,-2.63791
12.1375,21.3586,-27.0026,-10.6985,5.62588,-27.9686,-11.7202,56.2891,-27.3598,6.09079,12.9086,-45.5508,-2.67464
12.15,21.424,-27.3537,-10.8446,4.84475,-28.2079,-11.6554,56.4429,-27.9321,6.05713,11.7002,-46.0042,-2.71116
12.1625,21.4796,-27.7077,-10.9899,4.05694,-28.4247,-11.5898,56.5816,-28.5098,6.02301,10.4791,-46.4229,-2.74748
12.175,21.5254,-28.0642,-11.1344,3.26311,-28.6187,-11.5233,56.7049,-29.0925,5.98844,9.2463,-46.8063,-2.7836
12.1875,21.5612,-28.423,-11.278,2.4639,-28.7898,-11.4559,56.8127,-29.6798,5.95343,8.00287,-47.1543,-2.8195
12.2,21.587,-28.7839,-11.4208,1.65997,-28.9379,-11.3876,56.9049,-30.2712,5.91796,6.74981,-47.4665,-2.8552
12.2125,21.6027,-29.1464,-11.5627,0.852007,-29.0628,-11.3185,56.9814,-30.8663,5.88205,5.48815,-47.7426,-2.89067
12.225,21.6083,-29.5103,-11.7037,0.0406622,-29.1644,-11.2486,57.0421,-31.4646,5.84569,4.21894,-47.9824,-2.92594
12.2375,21.6037,-29.8754,-11.8439,-0.773388,-29.2427,-11.1778,57.0868,-32.0657,5.8089,2.94321,-48.1857,-2.96098
12.25,21.5889,-30.2413,-11.9832,-1.58947,-29.2975,-11.1061,57.1156,-32.6691,5.77167,1.66203,-48.3523,-2.9958
12.2625,21.5639,-30.6077,-12.1216,-2.40691,-29.3288,-11.0336,57.1284,-33.2744,5.734,0.376442,-48.4821,-3.03039
12.275,21.5287,-30.9744,-12.259,-3.22503,-29.3366,-10.9603,57.125,-33.881,5.69591,-0.912478,-48.575,-3.06475
12.2875,21.4833,-31.3411,-12.3956,-4.04315,-29.3209,-10.8862,57.1055,-34.4886,5.65739,-2.20367,-48.6309,-3.09889
12.3,21.4277,-31.7074,-12.5312,-4.86059,-29.2817,-10.8113,57.0699,-35.0966,5.61844,-3.49607,-48.6497,-3.13279
12.3125,21.3618,-32.073,-12.6658,-5.67669,-29.219,-10.7355,57.0181,-35.7047,5.57907,-4.78862,-48.6315,-3.16646
12.325,21.2858,-32.4377,-12.7996,-6.49076,-29.1329,-10.6589,56.9502,-36.3123,5.53928,-6.08023,-48.5762,-3.19989
12.3375,21.1996,-32.8012,-12.9323,-7.30213,-29.0234,-10.5816,56.8661,-36.9189,5.49907,-7.36985,-48.4839,-3.23308
12.35,21.1032,-33.1632,-13.0641,-8.11012,-28.8906,-10.5034,56.766,-37.5242,5.45845,-8.65642,-48.3546,-3.26602
12.3625,20.9968,-33.5234,-13.1949,-8.91408,-28.7347,-10.4245,56.6497,-38.1276,5.41742,-9.93886,-48.1885,-3.29872
12.375,20.8804,-33.8815,-13.3247,-9.71333,-28.5557,-10.3447,56.5175,-38.7288,5.37599,-11.2161,-47.9856,-3.33117
12.3875,20.754,-34.2372,-13.4535,-10.5072,-28.3538,-10.2642,56.3694,-39.3271,5.33414,-12.4872,-47.7463,-3.36338
12.4,20.6177,-34.5902,-13.5813,-11.2951,-28.1291,-10.1829,56.2054,-39.9223,5.2919,-13.7509,-47.4705,-3.39533
12.4125,20.4717,-34.9403,-13.7081,-12.0763,-27.8819,-10.1009,56.0256,-40.5137,5.24926,-15.0063,-47.1587,-3.42702
12.425,20.3159,-35.2872,-13.8338,-12.8501,-27.6124,-10.0181,55.8303,-41.1011,5.20623,-16.2524,-46.8109,-3.45845
12.4375,20.1504,-35.6306,-13.9585,-13.616,-27.3207,-9.93451,55.6194,-41.6839,5.1628,-17.4881,-46.4276,-3.48963
12.45,19.9755,-35.9701,-14.0822,-14.3733,-27.0071,-9.8502,55.3931,-42.2616,5.11899,-18.7123,-46.009,-3.52054
12.4625,19.7911,-36.3056,-14.2048,-15.1214,-26.6719,-9.76515,55.1516,-42.8339,5.07479,-19.9241,-45.5555,-3.55119
12.475,19.5975,-36.6368,-14.3263,-15.8596,-26.3153,-9.67937,54.8951,-43.4004,5.03021,-21.1226,-45.0674,-3.58158
12.4875,19.3947,-36.9634,-14.4468,-16.5874,-25.9376,-9.59286,54.6236,-43.9605,4.98525,-22.3066,-44.5451,-3.61169
12.5,19.1829,-37.2852,-14.5661,-17.3041,-25.5392,-9.50563,54.3375,-44.5138,4.93992,-23.4752,-43.9891,-3.64153
12.5125,18.9621,-37.6018,-14.6844,-18.0092,-25.1203,-9.41768,54.0368,-45.0601,4.89421,-24.6274,-43.3999,-3.6711
12.525,18.7327,-37.9131,-14.8016,-18.702,-24.6813,-9.32903,53.7218,-45.5987,4.84814,-25.7624,-42.7778,-3.70039
12.5375,18.4946,-38.2188,-14.9176,-19.382,-24.2226,-9.23967,53.3928,-46.1294,4.80171,-26.8791,-42.1235,-3.7294
12.55,18.2482,-38.5186,-15.0326,-20.0487,-23.7446,-9.14962,53.0499,-46.6517,4.75491,-27.9766,-41.4374,-3.75814
12.5625,17.9935,-38.8123,-15.1464,-20.7014,-23.2476,-9.05888,52.6935,-47.1652,4.70775,-29.0541,-40.7201,-3.78659
12.575,17.7307,-39.0997,-15.259,-21.3397,-22.732,-8.96746,52.3237,-47.6695,4.66024,-30.1106,-39.9723,-3.81476
12.5875,17.4601,-39.3805,-15.3705,-21.963,-22.1983,-8.87537,51.9408,-48.1644,4.61239,-31.1453,-39.1945,-3.84263
12.6,17.1817,-39.6546,-15.4809,-22.5708,-21.6469,-8.78261,51.5451,-48.6493,4.56418,-32.1573,-38.3873,-3.87023
12.6125,16.8959,-39.9216,-15.5901,-23.1625,-21.0782,-8.68919,51.137,-49.1239,4.51563,-33.1458,-37.5515,-3.89753
12.625,16.6027,-40.1815,-15.6981,-23.7378,-20.4928,-8.59512,50.7166,-49.5879,4.46674,-34.11,-36.6877,-3.92453
12.6375,16.3025,-40.4339,-15.805,-24.2961,-19.8911,-8.5004,50.2843,-50.041,4.41752,-35.049,-35.7967,-3.95124
12.65,15.9954,-40.6787,-15.9106,-24.837,-19.2736,-8.40504,49.8405,-50.4828,4.36796,-35.9621,-34.8791,-3.97766
12.6625,15.6816,-40.9157,-16.0151,-25.36,-18.6408,-8.30905,49.3854,-50.9129,4.31808,-36.8486,-33.9358,-4.00378
12.675,15.3615,-41.1447,-16.1184,-25.8646,-17.9933,-8.21244,48.9194,-51.331,4.26787,-37.7077,-32.9674,-4.02959
12.6875,15.0351,-41.3654,-16.2204,-26.3506,-17.3315,-8.11521,48.4428,-51.737,4.21734,-38.5387,-31.9749,-4.0551
12.7,14.7028,-41.5779,-16.3212,-26.8174,-16.656,-8.01737,47.956,-52.1303,4.16649,-39.3409,-30.959,-4.08031
12.7125,14.3647,-41.7818,-16.4208,-27.2646,-15.9674,-7.91892,47.4594,-52.5108,4.11533,-40.1137,-29.9205,-4.10521
12.725,14.0212,-41.977,-16.5192,-27.692,-15.2663,-7.81988,46.9533,-52.8782,4.06386,-40.8564,-28.8604,-4.1298
12.7375,13.6725,-42.1634,-16.6163,-28.0992,-14.5531,-7.72025,46.4381,-53.2323,4.01209,-41.5684,-27.7794,-4.15408
12.75,13.3188,-42.3408,-16.7122,-28.4857,-13.8286,-7.62005,45.9142,-53.5726,3.96001,-42.2491,-26.6786,-4.17805
12.7625,12.9605,-42.5091,-16.8068,-28.8514,-13.0932,-7.51927,45.382,-53.8991,3.90764,-42.898,-25.5587,-4.20171
12.775,12.5976,-42.6681,-16.9002,-29.1958,-12.3477,-7.41792,44.8419,-54.2115,3.85497,-43.5146,-24.4207,-4.22505
12.7875,12.2307,-42.8177,-16.9923,-29.5188,-11.5926,-7.31602,44.2943,-54.5096,3.80201,-44.0982,-23.2656,-4.24807
12.8,11.8598,-42.9579,-17.0831,-29.82,-10.8285,-7.21357,43.7396,-54.7931,3.74877,-44.6485,-22.0943,-4.27077
12.8125,11.4853,-43.0884,-17.1726,-30.0992,-10.0561,-7.11057,43.1782,-55.0619,3.69525,-45.165,-20.9078,-4.29315
12.825,11.1074,-43.2092,-17.2609,-30.3562,-9.27598,-7.00704,42.6106,-55.3157,3.64144,-45.6473,-19.7071,-4.31521
12.8375,10.7264,-43.3203,-17.3478,-30.5907,-8.48883,-6.90298,42.0372,-55.5545,3.58737,-46.0949,-18.493,-4.33695
12.85,10.3427,-43.4214,-17.4334,-30.8026,-7.69528,-6.79841,41.4584,-55.778,3.53302,-46.5076,-17.2668,-4.35836
12.8625,9.95647,-43.5126,-17.5177,-30.9917,-6.89599,-6.69332,40.8747,-55.9861,3.47841,-46.8849,-16.0293,-4.37944
12.875,9.56801,-43.5938,-17.6008,-31.1578,-6.0916,-6.58773,40.2864,-56.1787,3.42354,-47.2266,-14.7815,-4.40019
12.8875,9.17762,-43.6649,-17.6824,-31.3008,-5.2828,-6.48165,39.6941,-56.3556,3.36841,-47.5323,-13.5246,-4.42061
12.9,8.78559,-43.7259,-17.7628,-31.4206,-4.47024,-6.37508,39.0983,-56.5168,3.31302,-47.8019,-12.2595,-4.4407
12.9125,8.3922,-43.7766,-17.8418,-31.517,-3.65459,-6.26803,38.4992,-56.6621,3.25739,-48.0351,-10.9874,-4.46045
12.925,7.99776,-43.8172,-17.9195,-31.5901,-2.83653,-6.1605,37.8975,-56.7915,3.20151,-48.2318,-9.70913,-4.47987
12.9375,7.60255,-43.8475,-17.9958,-31.6397,-2.01673,-6.05252,37.2936,-56.9048,3.1454,-48.3916,-8.4259,-4.49896
12.95,7.20686,-43.8676,-18.0708,-31.6658,-1.19587,-5.94408,36.6879,-57.0021,3.08904,-48.5147,-7.13873,-4.5177
12.9625,6.811,-43.8774,-18.1444,-31.6683,-0.374623,-5.83519,36.0809,-57.0833,3.03245,-48.6007,-5.84868,-4.53611
12.975,6.41525,-43.877,-18.2167,-31.6474,0.446334,-5.72587,35.473,-57.1483,2.97564,-48.6497,-4.55682,-4.55417
12.9875,6.01992,-43.8663,-18.2876,-31.6029,1.26632,-5.61611,34.8648,-57.1972,2.9186,-48.6617,-3.26421,-4.57189
13,5.62528,-43.8453,-18.3571,-31.535,2.08467,-5.50593,34.2566,-57.2299,2.86134,-48.6366,-1.97192,-4.58927
13.0125,5.23164,-43.8142,-18.4252,-31.4436,2.9007,-5.39534,33.649,-57.2465,2.80387,-48.5744,-0.681018,-4.6063
13.025,4.83929,-43.7728,-18.492,-31.3289,3.71373,-5.28435,33.0424,-57.2469,2.74619,-48.4753,0.60743,-4.62299
13.0375,4.44851,-43.7214,-18.5573,-31.191,4.5231,-5.17295,32.4373,-57.2313,2.6883,-48.3392,1.89236,-4.63933
13.05,4.05961,-43.6598,-18.6213,-31.0299,5.32814,-5.06117,31.8341,-57.1996,2.63021,-48.1663,3.17271,-4.65532
13.0625,3.67286,-43.5882,-18.6839,-30.8459,6.12819,-4.949,31.2333,-57.152,2.57192,-47.9568,4.44743,-4.67096
13.075,3.28856,-43.5066,-18.745,-30.639,6.92259,-4.83647,30.6353,-57.0885,2.51343,-47.7109,5.71546,-4.68625
13.0875,2.90698,-43.4151,-18.8048,-30.4095,7.71068,-4.72357,30.0407,-57.0092,2.45476,-47.4286,6.97576,-4.70119
13.1,2.52841,-43.3139,-18.8631,-30.1575,8.49181,-4.61031,29.4498,-56.9141,2.3959,-47.1104,8.22728,-4.71577
13.1125,2.15314,-43.2029,-18.92,-29.8832,9.26534,-4.49671,28.8631,-56.8035,2.33687,-46.7564,9.46899,-4.73
13.125,1.78143,-43.0823,-18.9755,-29.5869,10.0306,-4.38277,28.281,-56.6775,2.27766,-46.367,10.6999,-4.74388
13.1375,1.41356,-42.9521,-19.0296,-29.2688,10.787,-4.26851,27.704,-56.5361,2.21827,-45.9424,11.9189,-4.7574
13.15,1.0498,-42.8126,-19.0822,-28.9291,11.534,-4.15392,27.1326,-56.3795,2.15872,-45.483,13.1251,-4.77056
13.1625,0.690416,-42.6638,-19.1334,-28.5683,12.2708,-4.03902,26.5671,-56.208,2.09901,-44.9893,14.3174,-4.78336
13.175,0.335677,-42.5059,-19.1832,-28.1864,12.9969,-3.92381,26.008,-56.0217,2.03914,-44.4616,15.4949,-4.7958
13.1875,-0.0141592,-42.339,-19.2315,-27.784,13.7117,-3.80831,25.4557,-55.8207,1.97912,-43.9003,16.6566,-4.80788
13.2,-0.358838,-42.1632,-19.2784,-27.3613,14.4146,-3.69253,24.9106,-55.6053,1.91894,-43.306,17.8015,-4.8196
13.2125,-0.698108,-41.9786,-19.3238,-26.9186,15.105,-3.57646,24.3732,-55.3757,1.85863,-42.6792,18.9287,-4.83096
13.225,-1.03172,-41.7856,-19.3678,-26.4563,15.7823,-3.46013,23.8438,-55.1322,1.79817,-42.0202,20.0373,-4.84195
13.2375,-1.35944,-41.5841,-19.4103,-25.9749,16.4461,-3.34354,23.3228,-54.8749,1.73758,-41.3298,21.1263,-4.85259
13.25,-1.68102,-41.3745,-19.4514,-25.4747,17.0956,-3.22669,22.8107,-54.6041,1.67686,-40.6085,22.1949,-4.86285
13.2625,-1.99623,-41.1568,-19.491,-24.9561,17.7305,-3.10961,22.3077,-54.3201,1.61601,-39.8568,23.2421,-4.87275
13.275,-2.30484,-40.9313,-19.5291,-24.4195,18.3502,-2.99229,21.8144,-54.0231,1.55504,-39.0755,24.2671,-4.88229
13.2875,-2.60664,-40.6981,-19.5658,-23.8655,18.9542,-2.87474,21.331,-53.7135,1.49396,-38.2651,25.2691,-4.89145
13.3,-2.90141,-40.4575,-19.601,-23.2944,19.5419,-2.75698,20.8579,-53.3915,1.43276,-37.4264,26.2472,-4.90025
13.3125,-3.18893,-40.2096,-19.6347,-22.7068,20.1129,-2.63901,20.3954,-53.0574,1.37145,-36.56,27.2007,-4.90868
13.325,-3.46901,-39.9548,-19.667,-22.1031,20.6668,-2.52084,19.944,-52.7116,1.31004,-35.6666,28.1286,-4.91675
13.3375,-3.74144,-39.693,-19.6978,-21.4838,21.203,-2.40249,19.5039,-52.3543,1.24853,-34.7471,29.0304,-4.92444
13.35,-4.00604,-39.4248,-19.727,-20.8494,21.7212,-2.28395,19.0754,-51.986,1.18693,-33.8021,29.9052,-4.93176
13.3625,-4.26262,-39.1501,-19.7549,-20.2005,22.2208,-2.16524,18.6589,-51.6068,1.12524,-32.8325,30.7523,-4.93871
13.375,-4.511,-38.8693,-19.7812,-19.5376,22.7016,-2.04637,18.2547,-51.2173,1.06347,-31.8391,31.571,-4.94529
13.3875,-4.751,-38.5826,-19.806,-18.8613,23.1631,-1.92735,17.863,-50.8177,1.00161,-30.8226,32.3606,-4.9515
13.4,-4.98248,-38.2903,-19.8294,-18.1721,23.6048,-1.80818,17.4842,-50.4084,0.93968,-29.784,33.1206,-4.95734
13.4125,-5.20525,-37.9926,-19.8512,-17.4706,24.0266,-1.68887,17.1185,-49.9898,0.877679,-28.724,33.8502,-4.9628
13.425,-5.41919,-37.6897,-19.8716,-16.7573,24.4279,-1.56944,16.7662,-49.5623,0.815611,-27.6437,34.5488,-4.9679
13.4375,-5.62414,-37.382,-19.8905,-16.0329,24.8085,-1.44989,16.4275,-49.1262,0.753483,-26.5439,35.216,-4.97261
13.45,-5.81997,-37.0696,-19.9078,-15.298,25.1681,-1.33023,16.1027,-48.682,0.691298,-25.4254,35.851,-4.97696
13.4625,-6.00655,-36.7529,-19.9237,-14.5531,25.5064,-1.21047,15.792,-48.23,0.62906,-24.2893,36.4535,-4.98093
13.475,-6.18376,-36.432,-19.9381,-13.7989,25.823,-1.09062,15.4955,-47.7708,0.566776,-23.1364,37.023,-4.98452
13.4875,-6.35149,-36.1074,-19.951,-13.0361,26.1179,-0.970685,15.2136,-47.3046,0.504449,-21.9678,37.5588,-4.98774
13.5,-6.50963,-35.7792,-19.9624,-12.2652,26.3906,-0.850679,14.9464,-46.832,0.442084,-20.7844,38.0607,-4.99059
13.5125,-6.65808,-35.4477,-19.9722,-11.4869,26.6409,-0.730609,14.6941,-46.3532,0.379686,-19.5872,38.5282,-4.99306
13.525,-6.79677,-35.1133,-19.9806,-10.7018,26.8688,-0.610485,14.4568,-45.8689,0.317259,-18.3772,38.9609,-4.99516
13.5375,-6.9256,-34.7761,-19.9875,-9.91058,27.0739,-0.490314,14.2347,-45.3794,0.254808,-17.1554,39.3585,-4.99688
13.55,-7.04451,-34.4365,-19.9929,-9.11392,27.2562,-0.370107,14.0279,-44.8851,0.192339,-15.9227,39.7206,-4.99822
13.5625,-7.15343,-34.0948,-19.9968,-8.31247,27.4154,-0.249872,13.8367,-44.3865,0.129854,-14.6804,40.047,-4.99919
13.575,-7.25231,-33.7512,-19.9991,-7.50689,27.5515,-0.129618,13.661,-43.8841,0.0673605,-13.4293,40.3373,-4.99978
13.5875,-7.34109,-33.4061,-20,-6.69784,27.6643,-0.00935464,13.501,-43.3782,0.00486145,-12.1705,40.5914,-5
13.6,-7.41974,-33.0597,-19.9994,-5.886,27.7538,0.11091,13.3567,-42.8694,-0.0576379,-10.905,40.809,-4.99984
13.6125,-7.48823,-32.7123,-19.9972,-5.07204,27.8198,0.231166,13.2283,-42.3581,-0.120133,-9.63399,40.99,-4.99931
13.625,-7.54654,-32.3643,-19.9936,-4.25664,27.8624,0.351404,13.1159,-41.8448,-0.182619,-8.35843,41.1341,-4.9984
13.6375,-7.59464,-32.0159,-19.9884,-3.44047,27.8814,0.471616,13.0194,-41.3299,-0.245091,-7.0794,41.2414,-4.99711
13.65,-7.63255,-31.6674,-19.9818,-2.62421,27.8769,0.591793,12.9389,-40.8139,-0.307545,-5.79796,41.3117,-4.99545
13.6625,-7.66025,-31.3191,-19.9736,-1.80853,27.8489,0.711925,12.8745,-40.2973,-0.369976,-4.51519,41.345,-4.99341
13.675,-7.67777,-30.9712,-19.964,-0.994125,27.7975,0.832004,12.826,-39.7805,-0.432379,-3.23213,41.3412,-4.991
13.6875,-7.68511,-30.6242,-19.9528,-0.181655,27.7226,0.95202,12.7937,-39.2639,-0.494749,-1.94988,41.3004,-4.98821
