t,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2
14.425,18.6229,-10.3028,-19.3904,27.3017,-7.6145,-3.84246,18.8235,-33.4558,-1.26347,36.4865,-10.288,7.26061
14.4375,18.9631,-10.4031,-19.4379,27.1163,-8.42535,-3.75655,19.2779,-33.5922,-1.17248,36.2158,-11.5222,7.29883
14.45,19.3007,-10.5134,-19.4843,26.9075,-9.23098,-3.67022,19.7287,-33.7438,-1.081,35.9097,-12.7478,7.33637
14.4625,19.6357,-10.6338,-19.5297,26.6754,-10.0307,-3.58347,20.1755,-33.9108,-0.989069,35.5683,-13.9637,7.37322
14.475,19.9675,-10.7642,-19.5739,26.4201,-10.8239,-3.49629,20.6178,-34.0929,-0.896677,35.1921,-15.1689,7.40936
14.4875,20.2961,-10.9044,-19.6171,26.1419,-11.6099,-3.40867,21.0552,-34.29,-0.803838,34.7812,-16.3625,7.44477
14.5,20.621,-11.0544,-19.6591,25.8409,-12.388,-3.32061,21.4872,-34.5019,-0.710561,34.336,-17.5434,7.47944
14.5125,20.942,-11.214,-19.7001,25.5175,-13.1576,-3.2321,21.9134,-34.7285,-0.616854,33.857,-18.7107,7.51336
14.525,21.2588,-11.3833,-19.7399,25.1719,-13.918,-3.14314,22.3335,-34.9696,-0.522729,33.3444,-19.8633,7.54651
14.5375,21.5712,-11.562,-19.7787,24.8043,-14.6686,-3.05372,22.7469,-35.225,-0.428194,32.7988,-21.0003,7.57888
14.55,21.8788,-11.75,-19.8163,24.4152,-15.4088,-2.96385,23.1533,-35.4946,-0.33326,32.2206,-22.1208,7.61046
14.5625,22.1815,-11.9471,-19.8528,24.0047,-16.1379,-2.87353,23.5523,-35.778,-0.237936,31.6102,-23.2239,7.64124
14.575,22.4789,-12.1533,-19.8881,23.5732,-16.8553,-2.78274,23.9434,-36.0751,-0.142232,30.9682,-24.3086,7.6712
14.5875,22.7707,-12.3685,-19.9223,23.1211,-17.5605,-2.69149,24.3264,-36.3856,-0.0461588,30.2952,-25.374,7.70033
14.6,23.0568,-12.5923,-19.9554,22.6488,-18.2528,-2.59978,24.7007,-36.7093,0.0502734,29.5916,-26.4193,7.72864
14.6125,23.3369,-12.8247,-19.9873,22.1566,-18.9317,-2.50762,25.066,-37.046,0.147054,28.858,-27.4435,7.7561
14.625,23.6106,-13.0655,-20.0181,21.6449,-19.5966,-2.415,25.422,-37.3953,0.244173,28.0951,-28.4459,7.78272
14.6375,23.8779,-13.3146,-20.0477,21.1141,-20.2469,-2.32192,25.7683,-37.7571,0.341619,27.3035,-29.4255,7.80848
14.65,24.1384,-13.5717,-20.0761,20.5648,-20.8821,-2.2284,26.1045,-38.1309,0.439382,26.4839,-30.3816,7.83338
14.6625,24.392,-13.8366,-20.1034,19.9973,-21.5017,-2.13443,26.4303,-38.5165,0.53745,25.6369,-31.3135,7.85741
14.675,24.6383,-14.1091,-20.1295,19.412,-22.1051,-2.04002,26.7453,-38.9136,0.635814,24.7633,-32.2202,7.88058
14.6875,24.8772,-14.3891,-20.1544,18.8096,-22.6918,-1.94517,27.0492,-39.3219,0.734462,23.8638,-33.1011,7.90287
14.7,25.1085,-14.6764,-20.1781,18.1904,-23.2613,-1.84989,27.3418,-39.741,0.833383,22.939,-33.9554,7.92428
14.7125,25.3319,-14.9706,-20.2006,17.5551,-23.8132,-1.75418,27.6226,-40.1707,0.932566,21.9899,-34.7824,7.94481
14.725,25.5473,-15.2716,-20.222,16.904,-24.3469,-1.65806,27.8914,-40.6105,1.032,21.0171,-35.5815,7.96446
14.7375,25.7544,-15.5792,-20.2421,16.2377,-24.8621,-1.56152,28.1479,-41.0601,1.13167,20.0215,-36.3519,7.98322
14.75,25.9531,-15.8931,-20.261,15.5568,-25.3584,-1.46458,28.3919,-41.5191,1.23158,19.0039,-37.0931,8.00109
14.7625,26.1433,-16.2131,-20.2787,14.8619,-25.8351,-1.36725,28.623,-41.9873,1.3317,17.9652,-37.8044,8.01808
14.775,26.3246,-16.5389,-20.2952,14.1535,-26.2921,-1.26952,28.8409,-42.4641,1.43203,16.9062,-38.4852,8.03418
14.7875,26.4971,-16.8703,-20.3104,13.4322,-26.7289,-1.17142,29.0455,-42.9493,1.53255,15.8278,-39.1349,8.04939
14.8,26.6604,-17.207,-20.3245,12.6985,-27.145,-1.07295,29.2365,-43.4424,1.63326,14.7309,-39.7531,8.06372
14.8125,26.8145,-17.5488,-20.3373,11.9532,-27.5403,-0.974113,29.4137,-43.943,1.73414,13.6165,-40.3392,8.07716
14.825,26.9592,-17.8954,-20.3488,11.1967,-27.9143,-0.874927,29.5769,-44.4507,1.83518,12.4853,-40.8926,8.08971
14.8375,27.0943,-18.2466,-20.3591,10.4297,-28.2667,-0.7754,29.7258,-44.9652,1.93638,11.3385,-41.4131,8.10137
14.85,27.2199,-18.602,-20.3682,9.65294,-28.5973,-0.675542,29.8603,-45.4859,2.03771,10.1769,-41.9,8.11216
14.8625,27.3356,-18.9614,-20.376,8.86693,-28.9057,-0.575364,29.9802,-46.0125,2.13918,9.00146,-42.3531,8.12206
14.875,27.4415,-19.3246,-20.3826,8.07234,-29.1916,-0.474875,30.0853,-46.5446,2.24076,7.81323,-42.7719,8.13108
14.8875,27.5374,-19.6911,-20.3879,7.26984,-29.4549,-0.374087,30.1754,-47.0817,2.34245,6.61315,-43.1561,8.13923
14.9,27.6232,-20.0608,-20.3919,6.46008,-29.6954,-0.27301,30.2505,-47.6233,2.44424,5.40224,-43.5053,8.14651
14.9125,27.6989,-20.4334,-20.3947,5.64373,-29.9127,-0.171657,30.3105,-48.1692,2.54611,4.1815,-43.8194,8.15291
14.925,27.7643,-20.8086,-20.3962,4.82145,-30.1068,-0.0700373,30.355,-48.7187,2.64806,2.95195,-44.0979,8.15845
14.9375,27.8194,-21.186,-20.3965,3.99393,-30.2774,0.0318366,30.3842,-49.2715,2.75007,1.7146,-44.3407,8.16312
14.95,27.8641,-21.5654,-20.3954,3.16184,-30.4244,0.133953,30.3979,-49.827,2.85214,0.470488,-44.5476,8.16693
14.9625,27.8984,-21.9465,-20.3931,2.32586,-30.5477,0.236301,30.396,-50.385,2.95424,-0.779352,-44.7184,8.16989
14.975,27.9223,-22.329,-20.3895,1.48669,-30.6472,0.338868,30.3784,-50.9449,3.05638,-2.03388,-44.8529,8.17199
14.9875,27.9356,-22.7126,-20.3846,0.645009,-30.7228,0.441643,30.3451,-51.5062,3.15854,-3.29206,-44.951,8.17324
15,27.9384,-23.097,-20.3785,-0.19849,-30.7744,0.544613,30.2961,-52.0685,3.26071,-4.55284,-45.0127,8.17365
15.0125,27.9306,-23.4818,-20.371,-1.04311,-30.802,0.647767,30.2313,-52.6313,3.36288,-5.81517,-45.0379,8.17322
15.025,27.9123,-23.8669,-20.3623,-1.88817,-30.8055,0.751092,30.1507,-53.1943,3.46504,-7.078,-45.0266,8.17195
15.0375,27.8834,-24.2519,-20.3522,-2.73295,-30.785,0.854577,30.0543,-53.7569,3.56717,-8.34029,-44.9787,8.16985
15.05,27.844,-24.6364,-20.3409,-3.57679,-30.7404,0.95821,29.9422,-54.3186,3.66928,-9.60098,-44.8944,8.16692
15.0625,27.794,-25.0203,-20.3283,-4.41897,-30.6718,1.06198,29.8143,-54.8791,3.77134,-10.859,-44.7736,8.16317
15.075,27.7335,-25.4031,-20.3144,-5.2588,-30.5793,1.16587,29.6707,-55.4378,3.87335,-12.1134,-44.6165,8.15859
15.0875,27.6625,-25.7847,-20.2991,-6.09561,-30.4628,1.26987,29.5115,-55.9943,3.9753,-13.363,-44.4232,8.15321
15.1,27.5811,-26.1646,-20.2826,-6.92869,-30.3226,1.37397,29.3367,-56.5482,4.07718,-14.6068,-44.1938,8.14702
15.1125,27.4893,-26.5426,-20.2648,-7.75737,-30.1587,1.47816,29.1464,-57.099,4.17898,-15.8439,-43.9286,8.14002
15.125,27.3872,-26.9185,-20.2457,-8.58096,-29.9712,1.58242,28.9406,-57.6463,4.28068,-17.0731,-43.6277,8.13222
15.1375,27.2748,-27.2918,-20.2252,-9.39878,-29.7603,1.68675,28.7196,-58.1896,4.38228,-18.2934,-43.2915,8.12363
15.15,27.1523,-27.6624,-20.2035,-10.2102,-29.5263,1.79112,28.4833,-58.7284,4.48377,-19.5039,-42.9201,8.11424
15.1625,27.0196,-28.0299,-20.1805,-11.0145,-29.2691,1.89553,28.232,-59.2624,4.58513,-20.7035,-42.5138,8.10408
15.175,26.877,-28.394,-20.1561,-11.811,-28.9892,1.99997,27.9658,-59.7911,4.68637,-21.8912,-42.0731,8.09313
15.1875,26.7244,-28.7545,-20.1305,-12.5991,-28.6866,2.10443,27.6848,-60.3141,4.78746,-23.0661,-41.5982,8.08141
15.2,26.562,-29.1111,-20.1035,-13.3782,-28.3617,2.20888,27.3892,-60.8309,4.8884,-24.2271,-41.0896,8.06891
15.2125,26.39,-29.4635,-20.0752,-14.1475,-28.0148,2.31333,27.0792,-61.3412,4.98918,-25.3733,-40.5476,8.05566
15.225,26.2084,-29.8114,-20.0457,-14.9065,-27.646,2.41775,26.7549,-61.8445,5.08979,-26.5037,-39.9728,8.04164
15.2375,26.0174,-30.1545,-20.0148,-15.6545,-27.2557,2.52215,26.4166,-62.3404,5.19022,-27.6175,-39.3655,8.02687
15.25,25.8171,-30.4927,-19.9826,-16.391,-26.8443,2.62649,26.0646,-62.8285,5.29046,-28.7136,-38.7263,8.01135
15.2625,25.6076,-30.8255,-19.9491,-17.1153,-26.412,2.73078,25.6989,-63.3084,5.3905,-29.7912,-38.0557,7.99508
15.275,25.3892,-31.1529,-19.9143,-17.8268,-25.9592,2.835,25.3199,-63.7798,5.49033,-30.8494,-37.3543,7.97808
15.2875,25.162,-31.4744,-19.8783,-18.525,-25.4864,2.93914,24.9277,-64.2421,5.58995,-31.8872,-36.6225,7.96034
15.3,24.9262,-31.79,-19.8409,-19.2092,-24.9938,3.04318,24.5228,-64.6952,5.68934,-32.9039,-35.8611,7.94187
15.3125,24.6818,-32.0992,-19.8022,-19.8789,-24.4819,3.14713,24.1052,-65.1386,5.78849,-33.8986,-35.0707,7.92268
15.325,24.4292,-32.4019,-19.7622,-20.5336,-23.9511,3.25095,23.6754,-65.5719,5.8874,-34.8704,-34.2518,7.90277
15.3375,24.1686,-32.6979,-19.7209,-21.1727,-23.4019,3.35465,23.2336,-65.9947,5.98606,-35.8185,-33.4053,7.88215
15.35,23.9,-32.9869,-19.6783,-21.7957,-22.8347,3.45822,22.78,-66.4069,6.08445,-36.7423,-32.5317,7.86082
15.3625,23.6237,-33.2687,-19.6344,-22.4021,-22.2499,3.56163,22.3151,-66.8079,6.18257,-37.6408,-31.6317,7.83878
15.375,23.34,-33.5431,-19.5893,-22.9913,-21.6481,3.66488,21.8391,-67.1976,6.28042,-38.5133,-30.7062,7.81605
15.3875,23.049,-33.8098,-19.5428,-23.563,-21.0298,3.76796,21.3524,-67.5755,6.37797,-39.3592,-29.7559,7.79263
15.4,22.751,-34.0688,-19.4951,-24.1165,-20.3954,3.87085,20.8553,-67.9414,6.47523,-40.1777,-28.7815,7.76852
15.4125,22.4462,-34.3196,-19.4461,-24.6516,-19.7455,3.97355,20.3481,-68.2949,6.57218,-40.9681,-27.784,7.74373
15.425,22.1348,-34.5623,-19.3957,-25.1677,-19.0806,4.07605,19.8312,-68.6359,6.66882,-41.7298,-26.7639,7.71826
15.4375,21.8171,-34.7966,-19.3442,-25.6644,-18.4013,4.17833,19.3049,-68.9639,6.76514,-42.4621,-25.7224,7.69212
15.45,21.4933,-35.0223,-19.2913,-26.1413,-17.7081,4.28038,18.7697,-69.2788,6.86112,-43.1645,-24.6601,7.66531
15.4625,21.1636,-35.2392,-19.2371,-26.598,-17.0016,4.38219,18.226,-69.5803,6.95677,-43.8364,-23.5779,7.63784
15.475,20.8284,-35.4473,-19.1817,-27.0342,-16.2824,4.48375,17.674,-69.8682,7.05207,-44.4771,-22.4768,7.60972
15.4875,20.4879,-35.6463,-19.1251,-27.4495,-15.5511,4.58505,17.1142,-70.1422,7.14701,-45.0862,-21.3576,7.58095
15.5,20.1423,-35.836,-19.0671,-27.8434,-14.8083,4.68608,16.5469,-70.4021,7.24159,-45.6631,-20.2213,7.55153
15.5125,19.7919,-36.0164,-19.0079,-28.2159,-14.0546,4.78682,15.9727,-70.6477,7.33579,-46.2074,-19.0689,7.52148
15.525,19.437,-36.1873,-18.9474,-28.5664,-13.2906,4.88728,15.3919,-70.8787,7.42962,-46.7187,-17.9011,7.49079
15.5375,19.0778,-36.3486,-18.8857,-28.8947,-12.517,4.98743,14.8049,-71.0951,7.52306,-47.1964,-16.7191,7.45947
15.55,18.7147,-36.5002,-18.8228,-29.2006,-11.7344,5.08726,14.2121,-71.2967,7.61611,-47.6402,-15.5238,7.42753
15.5625,18.3479,-36.642,-18.7585,-29.4839,-10.9434,5.18677,13.614,-71.4832,7.70875,-48.0498,-14.3161,7.39497
15.575,17.9777,-36.7738,-18.6931,-29.7442,-10.1447,5.28595,13.011,-71.6545,7.80098,-48.4247,-13.0971,7.3618
15.5875,17.6044,-36.8956,-18.6264,-29.9813,-9.33902,5.38478,12.4036,-71.8105,7.89279,-48.7648,-11.8677,7.32802
15.6,17.2282,-37.0072,-18.5585,-30.1952,-8.52694,5.48325,11.7921,-71.9512,7.98418,-49.0696,-10.6291,7.29364
15.6125,16.8496,-37.1087,-18.4893,-30.3855,-7.70915,5.58136,11.177,-72.0762,8.07513,-49.339,-9.3821,7.25867
15.625,16.4687,-37.1999,-18.4189,-30.5522,-6.88634,5.67909,10.5587,-72.1857,8.16564,-49.5727,-8.12784,7.22311
15.6375,16.0859,-37.2808,-18.3473,-30.6951,-6.05919,5.77644,9.9378,-72.2794,8.2557,-49.7705,-6.86735,7.18696
15.65,15.7014,-37.3514,-18.2745,-30.8141,-5.22838,5.87338,9.31462,-72.3573,8.34531,-49.9323,-5.60164,7.15023
15.6625,15.3156,-37.4115,-18.2005,-30.9091,-4.39459,5.96992,8.68965,-72.4194,8.43446,-50.0578,-4.33176,7.11293
15.675,14.9288,-37.4613,-18.1253,-30.98,-3.55853,6.06605,8.06333,-72.4656,8.52313,-50.1472,-3.05876,7.07506
15.6875,14.5412,-37.5005,-18.0489,-31.0267,-2.72088,6.16174,7.43612,-72.4959,8.61133,-50.2001,-1.78369,7.03663
15.7,14.1532,-37.5293,-17.9712,-31.0493,-1.88234,6.257,6.80848,-72.5102,8.69905,-50.2167,-0.507586,6.99765
15.7125,13.7651,-37.5476,-17.8924,-31.0478,-1.04359,6.35181,6.18085,-72.5086,8.78627,-50.1968,0.768491,6.95811
15.725,13.3771,-37.5554,-17.8124,-31.022,-0.205337,6.44617,5.55371,-72.491,8.873,-50.1406,2.0435,6.91803
15.7375,12.9897,-37.5527,-17.7313,-30.9721,0.631729,6.54006,4.92749,-72.4575,8.95922,-50.048,3.31638,6.87741
15.75,12.6029,-37.5396,-17.6489,-30.898,1.46691,6.63347,4.30266,-72.4081,9.04493,-49.9191,4.58609,6.83626
15.7625,12.2173,-37.516,-17.5654,-30.8,2.29953,6.72639,3.67966,-72.3429,9.13012,-49.7541,5.85159,6.79458
15.775,11.833,-37.4821,-17.4808,-30.6779,3.12888,6.81882,3.05896,-72.2618,9.21479,-49.553,7.11183,6.75237
15.7875,11.4505,-37.4378,-17.395,-30.532,3.95429,6.91074,2.44099,-72.1651,9.29893,-49.3161,8.36578,6.70966
15.8,11.0698,-37.3833,-17.308,-30.3623,4.77506,7.00215,1.8262,-72.0527,9.38253,-49.0435,9.61241,6.66643
15.8125,10.6915,-37.3185,-17.2199,-30.1691,5.59053,7.09303,1.21505,-71.9248,9.46559,-48.7354,10.8507,6.6227
15.825,10.3157,-37.2435,-17.1307,-29.9524,6.40001,7.18337,0.607964,-71.7815,9.5481,-48.3922,12.0796,6.57847
15.8375,9.94278,-37.1585,-17.0403,-29.7124,7.20283,7.27317,0.00538881,-71.6229,9.63005,-48.0141,13.2981,6.53375
15.85,9.573,-37.0635,-16.9489,-29.4494,7.99834,7.36242,-0.592243,-71.4491,9.71144,-47.6014,14.5053,6.48855
15.8625,9.20664,-36.9586,-16.8563,-29.1636,8.78586,7.45111,-1.1845,-71.2603,9.79226,-47.1544,15.7001,6.44286
15.875,8.844,-36.8439,-16.7626,-28.8552,9.56475,7.53922,-1.77096,-71.0567,9.87251,-46.6736,16.8815,6.39671
15.8875,8.48536,-36.7195,-16.6678,-28.5244,10.3344,7.62675,-2.3512,-70.8383,9.95218,-46.1593,18.0486,6.35008
15.9,8.13098,-36.5856,-16.5719,-28.1716,11.0941,7.71369,-2.92481,-70.6055,10.0313,-45.6119,19.2004,6.303
15.9125,7.78116,-36.4422,-16.475,-27.797,11.8432,7.80002,-3.49136,-70.3584,10.1097,-45.032,20.336,6.25546
15.925,7.43615,-36.2895,-16.3769,-27.401,12.5812,7.88575,-4.05047,-70.0972,10.1876,-44.4199,21.4544,6.20747
15.9375,7.09622,-36.1277,-16.2778,-26.9838,13.3075,7.97086,-4.60173,-69.8221,10.2649,-43.7763,22.5547,6.15905
15.95,6.76164,-35.9569,-16.1777,-26.5458,14.0213,8.05534,-5.14475,-69.5334,10.3416,-43.1016,23.6361,6.11018
15.9625,6.43266,-35.7772,-16.0764,-26.0875,14.7222,8.13918,-5.67914,-69.2313,10.4177,-42.3963,24.6975,6.06089
15.975,6.10954,-35.5889,-15.9742,-25.6091,15.4095,8.22238,-6.20453,-68.916,10.4931,-41.6612,25.7383,6.01118
15.9875,5.79252,-35.3921,-15.8709,-25.111,16.0828,8.30491,-6.72055,-68.5879,10.568,-40.8967,26.7574,5.96105
16,5.48184,-35.1869,-15.7666,-24.5937,16.7413,8.38679,-7.22683,-68.2472,10.6422,-40.1036,27.7541,5.91051
16.0125,5.17775,-34.9736,-15.6612,-24.0577,17.3846,8.46799,-7.72302,-67.8942,10.7157,-39.2824,28.7275,5.85957
16.025,4.88048,-34.7523,-15.5549,-23.5033,18.0122,8.54851,-8.20878,-67.5291,10.7887,-38.4339,29.6769,5.80824
16.0375,4.59024,-34.5233,-15.4475,-22.931,18.6235,8.62833,-8.68376,-67.1523,10.8609,-37.5588,30.6014,5.75652
16.05,4.30728,-34.2868,-15.3392,-22.3412,19.2181,8.70745,-9.14764,-66.7642,10.9326,-36.6578,31.5004,5.70441
16.0625,4.03178,-34.043,-15.2298,-21.7346,19.7953,8.78587,-9.6001,-66.3649,11.0035,-35.7316,32.373,5.65193
16.075,3.76398,-33.792,-15.1195,-21.1115,20.3548,8.86356,-10.0408,-65.955,11.0739,-34.7811,33.2185,5.59909
16.0875,3.50406,-33.5342,-15.0082,-20.4725,20.8961,8.94053,-10.4695,-65.5346,11.1435,-33.8069,34.0364,5.54588
16.1,3.25223,-33.2697,-14.896,-19.8182,21.4188,9.01676,-10.8859,-65.1042,11.2125,-32.81,34.8258,5.49232
16.1125,3.00867,-32.9988,-14.7828,-19.149,21.9223,9.09224,-11.2897,-64.6641,11.2808,-31.7911,35.5862,5.43841
16.125,2.77356,-32.7217,-14.6687,-18.4656,22.4064,9.16698,-11.6806,-64.2146,11.3485,-30.7511,36.3169,5.38416
16.1375,2.54709,-32.4387,-14.5537,-17.7684,22.8705,9.24094,-12.0584,-63.7563,11.4154,-29.6909,37.0173,5.32959
16.15,2.32941,-32.15,-14.4377,-17.0581,23.3144,9.31414,-12.4228,-63.2893,11.4817,-28.6112,37.6869,5.27468
16.1625,2.12069,-31.8559,-14.3208,-16.3352,23.7376,9.38655,-12.7736,-62.8142,11.5473,-27.5132,38.3251,5.21946
16.175,1.92108,-31.5567,-14.203,-15.6004,24.1397,9.45818,-13.1105,-62.3313,11.6122,-26.3975,38.9314,5.16393
16.1875,1.73073,-31.2525,-14.0844,-14.8542,24.5206,9.529,-13.4335,-61.8411,11.6764,-25.2653,39.5053,5.1081
16.2,1.54977,-30.9438,-13.9648,-14.0974,24.8797,9.59902,-13.7421,-61.3438,11.7399,-24.1173,40.0463,5.05197
16.2125,1.37833,-30.6306,-13.8444,-13.3304,25.217,9.66823,-14.0363,-60.8401,11.8027,-22.9546,40.554,4.99555
16.225,1.21655,-30.3134,-13.7231,-12.554,25.5319,9.73661,-14.3159,-60.3301,11.8648,-21.7782,41.028,4.93886
16.2375,1.06452,-29.9924,-13.601,-11.7687,25.8244,9.80415,-14.5807,-59.8145,11.9262,-20.589,41.4679,4.88189
16.25,0.922361,-29.6679,-13.478,-10.9753,26.0942,9.87086,-14.8306,-59.2936,11.9868,-19.3879,41.8733,4.82466
16.2625,0.790168,-29.3402,-13.3542,-10.1744,26.341,9.93672,-15.0654,-58.7678,12.0468,-18.1761,42.2439,4.76717
16.275,0.66803,-29.0095,-13.2296,-9.36663,26.5646,10.0017,-15.285,-58.2376,12.106,-16.9545,42.5794,4.70943
16.2875,0.556028,-28.6761,-13.1042,-8.55268,26.7649,10.0658,-15.4892,-57.7035,12.1645,-15.7241,42.8796,4.65146
16.3,0.454236,-28.3405,-12.9779,-7.73322,26.9416,10.1291,-15.678,-57.1658,12.2223,-14.4859,43.1442,4.59325
16.3125,0.362718,-28.0027,-12.8509,-6.90893,27.0948,10.1915,-15.8513,-56.625,12.2793,-13.2411,43.3729,4.53482
16.325,0.28153,-27.6632,-12.7232,-6.08048,27.2241,10.2529,-16.009,-56.0816,12.3357,-11.9905,43.5657,4.47617
16.3375,0.21072,-27.3222,-12.5946,-5.24858,27.3295,10.3135,-16.1511,-55.536,12.3912,-10.7353,43.7223,4.41731
16.35,0.150327,-26.98,-12.4653,-4.4139,27.4109,10.3732,-16.2774,-54.9887,12.4461,-9.47648,43.8426,4.35825
16.3625,0.100381,-26.637,-12.3353,-3.57713,27.4683,10.4319,-16.388,-54.4401,12.5002,-8.21511,43.9266,4.29901
16.375,0.0609045,-26.2934,-12.2045,-2.73897,27.5017,10.4898,-16.4828,-53.8907,12.5536,-6.95224,43.9741,4.23958
16.3875,0.0319099,-25.9496,-12.0731,-1.9001,27.5108,10.5467,-16.5618,-53.3409,12.6062,-5.68891,43.9853,4.17997
16.4,0.0134019,-25.6058,-11.9409,-1.06123,27.4959,10.6026,-16.625,-52.7912,12.6581,-4.42618,43.9599,4.1202
16.4125,0.00537628,-25.2623,-11.808,-0.223041,27.4569,10.6576,-16.6724,-52.2421,12.7092,-3.16509,43.8981,4.06028
16.425,0.00782016,-24.9194,-11.6744,0.613774,27.3937,10.7116,-16.7041,-51.6939,12.7596,-1.9067,43.8,4.0002
16.4375,0.020712,-24.5775,-11.5402,1.44852,27.3066,10.7647,-16.7201,-51.1472,12.8092,-0.652053,43.6656,3.93999
16.45,0.0440217,-24.2369,-11.4053,2.28051,27.1955,10.8168,-16.7205,-50.6024,12.8581,0.597805,43.495,3.87964
16.4625,0.0777105,-23.8978,-11.2698,3.10906,27.0605,10.8679,-16.7052,-50.06,12.9062,1.84183,43.2885,3.81917
16.475,0.121731,-23.5605,-11.1336,3.93348,26.9018,10.918,-16.6744,-49.5204,12.9535,3.079,43.0461,3.75859
16.4875,0.176028,-23.2253,-10.9968,4.7531,26.7195,10.9671,-16.6283,-48.984,13.0001,4.30827,42.768,3.6979
16.5,0.240536,-22.8926,-10.8595,5.56723,26.5137,11.0152,-16.5668,-48.4513,13.046,5.52862,42.4546,3.63712
16.5125,0.315183,-22.5626,-10.7215,6.37521,26.2846,11.0623,-16.4901,-47.9228,13.0911,6.73903,42.1061,3.57625
16.525,0.399888,-22.2356,-10.5829,7.17637,26.0324,11.1084,-16.3983,-47.3988,13.1354,7.9385,41.7228,3.5153
16.5375,0.494561,-21.9118,-10.4438,7.97004,25.7574,11.1534,-16.2917,-46.8798,13.179,9.12603,41.305,3.45429
16.55,0.599105,-21.5917,-10.3041,8.75559,25.4596,11.1974,-16.1702,-46.3663,13.2217,10.3006,40.853,3.39321
16.5625,0.713414,-21.2755,-10.1638,9.53234,25.1395,11.2403,-16.0342,-45.8587,13.2638,11.4613,40.3673,3.33209
16.575,0.837374,-20.9633,-10.0231,10.2997,24.7973,11.2822,-15.8838,-45.3573,13.3051,12.6071,39.8483,3.27092
16.5875,0.970864,-20.6556,-9.88178,11.057,24.4331,11.323,-15.7191,-44.8626,13.3456,13.7371,39.2963,3.20972
16.6,1.11375,-20.3526,-9.74,11.8036,24.0475,11.3628,-15.5404,-44.375,13.3853,14.8503,38.7119,3.1485
16.6125,1.26591,-20.0545,-9.59772,12.5389,23.6405,11.4015,-15.3479,-43.8949,13.4243,15.9457,38.0955,3.08726
16.625,1.42718,-19.7617,-9.45496,13.2623,23.2127,11.4391,-15.1418,-43.4227,13.4625,17.0226,37.4477,3.02602
16.6375,1.59741,-19.4743,-9.31175,13.9732,22.7644,11.4756,-14.9224,-42.9589,13.4999,18.0799,36.769,2.96477
16.65,1.77645,-19.1926,-9.16808,14.671,22.2959,11.511,-14.6899,-42.5036,13.5366,19.1169,36.06,2.90355
16.6625,1.96413,-18.917,-9.02398,15.3552,21.8077,11.5453,-14.4446,-42.0575,13.5725,20.1326,35.3213,2.84234
16.675,2.16027,-18.6475,-8.87945,16.0252,21.3,11.5784,-14.1867,-41.6207,13.6077,21.1261,34.5534,2.78116
16.6875,2.3647,-18.3845,-8.73452,16.6804,20.7735,11.6105,-13.9165,-41.1938,13.642,22.0967,33.7571,2.72002
16.7,2.57722,-18.1283,-8.58919,17.3203,20.2284,11.6414,-13.6344,-40.7769,13.6757,23.0436,32.933,2.65893
16.7125,2.79764,-17.8789,-8.44349,17.9443,19.6653,11.6712,-13.3406,-40.3706,13.7085,23.9659,32.0818,2.59789
16.725,3.02576,-17.6367,-8.29742,18.5521,19.0846,11.6999,-13.0353,-39.975,13.7406,24.8629,31.2041,2.53692
16.7375,3.26137,-17.4019,-8.151,19.143,18.4869,11.7274,-12.7191,-39.5906,13.7719,25.7338,30.3008,2.47602
16.75,3.50426,-17.1746,-8.00424,19.7165,17.8725,11.7538,-12.3921,-39.2176,13.8025,26.578,29.3726,2.4152
16.7625,3.75421,-16.9551,-7.85716,20.2723,17.2421,11.779,-12.0548,-38.8563,13.8323,27.3946,28.4203,2.35447
16.775,4.01099,-16.7436,-7.70977,20.8098,16.5961,11.8031,-11.7074,-38.5072,13.8614,28.183,27.4446,2.29384
16.7875,4.27437,-16.5403,-7.56208,21.3286,15.9351,11.826,-11.3503,-38.1703,13.8897,28.9426,26.4464,2.23331
16.8,4.54413,-16.3453,-7.41412,21.8283,15.2597,11.8477,-10.9839,-37.8461,13.9172,29.6728,25.4265,2.17289
16.8125,4.82,-16.1588,-7.2659,22.3085,14.5703,11.8682,-10.6086,-37.5347,13.944,30.3728,24.3858,2.11258
16.825,5.10175,-15.9811,-7.11742,22.7687,13.8677,11.8876,-10.2247,-37.2365,13.97,31.0421,23.325,2.05241
16.8375,5.38914,-15.8122,-6.96871,23.2087,13.1523,11.9058,-9.83268,-36.9517,13.9953,31.6802,22.2452,1.99236
16.85,5.68189,-15.6523,-6.81978,23.628,12.4247,11.9228,-9.43286,-36.6805,14.0198,32.2865,21.1472,1.93245
16.8625,5.97975,-15.5016,-6.67065,24.0263,11.6857,11.9387,-9.02566,-36.4231,14.0436,32.8606,20.0319,1.87268
16.875,6.28246,-15.3602,-6.52132,24.4033,10.9357,11.9533,-8.61148,-36.1797,14.0666,33.4018,18.9003,1.81307
16.8875,6.58974,-15.2283,-6.37182,24.7587,10.1755,11.9668,-8.19075,-35.9506,14.0889,33.9098,17.7532,1.7536
16.9,6.90133,-15.1059,-6.22216,25.0922,9.40556,11.979,-7.76388,-35.736,14.1105,34.3842,16.5917,1.6943
16.9125,7.21695,-14.9932,-6.07235,25.4034,8.62666,11.9901,-7.33129,-35.5359,14.1313,34.8245,15.4167,1.63516
