t,x1,y1,z1,vx1,vy1,vz1,x2,y2,z2,vx2,vy2,vz2
24.5125,-22.5859,-39.2025,-9.4824,-9.24986,27.6774,-0.363085,-58.5795,-28.755,-2.90539,-6.51812,50.0484,12.3279
24.525,-22.6965,-38.8556,-9.48662,-8.45452,27.8182,-0.311272,-58.6528,-28.1287,-2.75115,-5.21474,50.1477,12.3502
24.5375,-22.7972,-38.5071,-9.49019,-7.6558,27.9358,-0.259531,-58.7099,-27.5015,-2.59664,-3.90895,50.2098,12.3716
24.55,-22.8879,-38.1573,-9.49311,-6.85434,28.0303,-0.207867,-58.7505,-26.8737,-2.44187,-2.60181,50.2347,12.3922
24.5625,-22.9686,-37.8065,-9.49538,-6.05083,28.1015,-0.156282,-58.7749,-26.2458,-2.28684,-1.29441,50.2222,12.4119
24.575,-23.0392,-37.4549,-9.49702,-5.24592,28.1494,-0.104782,-58.7829,-25.6183,-2.13157,0.0121868,50.1725,12.4308
24.5875,-23.0997,-37.1028,-9.498,-4.44029,28.1739,-0.0533703,-58.7746,-24.9916,-1.97607,1.31689,50.0856,12.4489
24.6,-23.1502,-36.7506,-9.49835,-3.63459,28.175,-0.00205166,-58.75,-24.3663,-1.82035,2.61863,49.9614,12.4661
24.6125,-23.1906,-36.3986,-9.49806,-2.82951,28.1528,0.0491697,-58.7092,-23.7427,-1.66442,3.91634,49.8002,12.4825
24.625,-23.2209,-36.0469,-9.49712,-2.02571,28.1073,0.100289,-58.6521,-23.1214,-1.50829,5.20894,49.6021,12.498
24.6375,-23.2413,-35.696,-9.49555,-1.22386,28.0385,0.151302,-58.579,-22.5028,-1.35198,6.49537,49.3672,12.5127
24.65,-23.2516,-35.3461,-9.49334,-0.424614,27.9464,0.202204,-58.4898,-21.8874,-1.19548,7.77457,49.0957,12.5266
24.6625,-23.2519,-34.9974,-9.49049,0.371351,27.8313,0.252991,-58.3846,-21.2756,-1.03881,9.04549,48.7878,12.5396
24.675,-23.2423,-34.6504,-9.48701,1.16338,27.6931,0.303657,-58.2637,-20.6678,-0.881992,10.3071,48.4438,12.5518
24.6875,-23.2228,-34.3052,-9.4829,1.95081,27.532,0.354198,-58.127,-20.0646,-0.725022,11.5583,48.0641,12.5632
24.7,-23.1935,-33.9622,-9.47816,2.73299,27.3481,0.404608,-57.9748,-19.4664,-0.567917,12.7981,47.6488,12.5737
24.7125,-23.1545,-33.6216,-9.47279,3.50927,27.1417,0.454883,-57.8071,-18.8736,-0.410685,14.0255,47.1983,12.5833
24.725,-23.1058,-33.2837,-9.46679,4.27901,26.9128,0.505018,-57.6242,-18.2866,-0.253337,15.2395,46.713,12.5921
24.7375,-23.0476,-32.9489,-9.46016,5.04156,26.6617,0.555008,-57.4262,-17.7059,-0.0958849,16.4391,46.1934,12.6001
24.75,-22.9798,-32.6173,-9.45291,5.7963,26.3885,0.604847,-57.2133,-17.1319,0.0616618,17.6232,45.6398,12.6072
24.7625,-22.9027,-32.2892,-9.44504,6.54259,26.0937,0.65453,-56.9857,-16.565,0.219293,18.7909,45.0526,12.6135
24.775,-22.8163,-31.965,-9.43655,7.27981,25.7772,0.704052,-56.7436,-16.0057,0.376997,19.9413,44.4325,12.619
24.7875,-22.7207,-31.6449,-9.42744,8.00736,25.4396,0.753408,-56.4872,-15.4543,0.534764,21.0734,43.7799,12.6236
24.8,-22.6162,-31.3291,-9.41772,8.72462,25.0809,0.802591,-56.2168,-14.9113,0.692584,22.1863,43.0953,12.6274
24.8125,-22.5027,-31.018,-9.40738,9.431,24.7016,0.851598,-55.9326,-14.3771,0.850446,23.279,42.3793,12.6304
24.825,-22.3804,-30.7117,-9.39643,10.1259,24.302,0.900421,-55.6349,-13.852,1.00834,24.3507,41.6325,12.6325
24.8375,-22.2496,-30.4105,-9.38487,10.8088,23.8823,0.949055,-55.3239,-13.3364,1.16626,25.4005,40.8555,12.6338
24.85,-22.1103,-30.1147,-9.3727,11.479,23.443,0.997495,-55,-12.8307,1.32418,26.4275,40.0489,12.6343
24.8625,-21.9627,-29.8245,-9.35993,12.1361,22.9845,1.04573,-54.6634,-12.3353,1.48211,27.4309,39.2135,12.6339
24.875,-21.8069,-29.5401,-9.34656,12.7795,22.507,1.09377,-54.3143,-11.8505,1.64003,28.4098,38.35,12.6327
24.8875,-21.6432,-29.2619,-9.33259,13.4086,22.0111,1.14159,-53.9532,-11.3767,1.79792,29.3635,37.4589,12.6307
24.9,-21.4718,-28.9899,-9.31802,14.0229,21.4971,1.18919,-53.5803,-10.9141,1.95579,30.2911,36.5412,12.6279
24.9125,-21.2927,-28.7245,-9.30286,14.622,20.9654,1.23658,-53.1961,-10.4633,2.11362,31.1919,35.5975,12.6243
24.925,-21.1063,-28.4659,-9.28711,15.2052,20.4166,1.28373,-52.8007,-10.0243,2.27139,32.0652,34.6286,12.6198
24.9375,-20.9127,-28.2142,-9.27077,15.7722,19.851,1.33064,-52.3945,-9.59764,2.42911,32.9103,33.6353,12.6146
24.95,-20.712,-27.9697,-9.25384,16.3224,19.2692,1.37731,-51.978,-9.18353,2.58676,33.7264,32.6185,12.6085
24.9625,-20.5047,-27.7325,-9.23634,16.8554,18.6716,1.42373,-51.5515,-8.78228,2.74432,34.5129,31.5789,12.6016
24.975,-20.2907,-27.5029,-9.21825,17.3708,18.0587,1.4699,-51.1153,-8.39415,2.90179,35.2692,30.5176,12.594
24.9875,-20.0705,-27.2811,-9.19959,17.8681,17.4311,1.51581,-50.6699,-8.01942,3.05917,35.9945,29.4352,12.5855
25,-19.8441,-27.0672,-9.18036,18.3469,16.7893,1.56145,-50.2156,-7.65835,3.21643,36.6884,28.3328,12.5762
25.0125,-19.6119,-26.8614,-9.16055,18.8068,16.1337,1.60681,-49.7528,-7.31118,3.37357,37.3503,27.2113,12.5662
25.025,-19.374,-26.6639,-9.14019,19.2474,15.4651,1.6519,-49.282,-6.97815,3.53058,37.9796,26.0715,12.5553
25.0375,-19.1308,-26.4749,-9.11926,19.6684,14.7839,1.69669,-48.8035,-6.65947,3.68745,38.5759,24.9144,12.5437
25.05,-18.8824,-26.2944,-9.09777,20.0694,14.0906,1.7412,-48.3177,-6.35536,3.84417,39.1385,23.7411,12.5313
25.0625,-18.6291,-26.1227,-9.07573,20.4501,13.386,1.7854,-47.8252,-6.06601,4.00073,39.6672,22.5524,12.5182
25.075,-18.3712,-25.9598,-9.05314,20.8101,12.6704,1.82929,-47.3262,-5.79161,4.15712,40.1613,21.3493,12.5042
25.0875,-18.109,-25.8059,-9.03,21.1491,11.9447,1.87287,-46.8213,-5.53233,4.31333,40.6207,20.1329,12.4895
25.1,-17.8426,-25.6612,-9.00632,21.4669,11.2093,1.91613,-46.3108,-5.28834,4.46935,41.0447,18.9042,12.474
25.1125,-17.5724,-25.5257,-8.9821,21.7632,10.465,1.95906,-45.7953,-5.05977,4.62518,41.4333,17.6641,12.4578
25.125,-17.2986,-25.3996,-8.95734,22.0378,9.71217,2.00165,-45.2751,-4.84678,4.78079,41.7859,16.4137,12.4408
25.1375,-17.0215,-25.283,-8.93206,22.2903,8.95163,2.0439,-44.7508,-4.64947,4.93619,42.1024,15.1541,12.4231
25.15,-16.7414,-25.1759,-8.90625,22.5207,8.18396,2.0858,-44.2227,-4.46796,5.09137,42.3824,13.8862,12.4047
25.1625,-16.4586,-25.0784,-8.87991,22.7287,7.40981,2.12734,-43.6914,-4.30234,5.24631,42.6258,12.6112,12.3855
25.175,-16.1733,-24.9906,-8.85306,22.9141,6.62982,2.16852,-43.1572,-4.15271,5.401,42.8324,11.3301,12.3656
25.1875,-15.8858,-24.9127,-8.8257,23.0768,5.84465,2.20933,-42.6207,-4.01911,5.55544,43.0019,10.0439,12.3449
25.2,-15.5965,-24.8445,-8.79783,23.2167,5.05494,2.24976,-42.0823,-3.90162,5.70962,43.1344,8.75379,12.3236
25.2125,-15.3055,-24.7863,-8.76946,23.3335,4.26137,2.28981,-41.5425,-3.80028,5.86353,43.2296,7.46076,12.3015
25.225,-15.0132,-24.738,-8.74059,23.4273,3.4646,2.32946,-41.0018,-3.71511,6.01716,43.2875,6.1659,12.2787
25.2375,-14.7199,-24.6997,-8.71122,23.4979,2.66528,2.36871,-40.4605,-3.64614,6.1705,43.308,4.87028,12.2552
25.25,-14.4259,-24.6714,-8.68137,23.5454,1.8641,2.40755,-39.9192,-3.59336,6.32354,43.2912,3.57498,12.2311
25.2625,-14.1314,-24.6531,-8.65104,23.5695,1.06172,2.44598,-39.3784,-3.55676,6.47627,43.2371,2.28107,12.2062
25.275,-13.8368,-24.6449,-8.62022,23.5704,0.258804,2.48398,-38.8384,-3.53632,6.62869,43.1457,0.989636,12.1807
25.2875,-13.5422,-24.6466,-8.58894,23.5479,-0.543964,2.52155,-38.2999,-3.532,6.78078,43.0172,-0.298264,12.1545
25.3,-13.2481,-24.6585,-8.55719,23.5022,-1.34592,2.55869,-37.7632,-3.54376,6.93255,42.8515,-1.58156,12.1276
25.3125,-12.9548,-24.6803,-8.52497,23.4333,-2.14638,2.59538,-37.2287,-3.57152,7.08397,42.649,-2.85918,12.1
25.325,-12.6624,-24.7121,-8.49231,23.3412,-2.9447,2.63162,-36.6971,-3.61521,7.23504,42.4097,-4.13008,12.0718
25.3375,-12.3713,-24.7539,-8.45919,23.2259,-3.74018,2.6674,-36.1687,-3.67474,7.38576,42.1338,-5.39319,12.043
25.35,-12.0819,-24.8056,-8.42562,23.0877,-4.53218,2.70271,-35.6439,-3.75,7.53612,41.8216,-6.64747,12.0135
25.3625,-11.7942,-24.8672,-8.39162,22.9265,-5.32002,2.73755,-35.1233,-3.84088,7.6861,41.4735,-7.89188,11.9834
25.375,-11.5088,-24.9386,-8.35719,22.7426,-6.10305,2.77191,-34.6072,-3.94725,7.8357,41.0895,-9.12539,11.9526
25.3875,-11.2258,-25.0197,-8.32232,22.5361,-6.8806,2.80577,-34.0962,-4.06897,7.98491,40.6702,-10.347,11.9213
25.4,-10.9455,-25.1106,-8.28704,22.3071,-7.65204,2.83915,-33.5906,-4.20587,8.13373,40.2158,-11.5556,11.8893
25.4125,-10.6682,-25.211,-8.25135,22.0558,-8.41671,2.87202,-33.0909,-4.3578,8.28214,39.7267,-12.7503,11.8567
25.425,-10.3942,-25.321,-8.21524,21.7825,-9.17396,2.90438,-32.5976,-4.52457,8.43014,39.2034,-13.9301,11.8235
25.4375,-10.1237,-25.4403,-8.17874,21.4873,-9.92317,2.93622,-32.111,-4.70599,8.57773,38.6463,-15.094,11.7897
25.45,-9.85709,-25.569,-8.14184,21.1705,-10.6637,2.96754,-31.6316,-4.90185,8.72488,38.0558,-16.241,11.7554
25.4625,-9.59455,-25.7069,-8.10455,20.8324,-11.395,2.99834,-31.1597,-5.11194,8.87161,37.4325,-17.3702,11.7204
25.475,-9.33637,-25.8538,-8.06689,20.4733,-12.1163,3.0286,-30.6959,-5.33603,9.01789,36.7768,-18.4807,11.6849
25.4875,-9.0828,-26.0097,-8.02884,20.0933,-12.8271,3.05831,-30.2404,-5.57388,9.16373,36.0894,-19.5714,11.6488
25.5,-8.83412,-26.1745,-7.99043,19.693,-13.5268,3.08748,-29.7938,-5.82523,9.30911,35.3708,-20.6417,11.6121
25.5125,-8.59056,-26.3479,-7.95166,19.2725,-14.2148,3.1161,-29.3563,-6.08983,9.45403,34.6216,-21.6904,11.5749
25.525,-8.35239,-26.5298,-7.91253,18.8323,-14.8905,3.14415,-28.9284,-6.3674,9.59848,33.8425,-22.7168,11.5372
25.5375,-8.11984,-26.7201,-7.87306,18.3726,-15.5533,3.17165,-28.5104,-6.65765,9.74245,33.034,-23.7201,11.4989
25.55,-7.89315,-26.9186,-7.83324,17.8939,-16.2028,3.19857,-28.1026,-6.9603,9.88595,32.1969,-24.6994,11.46
25.5625,-7.67257,-27.1251,-7.79309,17.3966,-16.8382,3.22492,-27.7055,-7.27503,10.029,31.3319,-25.6538,11.4207
25.575,-7.45831,-27.3395,-7.75262,16.8811,-17.4592,3.2507,-27.3194,-7.60154,10.1715,30.4397,-26.5827,11.3808
25.5875,-7.25061,-27.5615,-7.71183,16.3478,-18.0652,3.27589,-26.9447,-7.93949,10.3135,29.521,-27.4852,11.3404
25.6,-7.04969,-27.791,-7.67073,15.7971,-18.6556,3.30049,-26.5815,-8.28855,10.455,28.5767,-28.3605,11.2994
25.6125,-6.85575,-28.0278,-7.62932,15.2296,-19.23,3.32451,-26.2303,-8.64839,10.596,27.6074,-29.2081,11.258
25.625,-6.66902,-28.2717,-7.58762,14.6456,-19.7879,3.34793,-25.8914,-9.01864,10.7364,26.6141,-30.0271,11.2161
25.6375,-6.48968,-28.5224,-7.54562,14.0457,-20.3287,3.37076,-25.5651,-9.39894,10.8763,25.5974,-30.817,11.1736
25.65,-6.31794,-28.7798,-7.50335,13.4304,-20.8521,3.393,-25.2516,-9.78894,11.0158,24.5584,-31.577,11.1307
25.6625,-6.15398,-29.0437,-7.4608,12.8001,-21.3576,3.41464,-24.9512,-10.1882,11.1546,23.4979,-32.3065,11.0872
25.675,-5.998,-29.3137,-7.41799,12.1555,-21.8448,3.43567,-24.6642,-10.5965,11.2929,22.4166,-33.0049,11.0433
25.6875,-5.85015,-29.5897,-7.37491,11.4969,-22.3132,3.45611,-24.3909,-11.0132,11.4307,21.3156,-33.6717,10.9989
25.7,-5.71063,-29.8715,-7.33158,10.8251,-22.7625,3.47595,-24.1314,-11.4381,11.5679,20.1958,-34.3063,10.954
25.7125,-5.57958,-30.1587,-7.28801,10.1404,-23.1922,3.49519,-23.8861,-11.8708,11.7045,19.0581,-34.9081,10.9086
25.725,-5.45717,-30.4512,-7.24421,9.44361,-23.602,3.51382,-23.655,-12.3107,11.8406,17.9034,-35.4768,10.8627
25.7375,-5.34354,-30.7487,-7.20017,8.73518,-23.9916,3.53187,-23.4386,-12.7575,11.9761,16.7327,-36.0118,10.8164
25.75,-5.23883,-31.0509,-7.15591,8.01572,-24.3606,3.54932,-23.2368,-13.2108,12.111,15.547,-36.5127,10.7695
25.7625,-5.14319,-31.3576,-7.11144,7.28583,-24.7087,3.56617,-23.0499,-13.6702,12.2453,14.3472,-36.9791,10.7222
25.775,-5.05673,-31.6685,-7.06676,6.54613,-25.0355,3.58244,-22.8782,-14.1352,12.3791,13.1344,-37.4105,10.6744
25.7875,-4.97957,-31.9834,-7.02188,5.79723,-25.3409,3.59812,-22.7216,-14.6053,12.5122,11.9096,-37.8068,10.6261
25.8,-4.91183,-32.3019,-6.97681,5.03975,-25.6245,3.61322,-22.5805,-15.0802,12.6447,10.6738,-38.1674,10.5773
25.8125,-4.85361,-32.6239,-6.93155,4.27432,-25.886,3.62775,-22.4548,-15.5594,12.7766,9.42794,-38.4922,10.528
25.825,-4.80501,-32.949,-6.88612,3.50157,-26.1254,3.6417,-22.3448,-16.0424,12.9079,8.17319,-38.7809,10.4783
25.8375,-4.7661,-33.2769,-6.84051,2.72217,-26.3423,3.6551,-22.2505,-16.5287,13.0386,6.91053,-39.0332,10.428
25.85,-4.73698,-33.6075,-6.79474,1.93674,-26.5365,3.66794,-22.1721,-17.018,13.1686,5.64102,-39.2489,10.3773
25.8625,-4.71771,-33.9403,-6.74882,1.14596,-26.7079,3.68023,-22.1095,-17.5098,13.298,4.36571,-39.4279,10.326
25.875,-4.70835,-34.2751,-6.70274,0.350472,-26.8563,3.69198,-22.0629,-18.0036,13.4268,3.08566,-39.5701,10.2742
25.8875,-4.70896,-34.6116,-6.65652,-0.449055,-26.9817,3.7032,-22.0324,-18.4989,13.5549,1.80194,-39.6752,10.2219
25.9,-4.71959,-34.9495,-6.61016,-1.25195,-27.0838,3.71389,-22.0179,-18.9953,13.6823,0.515619,-39.7433,10.1691
25.9125,-4.74027,-35.2886,-6.56368,-2.05755,-27.1625,3.72408,-22.0195,-19.4923,13.8091,-0.772246,-39.7743,10.1158
25.925,-4.77104,-35.6285,-6.51706,-2.86518,-27.2179,3.73377,-22.0372,-19.9895,13.9352,-2.06058,-39.7682,10.0619
25.9375,-4.81191,-35.9689,-6.47033,-3.67417,-27.2498,3.74296,-22.071,-20.4864,14.0606,-3.34831,-39.7249,10.0074
25.95,-4.86289,-36.3096,-6.42349,-4.48384,-27.2582,3.75168,-22.1209,-20.9825,14.1854,-4.63437,-39.6445,9.95247
25.9625,-4.924,-36.6503,-6.37654,-5.29351,-27.243,3.75994,-22.1869,-21.4773,14.3094,-5.91769,-39.5272,9.89694
25.975,-4.99523,-36.9906,-6.32949,-6.10252,-27.2044,3.76774,-22.2688,-21.9705,14.4328,-7.1972,-39.3729,9.84084
25.9875,-5.07656,-37.3303,-6.28235,-6.91018,-27.1422,3.7751,-22.3668,-22.4615,14.5555,-8.47185,-39.1818,9.78416
26,-5.16797,-37.6691,-6.23512,-7.71582,-27.0566,3.78203,-22.4806,-22.9499,14.6774,-9.74057,-38.9542,9.72689
26.0125,-5.26944,-38.0066,-6.1878,-8.51877,-26.9476,3.78855,-22.6103,-23.4352,14.7986,-11.0023,-38.6901,9.66902
26.025,-5.38093,-38.3427,-6.14041,-9.31835,-26.8153,3.79468,-22.7556,-23.917,14.9191,-12.256,-38.3898,9.61055
26.0375,-5.50239,-38.6769,-6.09294,-10.1139,-26.6598,3.80042,-22.9166,-24.3948,15.0389,-13.5007,-38.0536,9.55146
26.05,-5.63376,-39.0091,-6.0454,-10.9048,-26.4811,3.80579,-23.0931,-24.8682,15.1579,-14.7352,-37.6817,9.49174
26.0625,-5.77498,-39.3388,-5.99779,-11.6903,-26.2796,3.8108,-23.285,-25.3367,15.2762,-15.9586,-37.2745,9.43139
26.075,-5.92599,-39.6659,-5.95013,-12.4698,-26.0552,3.81547,-23.492,-25.7999,15.3937,-17.1699,-36.8323,9.37038
26.0875,-6.0867,-39.9901,-5.90241,-13.2426,-25.8082,3.81982,-23.7142,-26.2574,15.5104,-18.368,-36.3554,9.30872
26.1,-6.25702,-40.3111,-5.85464,-14.0082,-25.5387,3.82386,-23.9512,-26.7086,15.6264,-19.552,-35.8443,9.24639
26.1125,-6.43687,-40.6285,-5.80681,-14.7657,-25.2471,3.82761,-24.2029,-27.1533,15.7416,-20.7208,-35.2993,9.18337
26.125,-6.62613,-40.9421,-5.75895,-15.5148,-24.9334,3.83107,-24.4691,-27.591,15.856,-21.8735,-34.721,9.11967
26.1375,-6.8247,-41.2517,-5.71104,-16.2546,-24.5981,3.83427,-24.7497,-28.0212,15.9696,-23.0092,-34.1098,9.05526
26.15,-7.03246,-41.557,-5.66309,-16.9846,-24.2413,3.83721,-25.0443,-28.4436,16.0824,-24.1269,-33.4662,8.99014
26.1625,-7.24927,-41.8577,-5.61511,-17.7041,-23.8634,3.83993,-25.3527,-28.8577,16.1943,-25.2256,-32.7908,8.92431
26.175,-7.47501,-42.1535,-5.56709,-18.4127,-23.4646,3.84241,-25.6748,-29.2632,16.3055,-26.3045,-32.0841,8.85774
26.1875,-7.70954,-42.4442,-5.51905,-19.1096,-23.0453,3.8447,-26.0103,-29.6597,16.4158,-27.3626,-31.3467,8.79043
26.2,-7.9527,-42.7295,-5.47098,-19.7943,-22.6058,3.84678,-26.3588,-30.0468,16.5252,-28.3992,-30.5792,8.72237
26.2125,-8.20435,-43.0093,-5.42288,-20.4663,-22.1464,3.84869,-26.7202,-30.4241,16.6338,-29.4132,-29.7822,8.65355
26.225,-8.4643,-43.2831,-5.37476,-21.1249,-21.6677,3.85043,-27.094,-30.7912,16.7416,-30.4039,-28.9564,8.58397
26.2375,-8.73241,-43.5509,-5.32662,-21.7696,-21.1699,3.85201,-27.4802,-31.1479,16.8484,-31.3705,-28.1025,8.51362
26.25,-9.00849,-43.8123,-5.27846,-22.3999,-20.6534,3.85345,-27.8782,-31.4937,16.9544,-32.312,-27.2212,8.44248
26.2625,-9.29235,-44.0671,-5.23028,-23.0153,-20.1188,3.85475,-28.2878,-31.8283,17.0595,-33.2279,-26.3132,8.37056
26.275,-9.5838,-44.3152,-5.18209,-23.6152,-19.5663,3.85594,-28.7088,-32.1514,17.1637,-34.1172,-25.3793,8.29785
26.2875,-9.88266,-44.5562,-5.13389,-24.1992,-18.9966,3.85702,-29.1407,-32.4626,17.2669,-34.9793,-24.4201,8.22434
26.3,-10.1887,-44.79,-5.08567,-24.7667,-18.41,3.858,-29.5832,-32.7618,17.3693,-35.8135,-23.4367,8.15002
26.3125,-10.5018,-45.0164,-5.03744,-25.3173,-17.807,3.85889,-30.0359,-33.0485,17.4707,-36.6189,-22.4296,8.0749
26.325,-10.8216,-45.2351,-4.9892,-25.8505,-17.1882,3.8597,-30.4985,-33.3224,17.5711,-37.3951,-21.3998,7.99896
26.3375,-11.1479,-45.446,-4.94094,-26.3658,-16.554,3.86043,-30.9706,-33.5834,17.6707,-38.1413,-20.3482,7.92221
26.35,-11.4806,-45.6489,-4.89268,-26.863,-15.905,3.86111,-31.4519,-33.831,17.7692,-38.8568,-19.2755,7.84465
26.3625,-11.8194,-45.8436,-4.84442,-27.3414,-15.2417,3.86172,-31.9419,-34.0652,17.8668,-39.5412,-18.1826,7.76626
26.375,-12.1641,-46.0299,-4.79614,-27.8008,-14.5646,3.86229,-32.4403,-34.2855,17.9633,-40.1938,-17.0706,7.68705
26.3875,-12.5144,-46.2077,-4.74786,-28.2407,-13.8744,3.86282,-32.9466,-34.4919,18.0589,-40.814,-15.9402,7.60702
26.4,-12.87,-46.3767,-4.69957,-28.6609,-13.1715,3.86331,-33.4605,-34.684,18.1535,-41.4015,-14.7925,7.52617
26.4125,-13.2308,-46.5369,-4.65128,-29.0608,-12.4566,3.86377,-33.9815,-34.8616,18.2471,-41.9556,-13.6283,7.4445
26.425,-13.5965,-46.6881,-4.60298,-29.4402,-11.7303,3.8642,-34.5093,-35.0246,18.3396,-42.4759,-12.4486,7.362
26.4375,-13.9667,-46.8301,-4.55467,-29.7989,-10.9931,3.86461,-35.0433,-35.1728,18.4311,-42.962,-11.2544,7.27869
26.45,-14.3414,-46.9629,-4.50636,-30.1364,-10.2457,3.865,-35.5832,-35.3059,18.5216,-43.4135,-10.0467,7.19456
26.4625,-14.7201,-47.0862,-4.45805,-30.4525,-9.48873,3.86537,-36.1285,-35.4239,18.611,-43.83,-8.82651,7.10962
26.475,-15.1026,-47.2001,-4.40973,-30.7469,-8.72273,3.86573,-36.6788,-35.5265,18.6993,-44.2111,-7.59478,7.02387
26.4875,-15.4886,-47.3043,-4.3614,-31.0194,-7.94838,3.86609,-37.2336,-35.6137,18.7866,-44.5565,-6.35256,6.93731
26.5,-15.878,-47.3987,-4.31308,-31.2698,-7.16632,3.86643,-37.7925,-35.6853,18.8728,-44.8659,-5.10086,6.84995
26.5125,-16.2703,-47.4834,-4.26474,-31.4978,-6.37719,3.86677,-38.3551,-35.7412,18.9578,-45.1391,-3.84072,6.76179
26.525,-16.6653,-47.5581,-4.21641,-31.7033,-5.58165,3.8671,-38.9209,-35.7813,19.0418,-45.3759,-2.57319,6.67284
26.5375,-17.0628,-47.6229,-4.16807,-31.8861,-4.78035,3.86743,-39.4894,-35.8055,19.1247,-45.576,-1.2993,6.5831
26.55,-17.4624,-47.6776,-4.11972,-32.046,-3.97395,3.86775,-40.0601,-35.8137,19.2064,-45.7392,-0.0201109,6.49258
26.5625,-17.8638,-47.7222,-4.07137,-32.1829,-3.16313,3.86807,-40.6327,-35.806,19.287,-45.8655,1.26332,6.40129
26.575,-18.2669,-47.7567,-4.02302,-32.2967,-2.34855,3.86838,-41.2066,-35.7821,19.3664,-45.9547,2.54993,6.30923
26.5875,-18.6712,-47.7809,-3.97466,-32.3872,-1.53088,3.86869,-41.7814,-35.7422,19.4447,-46.0067,3.83866,6.21642
26.6,-19.0764,-47.795,-3.9263,-32.4545,-0.7108,3.86899,-42.3566,-35.6862,19.5218,-46.0215,5.12845,6.12285
26.6125,-19.4824,-47.7987,-3.87794,-32.4984,0.111014,3.86928,-42.9318,-35.614,19.5978,-45.9991,6.41823,6.02855
26.625,-19.8888,-47.7922,-3.82957,-32.5189,0.933883,3.86956,-43.5064,-35.5257,19.6725,-45.9394,7.70692,5.93351
26.6375,-20.2953,-47.7754,-3.7812,-32.5161,1.75713,3.86983,-44.0801,-35.4213,19.7461,-45.8426,8.99348,5.83774
26.65,-20.7016,-47.7482,-3.73282,-32.4898,2.58007,3.87008,-44.6523,-35.3009,19.8185,-45.7087,10.2768,5.74126
26.6625,-21.1074,-47.7109,-3.68445,-32.4401,3.40204,3.87032,-45.2227,-35.1644,19.8896,-45.5378,11.5559,5.64407
26.675,-21.5125,-47.6632,-3.63607,-32.3671,4.22235,3.87054,-45.7906,-35.012,19.9596,-45.3301,12.8296,5.54618
26.6875,-21.9165,-47.6053,-3.58768,-32.2707,5.04032,3.87073,-46.3558,-34.8437,20.0283,-45.0856,14.097,5.44761
26.7,-22.3192,-47.5372,-3.5393,-32.1512,5.85528,3.8709,-46.9176,-34.6596,20.0958,-44.8047,15.357,5.34837
26.7125,-22.7202,-47.4589,-3.49091,-32.0086,6.66656,3.87104,-47.4757,-34.4598,20.162,-44.4875,16.6084,5.24845
26.725,-23.1193,-47.3706,-3.44252,-31.8429,7.4735,3.87115,-48.0297,-34.2445,20.227,-44.1343,17.8504,5.14789
26.7375,-23.5162,-47.2721,-3.39413,-31.6544,8.27542,3.87123,-48.5789,-34.0136,20.2907,-43.7454,19.0818,5.04667
26.75,-23.9106,-47.1637,-3.34574,-31.4432,9.07167,3.87126,-49.1231,-33.7675,20.3531,-43.3211,20.3017,4.94483
26.7625,-24.3022,-47.0454,-3.29735,-31.2094,9.86159,3.87126,-49.6618,-33.5061,20.4143,-42.8618,21.509,4.84236
26.775,-24.6907,-46.9172,-3.24896,-30.9533,10.6445,3.87121,-50.1945,-33.2298,20.4742,-42.3677,22.7027,4.73929
26.7875,-25.0759,-46.7793,-3.20057,-30.675,11.4199,3.87111,-50.7209,-32.9386,20.5328,-41.8394,23.8819,4.63561
26.8,-25.4575,-46.6317,-3.15218,-30.3748,12.1869,3.87095,-51.2404,-32.6328,20.5901,-41.2773,25.0455,4.53135
26.8125,-25.8352,-46.4746,-3.1038,-30.053,12.9451,3.87074,-51.7527,-32.3125,20.6461,-40.6818,26.1927,4.42651
26.825,-26.2087,-46.3081,-3.05542,-29.7098,13.6937,3.87047,-52.2573,-31.9781,20.7007,-40.0534,27.3224,4.32111
26.8375,-26.5778,-46.1323,-3.00704,-29.3455,14.4323,3.87013,-52.7539,-31.6296,20.7541,-39.3926,28.4337,4.21515
26.85,-26.9423,-45.9474,-2.95866,-28.9603,15.1601,3.86972,-53.242,-31.2673,20.8061,-38.7,29.5258,4.10866
26.8625,-27.3018,-45.7534,-2.91029,-28.5547,15.8765,3.86924,-53.7212,-30.8915,20.8568,-37.9762,30.5976,4.00163
26.875,-27.6561,-45.5505,-2.86193,-28.1288,16.5811,3.86868,-54.1913,-30.5024,20.9062,-37.2217,31.6483,3.89409
26.8875,-28.0049,-45.3389,-2.81358,-27.6832,17.2731,3.86804,-54.6517,-30.1004,20.9542,-36.4371,32.6771,3.78605
26.9,-28.3481,-45.1187,-2.76523,-27.2181,17.9521,3.86731,-55.1021,-29.6856,21.0008,-35.6231,33.683,3.67752
26.9125,-28.6853,-44.8902,-2.71689,-26.734,18.6174,3.8665,-55.5421,-29.2584,21.0461,-34.7804,34.6653,3.56851
26.925,-29.0163,-44.6534,-2.66857,-26.2312,19.2686,3.86558,-55.9715,-28.8191,21.09,-33.9097,35.6231,3.45903
26.9375,-29.341,-44.4085,-2.62026,-25.7102,19.905,3.86458,-56.3897,-28.3679,21.1326,-33.0116,36.5557,3.3491
26.95,-29.659,-44.1558,-2.57196,-25.1713,20.5263,3.86346,-56.7966,-27.9053,21.1737,-32.087,37.4622,3.23872
