t,x,y,z,vx,vy,vz
0.703125,32.8399,10.007,17.6786,28.2733,-4.75848,-6.49996
0.70625,32.9282,9.99212,17.6583,28.2623,-4.96371,-6.5265
0.709375,33.0166,9.9766,17.6379,28.2498,-5.16887,-6.55302
0.7125,33.1048,9.96045,17.6174,28.2358,-5.37395,-6.5795
0.715625,33.1931,9.94366,17.5969,28.2203,-5.57893,-6.60596
0.71875,33.2813,9.92622,17.5762,28.2033,-5.78381,-6.63238
0.721875,33.3694,9.90815,17.5555,28.1849,-5.98857,-6.65877
0.725,33.4575,9.88943,17.5347,28.165,-6.19321,-6.68513
0.728125,33.5455,9.87008,17.5138,28.1436,-6.39772,-6.71146
0.73125,33.6334,9.85009,17.4928,28.1207,-6.60208,-6.73776
0.734375,33.7213,9.82946,17.4718,28.0964,-6.80628,-6.76402
0.7375,33.8091,9.80819,17.4506,28.0706,-7.01032,-6.79026
0.740625,33.8968,9.78628,17.4294,28.0433,-7.21417,-6.81646
0.74375,33.9845,9.76374,17.4081,28.0146,-7.41784,-6.84263
0.746875,34.072,9.74055,17.3867,27.9844,-7.62132,-6.86877
0.75,34.1595,9.71674,17.3653,27.9527,-7.82458,-6.89487
0.753125,34.2468,9.69229,17.3437,27.9196,-8.02762,-6.92095
0.75625,34.3341,9.6672,17.3221,27.885,-8.23043,-6.94699
0.759375,34.4212,9.64148,17.3004,27.8489,-8.433,-6.973
0.7625,34.5082,9.61513,17.2786,27.8114,-8.63532,-6.99897
0.765625,34.5951,9.58814,17.2567,27.7724,-8.83738,-7.02491
0.76875,34.6819,9.56052,17.2348,27.732,-9.03916,-7.05082
0.771875,34.7686,9.53228,17.2127,27.6901,-9.24066,-7.0767
0.775,34.8551,9.5034,17.1906,27.6468,-9.44187,-7.10254
0.778125,34.9415,9.47389,17.1684,27.602,-9.64277,-7.12835
0.78125,35.0278,9.44376,17.1462,27.5558,-9.84336,-7.15413
0.784375,35.1139,9.413,17.1238,27.5081,-10.0436,-7.17987
0.7875,35.1999,9.38161,17.1014,27.459,-10.2436,-7.20558
0.790625,35.2857,9.3496,17.0788,27.4084,-10.4431,-7.23125
0.79375,35.3713,9.31697,17.0562,27.3565,-10.6424,-7.25689
0.796875,35.4568,9.28371,17.0336,27.303,-10.8412,-7.2825
0.8,35.5421,9.24983,17.0108,27.2482,-11.0397,-7.30807
0.803125,35.6273,9.21533,16.988,27.1919,-11.2378,-7.33361
0.80625,35.7123,9.18021,16.9651,27.1342,-11.4355,-7.35912
0.809375,35.797,9.14448,16.9421,27.075,-11.6328,-7.38459
0.8125,35.8817,9.10813,16.919,27.0145,-11.8297,-7.41002
0.815625,35.9661,9.07116,16.8958,26.9525,-12.0261,-7.43542
0.81875,36.0503,9.03358,16.8726,26.8891,-12.2222,-7.46079
0.821875,36.1343,8.99538,16.8493,26.8243,-12.4177,-7.48611
0.825,36.2182,8.95658,16.8259,26.7581,-12.6128,-7.51141
0.828125,36.3018,8.91716,16.8024,26.6905,-12.8075,-7.53667
0.83125,36.3852,8.87714,16.7789,26.6215,-13.0016,-7.56189
0.834375,36.4684,8.83651,16.7552,26.551,-13.1953,-7.58708
0.8375,36.5513,8.79527,16.7315,26.4792,-13.3884,-7.61223
0.840625,36.6341,8.75343,16.7077,26.406,-13.5811,-7.63735
0.84375,36.7166,8.71099,16.6839,26.3314,-13.7733,-7.66243
0.846875,36.7989,8.66795,16.6599,26.2555,-13.9649,-7.68748
0.85,36.8809,8.62431,16.6359,26.1781,-14.1559,-7.71249
0.853125,36.9628,8.58007,16.6118,26.0994,-14.3465,-7.73746
