t,x,y,z,vx,vy,vz
0.35625,23.8489,7.86452,19.4032,20.7642,16.098,-3.39281
0.3625,23.9787,7.96513,19.382,21.0425,15.7975,-3.45108
0.36875,24.1102,8.06387,19.3604,21.3165,15.4929,-3.50929
0.375,24.2434,8.1607,19.3385,21.5861,15.1844,-3.56743
0.38125,24.3783,8.2556,19.3162,21.8513,14.872,-3.62551
0.3875,24.5149,8.34855,19.2935,22.1119,14.5557,-3.68352
0.39375,24.6531,8.43952,19.2705,22.368,14.2356,-3.74146
0.4,24.7929,8.5285,19.2471,22.6195,13.9118,-3.79933
0.40625,24.9343,8.61544,19.2234,22.8664,13.5844,-3.85712
0.4125,25.0772,8.70035,19.1992,23.1085,13.2533,-3.91485
0.41875,25.2216,8.78318,19.1748,23.3459,12.9188,-3.9725
0.425,25.3675,8.86392,19.1499,23.5784,12.5808,-4.03008
0.43125,25.5149,8.94255,19.1248,23.8061,12.2394,-4.08758
0.4375,25.6637,9.01905,19.0992,24.0289,11.8947,-4.145
0.44375,25.8139,9.09339,19.0733,24.2467,11.5468,-4.20235
0.45,25.9654,9.16556,19.047,24.4595,11.1957,-4.25962
0.45625,26.1183,9.23553,19.0204,24.6672,10.8415,-4.31681
0.4625,26.2724,9.30329,18.9934,24.8699,10.4842,-4.37391
0.46875,26.4279,9.36882,18.9661,25.0674,10.1241,-4.43094
0.475,26.5846,9.43209,18.9384,25.2597,9.76101,-4.48788
0.48125,26.7424,9.4931,18.9104,25.4468,9.39516,-4.54473
0.4875,26.9015,9.55182,18.882,25.6286,9.02657,-4.6015
0.49375,27.0617,9.60823,18.8532,25.8051,8.65534,-4.65819
0.5,27.2229,9.66233,18.8241,25.9763,8.28153,-4.71479
0.50625,27.3853,9.71409,18.7946,26.1421,7.90522,-4.7713
0.5125,27.5487,9.7635,18.7648,26.3025,7.52649,-4.82771
0.51875,27.7131,9.81054,18.7346,26.4574,7.14542,-4.88404
0.525,27.8784,9.8552,18.7041,26.6068,6.76208,-4.94028
0.53125,28.0447,9.89746,18.6732,26.7508,6.37656,-4.99642
0.5375,28.2119,9.93731,18.642,26.8891,5.98893,-5.05247
0.54375,28.38,9.97474,18.6104,27.0219,5.59928,-5.10843
0.55,28.5489,10.0097,18.5785,27.1491,5.20768,-5.16429
0.55625,28.7185,10.0423,18.5462,27.2706,4.81422,-5.22005
0.5625,28.889,10.0724,18.5136,27.3865,4.41897,-5.27571
0.56875,29.0601,10.1,18.4806,27.4967,4.02202,-5.33128
0.575,29.232,10.1251,18.4473,27.6012,3.62345,-5.38674
0.58125,29.4045,10.1478,18.4136,27.6999,3.22334,-5.4421
0.5875,29.5776,10.1679,18.3796,27.7929,2.82178,-5.49736
0.59375,29.7513,10.1856,18.3453,27.8801,2.41884,-5.55252
0.6,29.9256,10.2007,18.3105,27.9615,2.01461,-5.60757
0.60625,30.1003,10.2133,18.2755,28.037,1.60918,-5.66252
0.6125,30.2756,10.2233,18.2401,28.1068,1.20263,-5.71736
0.61875,30.4512,10.2308,18.2044,28.1706,0.795034,-5.7721
0.625,30.6273,10.2358,18.1683,28.2286,0.386488,-5.82672
0.63125,30.8037,10.2382,18.1319,28.2808,-0.0229277,-5.88124
0.6375,30.9805,10.2381,18.0951,28.327,-0.433128,-5.93564
0.64375,31.1575,10.2354,18.058,28.3673,-0.844027,-5.98994
0.65,31.3348,10.2301,18.0206,28.4017,-1.25554,-6.04412
0.65625,31.5123,10.2223,17.9828,28.4302,-1.66759,-6.09819
0.6625,31.69,10.2118,17.9447,28.4527,-2.08007,-6.15214
0.66875,31.8679,10.1988,17.9063,28.4694,-2.49292,-6.20598
0.675,32.0458,10.1833,17.8675,28.48,-2.90604,-6.2597
0.68125,32.2238,10.1651,17.8283,28.4847,-3.31935,-6.3133
0.6875,32.4018,10.1443,17.7889,28.4835,-3.73276,-6.36679
0.69375,32.5798,10.121,17.7491,28.4763,-4.14619,-6.42015
0.7,32.7578,10.0951,17.709,28.4631,-4.55954,-6.4734
0.70625,32.9357,10.0666,17.6685,28.444,-4.97275,-6.52652
0.7125,33.1135,10.0355,17.6277,28.419,-5.38571,-6.57952
0.71875,33.2911,10.0019,17.5866,28.388,-5.79834,-6.6324
0.725,33.4685,9.96562,17.5451,28.351,-6.21056,-6.68515
0.73125,33.6457,9.92681,17.5034,28.3082,-6.62229,-6.73777
0.7375,33.8227,9.88542,17.4612,28.2593,-7.03343,-6.79027
0.74375,33.9993,9.84146,17.4188,28.2046,-7.44391,-6.84265
0.75,34.1756,9.79493,17.376,28.144,-7.85363,-6.89489
0.75625,34.3515,9.74585,17.3329,28.0774,-8.26251,-6.947
0.7625,34.5269,9.69421,17.2895,28.005,-8.67046,-6.99899
0.76875,34.702,9.64002,17.2458,27.9267,-9.07741,-7.05084
0.775,34.8765,9.58328,17.2017,27.8425,-9.48327,-7.10256
0.78125,35.0505,9.52401,17.1573,27.7525,-9.88795,-7.15414
0.7875,35.224,9.46221,17.1126,27.6566,-10.2914,-7.2056
0.79375,35.3968,9.39789,17.0676,27.555,-10.6934,-7.25691
0.8,35.5691,9.33106,17.0222,27.4475,-11.0941,-7.30809
0.80625,35.7406,9.26172,16.9765,27.3343,-11.4932,-7.35913
0.8125,35.9114,9.18989,16.9306,27.2153,-11.8907,-7.41004
0.81875,36.0815,9.11557,16.8842,27.0906,-12.2866,-7.4608
0.825,36.2509,9.03878,16.8376,26.9602,-12.6807,-7.51143
0.83125,36.4194,8.95953,16.7907,26.8241,-13.0729,-7.56191
0.8375,36.587,8.87782,16.7434,26.6824,-13.4633,-7.61225
0.84375,36.7538,8.79367,16.6958,26.5351,-13.8516,-7.66245
0.85,36.9196,8.7071,16.6479,26.3821,-14.2378,-7.7125
0.85625,37.0845,8.61812,16.5997,26.2236,-14.6219,-7.76241
0.8625,37.2484,8.52673,16.5512,26.0596,-15.0037,-7.81218
0.86875,37.4113,8.43296,16.5024,25.89,-15.3832,-7.86179
0.875,37.5731,8.33681,16.4533,25.715,-15.7602,-7.91126
0.88125,37.7338,8.23831,16.4038,25.5345,-16.1348,-7.96058
0.8875,37.8934,8.13747,16.3541,25.3487,-16.5069,-8.00975
0.89375,38.0518,8.0343,16.304,25.1575,-16.8763,-8.05877
0.9,38.2091,7.92882,16.2536,24.961,-17.2429,-8.10764
0.90625,38.3651,7.82105,16.203,24.7592,-17.6068,-8.15636
0.9125,38.5198,7.71101,16.152,24.5521,-17.9678,-8.20492
0.91875,38.6733,7.59871,16.1007,24.3399,-18.3259,-8.25333
0.925,38.8254,7.48418,16.0491,24.1224,-18.6809,-8.30158
0.93125,38.9761,7.36742,15.9972,23.8999,-19.0328,-8.34968
0.9375,39.1255,7.24847,15.945,23.6723,-19.3816,-8.39762
0.94375,39.2735,7.12733,15.8926,23.4397,-19.7271,-8.44541
0.95,39.42,7.00404,15.8398,23.2021,-20.0693,-8.49303
0.95625,39.565,6.8786,15.7867,22.9595,-20.4082,-8.5405
0.9625,39.7085,6.75105,15.7333,22.7121,-20.7435,-8.5878
0.96875,39.8504,6.6214,15.6796,22.4598,-21.0754,-8.63494
0.975,39.9908,6.48968,15.6257,22.2028,-21.4036,-8.68192
0.98125,40.1296,6.35591,15.5714,21.941,-21.7282,-8.72874
0.9875,40.2667,6.22011,15.5169,21.6746,-22.049,-8.7754
0.99375,40.4022,6.0823,15.462,21.4035,-22.366,-8.82188
1,40.5359,5.94252,15.4069,21.1279,-22.6792,-8.86821
1.00625,40.668,5.80077,15.3514,20.8477,-22.9884,-8.91436
1.0125,40.7983,5.65709,15.2957,20.5631,-23.2937,-8.96035
1.01875,40.9268,5.51151,15.2397,20.2741,-23.5948,-9.00617
1.025,41.0535,5.36404,15.1834,19.9807,-23.8919,-9.05182
1.03125,41.1784,5.21472,15.1269,19.6831,-24.1847,-9.0973
1.0375,41.3014,5.06356,15.07,19.3812,-24.4733,-9.14261
1.04375,41.4226,4.9106,15.0129,19.0752,-24.7576,-9.18775
1.05,41.5418,4.75587,14.9554,18.7651,-25.0375,-9.23272
1.05625,41.6591,4.59938,14.8977,18.4509,-25.313,-9.27751
1.0625,41.7744,4.44118,14.8398,18.1328,-25.584,-9.32213
1.06875,41.8877,4.28128,14.7815,17.8108,-25.8504,-9.36657
1.075,41.999,4.11971,14.7229,17.4849,-26.1122,-9.41084
1.08125,42.1083,3.95651,14.6641,17.1552,-26.3694,-9.45493
1.0875,42.2155,3.7917,14.605,16.8219,-26.6219,-9.49884
1.09375,42.3207,3.62532,14.5457,16.4849,-26.8696,-9.54257
1.1,42.4237,3.45738,14.486,16.1443,-27.1125,-9.58613
1.10625,42.5246,3.28793,14.4261,15.8002,-27.3505,-9.6295
1.1125,42.6233,3.11699,14.3659,15.4527,-27.5835,-9.67269
1.11875,42.7199,2.94459,14.3055,15.1018,-27.8117,-9.71571
1.125,42.8143,2.77077,14.2448,14.7476,-28.0348,-9.75853
1.13125,42.9065,2.59555,14.1838,14.3903,-28.2528,-9.80118
1.1375,42.9964,2.41897,14.1225,14.0297,-28.4657,-9.84364
1.14375,43.0841,2.24106,14.061,13.6661,-28.6735,-9.88592
1.15,43.1695,2.06185,13.9992,13.2995,-28.876,-9.92801
1.15625,43.2526,1.88138,13.9371,12.93,-29.0733,-9.96991
1.1625,43.3335,1.69967,13.8748,12.5576,-29.2654,-10.0116
1.16875,43.4119,1.51676,13.8123,12.1825,-29.4521,-10.0532
1.175,43.4881,1.33268,13.7494,11.8046,-29.6334,-10.0945
1.18125,43.5619,1.14747,13.6863,11.4242,-29.8093,-10.1356
1.1875,43.6333,0.961167,13.623,11.0412,-29.9798,-10.1766
1.19375,43.7023,0.773793,13.5594,10.6557,-30.1448,-10.2174
1.2,43.7689,0.585388,13.4955,10.2679,-30.3043,-10.2579
1.20625,43.833,0.395986,13.4314,9.87771,-30.4582,-10.2983
1.2125,43.8948,0.205623,13.3671,9.48534,-30.6065,-10.3385
1.21875,43.9541,0.0143318,13.3024,9.09083,-30.7492,-10.3785
1.225,44.0109,-0.177851,13.2376,8.69425,-30.8863,-10.4183
1.23125,44.0652,-0.37089,13.1725,8.2957,-31.0177,-10.4579
1.2375,44.1171,-0.564751,13.1071,7.89524,-31.1434,-10.4973
1.24375,44.1664,-0.759397,13.0415,7.49296,-31.2634,-10.5365
1.25,44.2132,-0.954793,12.9756,7.08896,-31.3776,-10.5756
1.25625,44.2575,-1.1509,12.9095,6.68329,-31.486,-10.6144
1.2625,44.2993,-1.34769,12.8432,6.27607,-31.5886,-10.653
1.26875,44.3385,-1.54512,12.7766,5.86735,-31.6853,-10.6914
1.275,44.3752,-1.74315,12.7098,5.45724,-31.7763,-10.7296
1.28125,44.4093,-1.94175,12.6427,5.0458,-31.8613,-10.7676
1.2875,44.4409,-2.14089,12.5754,4.63314,-31.9404,-10.8054
1.29375,44.4698,-2.34051,12.5079,4.21933,-32.0137,-10.843
1.3,44.4962,-2.5406,12.4401,3.80445,-32.081,-10.8804
1.30625,44.52,-2.74111,12.3721,3.3886,-32.1424,-10.9176
1.3125,44.5411,-2.942,12.3039,2.97185,-32.1978,-10.9546
1.31875,44.5597,-3.14323,12.2354,2.5543,-32.2472,-10.9914
1.325,44.5757,-3.34478,12.1667,2.13603,-32.2907,-11.028
1.33125,44.589,-3.54659,12.0978,1.71713,-32.3282,-11.0644
1.3375,44.5998,-3.74865,12.0287,1.29768,-32.3597,-11.1005
1.34375,44.6079,-3.95089,11.9593,0.877764,-32.3851,-11.1365
1.35,44.6134,-4.1533,11.8897,0.457475,-32.4046,-11.1723
1.35625,44.6162,-4.35583,11.8198,0.0368984,-32.418,-11.2078
1.3625,44.6164,-4.55844,11.7498,-0.38388,-32.4254,-11.2431
1.36875,44.614,-4.7611,11.6795,-0.804774,-32.4268,-11.2782
1.375,44.609,-4.96377,11.609,-1.2257,-32.4222,-11.3131
1.38125,44.6014,-5.16641,11.5383,-1.64656,-32.4115,-11.3478
1.3875,44.5911,-5.36898,11.4674,-2.06728,-32.3948,-11.3823
1.39375,44.5781,-5.57145,11.3963,-2.48777,-32.372,-11.4166
1.4,44.5626,-5.77377,11.3249,-2.90793,-32.3433,-11.4506
1.40625,44.5444,-5.97592,11.2533,-3.3277,-32.3085,-11.4845
1.4125,44.5236,-6.17785,11.1816,-3.74697,-32.2677,-11.5181
1.41875,44.5002,-6.37952,11.1096,-4.16566,-32.2209,-11.5515
1.425,44.4742,-6.5809,11.0374,-4.58368,-32.1681,-11.5847
1.43125,44.4455,-6.78195,10.965,-5.00096,-32.1093,-11.6176
1.4375,44.4143,-6.98263,10.8924,-5.4174,-32.0446,-11.6504
1.44375,44.3804,-7.18291,10.8196,-5.83291,-31.9738,-11.6829
1.45,44.344,-7.38275,10.7465,-6.24742,-31.8972,-11.7152
1.45625,44.3049,-7.58211,10.6733,-6.66082,-31.8145,-11.7473
1.4625,44.2633,-7.78095,10.5999,-7.07305,-31.726,-11.7792
1.46875,44.2191,-7.97923,10.5263,-7.48402,-31.6316,-11.8108
1.475,44.1723,-8.17693,10.4525,-7.89363,-31.5312,-11.8423
1.48125,44.123,-8.374,10.3784,-8.3018,-31.425,-11.8735
1.4875,44.0711,-8.57041,10.3042,-8.70846,-31.313,-11.9044
1.49375,44.0166,-8.76611,10.2298,-9.11351,-31.1951,-11.9352
1.5,43.9597,-8.96108,10.1552,-9.51687,-31.0714,-11.9657
1.50625,43.9002,-9.15528,10.0805,-9.91846,-30.942,-11.996
1.5125,43.8382,-9.34867,10.0055,-10.3182,-30.8068,-12.0261
1.51875,43.7737,-9.54121,9.93031,-10.716,-30.6658,-12.056
1.525,43.7068,-9.73287,9.85496,-11.1118,-30.5192,-12.0856
1.53125,43.6373,-9.92362,9.77943,-11.5055,-30.3669,-12.115
1.5375,43.5654,-10.1134,9.70371,-11.8969,-30.209,-12.1442
1.54375,43.491,-10.3022,9.62781,-12.2862,-30.0454,-12.1731
1.55,43.4142,-10.49,9.55173,-12.6731,-29.8763,-12.2019
1.55625,43.335,-10.6767,9.47547,-13.0575,-29.7016,-12.2303
1.5625,43.2534,-10.8624,9.39903,-13.4395,-29.5215,-12.2586
1.56875,43.1694,-11.0469,9.32241,-13.8188,-29.3358,-12.2866
1.575,43.0831,-11.2302,9.24562,-14.1955,-29.1448,-12.3144
1.58125,42.9943,-11.4124,9.16865,-14.5695,-28.9483,-12.342
1.5875,42.9033,-11.5933,9.09152,-14.9406,-28.7465,-12.3693
1.59375,42.8099,-11.773,9.01421,-15.3089,-28.5393,-12.3964
1.6,42.7142,-11.9513,8.93673,-15.6741,-28.3269,-12.4233
1.60625,42.6163,-12.1284,8.85908,-16.0364,-28.1093,-12.4499
1.6125,42.516,-12.3041,8.78127,-16.3954,-27.8864,-12.4763
1.61875,42.4136,-12.4784,8.70329,-16.7513,-27.6585,-12.5025
1.625,42.3089,-12.6512,8.62515,-17.104,-27.4254,-12.5284
1.63125,42.202,-12.8226,8.54685,-17.4532,-27.1873,-12.5541
1.6375,42.0929,-12.9925,8.46839,-17.7991,-26.9442,-12.5796
1.64375,41.9816,-13.1609,8.38977,-18.1415,-26.6961,-12.6048
1.65,41.8683,-13.3278,8.31099,-18.4803,-26.4431,-12.6298
1.65625,41.7528,-13.4931,8.23205,-18.8154,-26.1853,-12.6546
1.6625,41.6352,-13.6567,8.15296,-19.1469,-25.9227,-12.6791
1.66875,41.5155,-13.8187,8.07371,-19.4746,-25.6553,-12.7034
1.675,41.3938,-13.9791,7.99432,-19.7984,-25.3833,-12.7274
1.68125,41.27,-14.1377,7.91477,-20.1184,-25.1066,-12.7512
1.6875,41.1443,-14.2947,7.83508,-20.4344,-24.8253,-12.7747
1.69375,41.0166,-14.4498,7.75523,-20.7463,-24.5395,-12.7981
1.7,40.8869,-14.6032,7.67525,-21.0541,-24.2493,-12.8211
1.70625,40.7553,-14.7547,7.59511,-21.3578,-23.9546,-12.844
1.7125,40.6218,-14.9045,7.51484,-21.6572,-23.6556,-12.8666
1.71875,40.4865,-15.0523,7.43442,-21.9523,-23.3523,-12.8889
1.725,40.3493,-15.1983,7.35387,-22.2431,-23.0448,-12.911
1.73125,40.2103,-15.3423,7.27317,-22.5294,-22.7331,-12.9329
1.7375,40.0695,-15.4844,7.19234,-22.8113,-22.4174,-12.9545
1.74375,39.9269,-15.6245,7.11138,-23.0886,-22.0976,-12.9759
1.75,39.7826,-15.7626,7.03028,-23.3614,-21.7738,-12.997
1.75625,39.6366,-15.8987,6.94905,-23.6294,-21.4462,-13.0179
1.7625,39.4889,-16.0327,6.86768,-23.8928,-21.1147,-13.0386
1.76875,39.3396,-16.1647,6.78619,-24.1514,-20.7794,-13.059
1.775,39.1886,-16.2945,6.70457,-24.4052,-20.4405,-13.0791
1.78125,39.0361,-16.4223,6.62283,-24.6541,-20.0979,-13.0991
1.7875,38.882,-16.5479,6.54096,-24.8981,-19.7517,-13.1187
1.79375,38.7264,-16.6714,6.45897,-25.1372,-19.4021,-13.1381
1.8,38.5693,-16.7926,6.37686,-25.3712,-19.0491,-13.1573
1.80625,38.4107,-16.9117,6.29462,-25.6001,-18.6927,-13.1762
1.8125,38.2507,-17.0285,6.21227,-25.8239,-18.333,-13.1949
1.81875,38.0893,-17.1431,6.1298,-26.0425,-17.9702,-13.2134
1.825,37.9265,-17.2554,6.04722,-26.2559,-17.6042,-13.2315
1.83125,37.7624,-17.3654,5.96452,-26.4641,-17.2352,-13.2495
1.8375,37.597,-17.4732,5.88171,-26.6669,-16.8632,-13.2672
1.84375,37.4304,-17.5785,5.79879,-26.8644,-16.4884,-13.2846
1.85,37.2625,-17.6816,5.71576,-27.0565,-16.1107,-13.3018
1.85625,37.0934,-17.7823,5.63263,-27.2432,-15.7302,-13.3187
1.8625,36.9231,-17.8806,5.54939,-27.4244,-15.3471,-13.3354
1.86875,36.7517,-17.9765,5.46604,-27.6001,-14.9614,-13.3518
1.875,36.5792,-18.07,5.38259,-27.7703,-14.5733,-13.368
1.88125,36.4056,-18.1611,5.29904,-27.9349,-14.1827,-13.3839
1.8875,36.231,-18.2498,5.21539,-28.0938,-13.7897,-13.3996
1.89375,36.0554,-18.3359,5.13164,-28.2472,-13.3945,-13.4151
1.9,35.8789,-18.4197,5.0478,-28.3948,-12.9971,-13.4302
1.90625,35.7014,-18.5009,4.96386,-28.5367,-12.5976,-13.4452
1.9125,35.5231,-18.5796,4.87983,-28.6729,-12.1961,-13.4598
1.91875,35.3439,-18.6559,4.79571,-28.8033,-11.7926,-13.4742
1.925,35.1639,-18.7296,4.71149,-28.9279,-11.3873,-13.4884
1.93125,34.9831,-18.8007,4.62719,-29.0467,-10.9803,-13.5023
1.9375,34.8015,-18.8694,4.5428,-29.1596,-10.5715,-13.516
1.94375,34.6193,-18.9354,4.45832,-29.2666,-10.1612,-13.5294
1.95,34.4363,-18.9989,4.37377,-29.3678,-9.74932,-13.5425
1.95625,34.2528,-19.0599,4.28912,-29.463,-9.33602,-13.5554
1.9625,34.0687,-19.1182,4.2044,-29.5523,-8.92138,-13.5681
1.96875,33.884,-19.174,4.1196,-29.6356,-8.50548,-13.5805
1.975,33.6987,-19.2271,4.03472,-29.7129,-8.0884,-13.5926
1.98125,33.513,-19.2777,3.94977,-29.7843,-7.67024,-13.6045
1.9875,33.3269,-19.3256,3.86474,-29.8496,-7.25108,-13.6161
1.99375,33.1403,-19.3709,3.77964,-29.9089,-6.831,-13.6274
2,32.9534,-19.4136,3.69447,-29.9622,-6.41009,-13.6386
2.00625,32.7661,-19.4537,3.60923,-30.0094,-5.98844,-13.6494
2.0125,32.5786,-19.4911,3.52392,-30.0505,-5.56614,-13.66
2.01875,32.3907,-19.5259,3.43855,-30.0856,-5.14327,-13.6703
2.025,32.2027,-19.5581,3.35311,-30.1146,-4.71992,-13.6804
2.03125,32.0145,-19.5876,3.2676,-30.1375,-4.29618,-13.6902
2.0375,31.8261,-19.6144,3.18204,-30.1543,-3.87213,-13.6998
2.04375,31.6377,-19.6386,3.09642,-30.165,-3.44787,-13.7091
2.05,31.4491,-19.6602,3.01073,-30.1696,-3.02348,-13.7182
2.05625,31.2606,-19.6791,2.925,-30.1681,-2.59905,-13.727
2.0625,31.072,-19.6953,2.8392,-30.1605,-2.17466,-13.7355
2.06875,30.8835,-19.7089,2.75336,-30.1468,-1.75041,-13.7438
2.075,30.6951,-19.7198,2.66746,-30.127,-1.32638,-13.7518
2.08125,30.5068,-19.7281,2.58151,-30.1011,-0.902667,-13.7596
2.0875,30.3187,-19.7338,2.49551,-30.0691,-0.479348,-13.7671
2.09375,30.1307,-19.7368,2.40947,-30.031,-0.0565157,-13.7743
2.1,29.9431,-19.7371,2.32338,-29.9869,0.365743,-13.7813
2.10625,29.7556,-19.7348,2.23724,-29.9366,0.787341,-13.788
2.1125,29.5685,-19.7299,2.15107,-29.8803,1.20819,-13.7945
2.11875,29.3818,-19.7224,2.06485,-29.818,1.6282,-13.8007
2.125,29.1954,-19.7122,1.9786,-29.7496,2.04729,-13.8067
2.13125,29.0095,-19.6994,1.89231,-29.6752,2.46537,-13.8123
2.1375,28.824,-19.684,1.80598,-29.5947,2.88236,-13.8178
2.14375,28.639,-19.666,1.71962,-29.5083,3.29816,-13.8229
2.15,28.4546,-19.6454,1.63323,-29.4159,3.71269,-13.8279
2.15625,28.2708,-19.6221,1.5468,-29.3175,4.12586,-13.8325
2.1625,28.0875,-19.5964,1.46035,-29.2132,4.5376,-13.8369
2.16875,27.905,-19.568,1.37387,-29.103,4.9478,-13.841
2.175,27.7231,-19.5371,1.28736,-28.9868,5.3564,-13.8449
2.18125,27.5419,-19.5036,1.20083,-28.8648,5.76329,-13.8485
2.1875,27.3615,-19.4676,1.11428,-28.737,6.16841,-13.8519
2.19375,27.1819,-19.429,1.0277,-28.6033,6.57166,-13.8549
2.2,27.0031,-19.388,0.94111,-28.4638,6.97295,-13.8578
2.20625,26.8252,-19.3444,0.854499,-28.3185,7.37222,-13.8603
2.2125,26.6482,-19.2983,0.767872,-28.1675,7.76937,-13.8627
2.21875,26.4722,-19.2497,0.68123,-28.0108,8.16431,-13.8647
2.225,26.2971,-19.1987,0.594576,-27.8484,8.55698,-13.8665
2.23125,26.1231,-19.1452,0.50791,-27.6804,8.94728,-13.868
2.2375,25.9501,-19.0893,0.421235,-27.5067,9.33514,-13.8693
2.24375,25.7781,-19.031,0.334552,-27.3275,9.72047,-13.8703
2.25,25.6073,-18.9702,0.247863,-27.1427,10.1032,-13.871
2.25625,25.4377,-18.9071,0.161169,-26.9524,10.4832,-13.8715
2.2625,25.2692,-18.8415,0.0744719,-26.7567,10.8605,-13.8717
2.26875,25.102,-18.7737,-0.0122265,-26.5555,11.235,-13.8717
2.275,24.936,-18.7034,-0.0989246,-26.3489,11.6065,-13.8714
2.28125,24.7714,-18.6309,-0.185621,-26.137,11.975,-13.8708
2.2875,24.608,-18.5561,-0.272314,-25.9198,12.3404,-13.87
2.29375,24.446,-18.4789,-0.359001,-25.6974,12.7027,-13.869
2.3,24.2854,-18.3995,-0.445682,-25.4697,13.0617,-13.8676
2.30625,24.1262,-18.3179,-0.532355,-25.2369,13.4175,-13.866
2.3125,23.9685,-18.2341,-0.619017,-24.9989,13.7699,-13.8641
2.31875,23.8122,-18.148,-0.705668,-24.7559,14.1188,-13.862
2.325,23.6575,-18.0597,-0.792306,-24.5079,14.4642,-13.8596
2.33125,23.5043,-17.9693,-0.878929,-24.2549,14.806,-13.857
2.3375,23.3527,-17.8768,-0.965535,-23.9969,15.1441,-13.8541
2.34375,23.2028,-17.7822,-1.05212,-23.7342,15.4785,-13.8509
2.35,23.0544,-17.6854,-1.13869,-23.4666,15.8091,-13.8475
2.35625,22.9078,-17.5866,-1.22524,-23.1942,16.1358,-13.8438
2.3625,22.7628,-17.4858,-1.31176,-22.9172,16.4586,-13.8399
